,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
2491,34,management,1058,yes,no,unknown,may,2,-1,unknown,0,2.182865,yes
677,44,unemployed,0,no,no,cellular,nov,4,-1,unknown,0,5.0571656,no
1871,53,management,261,no,no,cellular,aug,2,-1,unknown,0,1.0114971,no
7154,51,management,0,no,no,unknown,jun,1,-1,unknown,0,2.3639214,yes
4028,49,entrepreneur,-1965,no,yes,telephone,jul,2,-1,unknown,0,5.887707,no
1255,47,services,-288,yes,no,unknown,may,7,-1,unknown,0,2.2457514,no
2140,46,services,281,yes,yes,cellular,may,1,-1,unknown,0,3.2852252,no
4423,55,management,73,yes,no,unknown,may,2,-1,unknown,0,1.2029992,no
1423,54,management,366,yes,no,unknown,may,1,-1,unknown,0,1.2144283,no
4077,29,admin.,41,yes,no,cellular,aug,2,-1,unknown,0,3.4656034,yes
5768,67,management,1287,no,no,cellular,feb,1,-1,unknown,0,3.3593912,no
1557,52,housemaid,3283,no,no,unknown,jun,1,-1,unknown,0,3.295657,no
1410,57,technician,470,no,no,cellular,aug,3,-1,unknown,0,1.8973712,yes
94,36,management,93,no,no,cellular,jul,2,182,failure,0,4.5248947,yes
4126,42,admin.,1451,yes,no,cellular,may,4,-1,unknown,0,2.1717365,yes
5381,58,retired,3237,no,no,telephone,oct,1,-1,unknown,0,5.05122,yes
7056,44,services,5781,yes,yes,cellular,may,1,-1,unknown,0,3.6871543,no
3340,55,blue-collar,3485,no,no,cellular,aug,4,-1,unknown,0,2.2709033,yes
4440,55,management,1433,no,no,unknown,jun,3,-1,unknown,0,2.0729733,no
6371,44,management,3665,no,no,cellular,mar,1,-1,unknown,0,3.0231526,no
6180,38,technician,6728,no,no,cellular,aug,4,-1,unknown,0,2.2101972,yes
6724,31,services,447,no,no,cellular,jun,3,77,success,0,4.617101,yes
2433,40,management,838,yes,no,unknown,may,3,-1,unknown,0,0.7590839,no
5225,31,blue-collar,23,no,no,cellular,nov,1,-1,unknown,0,2.9115613,no
2590,39,management,0,yes,no,cellular,may,1,-1,unknown,0,2.0377257,no
4373,30,management,1567,yes,no,cellular,aug,4,-1,unknown,0,2.222484,yes
1645,36,technician,911,yes,yes,cellular,may,3,-1,unknown,0,3.2246985,no
210,27,admin.,0,yes,no,cellular,may,1,-1,unknown,0,2.0864155,yes
6299,23,student,431,no,no,cellular,aug,2,-1,unknown,0,4.1438875,yes
1138,19,student,372,no,no,telephone,jul,3,-1,unknown,0,6.023879,yes
4438,55,management,16786,no,no,cellular,nov,1,-1,unknown,0,5.041988,no
5450,42,blue-collar,301,yes,no,cellular,jul,2,-1,unknown,0,2.0200808,yes
2639,31,management,22867,yes,no,unknown,may,2,-1,unknown,0,6.4633718,no
2661,29,blue-collar,0,yes,no,cellular,may,6,-1,unknown,0,1.9114486,no
4073,31,management,2907,yes,no,cellular,jul,1,194,failure,0,4.450673,yes
3249,32,management,7290,yes,no,cellular,may,1,-1,unknown,0,2.4788725,yes
6666,32,blue-collar,-84,yes,no,cellular,may,1,-1,unknown,0,0.93783665,no
2022,52,management,189,no,no,cellular,aug,2,-1,unknown,0,0.94437766,no
1463,30,unknown,6929,no,no,cellular,nov,1,-1,unknown,0,7.299356,no
3302,47,management,255,no,yes,cellular,jul,4,-1,unknown,0,3.0372105,yes
5800,27,self-employed,270,yes,no,unknown,may,2,-1,unknown,0,3.5207026,no
2003,25,unemployed,343,no,no,cellular,jun,1,-1,unknown,0,4.5591917,yes
4999,72,retired,5715,no,no,cellular,may,1,181,success,0,4.5380507,yes
3749,28,blue-collar,61,yes,no,cellular,may,2,319,success,0,4.6198773,yes
946,32,management,2667,yes,no,cellular,aug,2,-1,unknown,0,2.2292545,yes
1968,43,management,182,no,no,cellular,jan,1,-1,unknown,0,3.6107805,no
6550,41,blue-collar,2039,yes,no,cellular,may,1,-1,unknown,0,1.4877836,yes
7005,45,technician,1412,yes,no,cellular,may,4,-1,unknown,0,2.3422332,no
1349,33,blue-collar,842,no,no,cellular,aug,4,-1,unknown,0,2.5729702,no
2766,32,blue-collar,476,yes,no,cellular,jul,9,-1,unknown,0,2.981472,yes
2497,26,management,362,no,no,cellular,sep,1,104,success,0,4.197454,yes
2934,59,blue-collar,320,yes,no,unknown,may,1,-1,unknown,0,2.1190116,yes
6228,36,management,811,no,no,cellular,mar,1,-1,unknown,0,2.159027,yes
983,62,retired,2801,yes,yes,cellular,sep,1,183,success,0,6.115988,yes
5735,45,entrepreneur,5315,yes,yes,cellular,may,2,-1,unknown,0,4.6316657,no
1213,39,blue-collar,597,no,no,cellular,jul,6,-1,unknown,0,2.4868982,yes
2160,47,blue-collar,668,yes,no,cellular,may,6,354,success,0,5.050997,no
326,46,admin.,171,yes,yes,cellular,oct,1,430,failure,0,6.39257,no
2371,31,management,1761,yes,no,telephone,jul,3,440,failure,0,6.2721205,yes
1781,39,blue-collar,39,yes,no,unknown,jun,6,-1,unknown,0,1.7491876,no
1226,32,housemaid,51,yes,no,cellular,may,1,-1,unknown,0,4.3763046,no
1093,30,unemployed,0,yes,no,cellular,apr,1,-1,unknown,0,5.200847,no
5826,53,management,75,no,no,cellular,aug,2,-1,unknown,0,1.0153171,no
1458,41,blue-collar,4910,yes,no,cellular,apr,1,-1,unknown,0,1.8600366,no
6830,33,services,210,yes,no,cellular,may,2,-1,unknown,0,2.0805216,yes
1539,35,technician,6,yes,no,cellular,nov,1,-1,unknown,0,2.6522124,no
3339,30,management,364,no,no,cellular,apr,2,-1,unknown,0,1.2641072,yes
6021,47,blue-collar,863,yes,no,unknown,may,2,-1,unknown,0,1.2504907,yes
3562,78,retired,631,no,no,telephone,aug,1,-1,unknown,0,5.0398865,no
7378,44,blue-collar,776,yes,no,unknown,may,1,-1,unknown,0,0.4656491,no
4715,36,management,393,yes,no,cellular,apr,2,-1,unknown,0,2.119886,yes
112,49,services,2416,yes,no,cellular,apr,1,-1,unknown,0,4.515308,yes
3060,45,technician,351,yes,no,telephone,aug,2,-1,unknown,0,4.8303776,no
5212,30,technician,194,no,yes,cellular,aug,3,-1,unknown,0,3.2851384,no
6821,37,technician,1211,yes,no,unknown,may,1,-1,unknown,0,2.1940408,yes
5939,32,student,1536,no,no,cellular,aug,2,-1,unknown,0,4.185228,yes
7047,45,management,4831,no,no,cellular,jul,3,182,success,0,4.3753285,yes
2729,60,technician,824,yes,no,cellular,aug,1,181,success,0,4.378179,yes
1638,68,retired,451,no,no,cellular,mar,1,-1,unknown,0,5.459399,yes
3146,37,technician,432,yes,no,cellular,jul,3,776,failure,0,6.00238,yes
6460,47,services,1639,no,no,cellular,jan,1,-1,unknown,0,4.8202076,yes
6879,49,technician,3144,no,no,cellular,jul,2,-1,unknown,0,2.3990421,no
571,32,blue-collar,759,yes,no,cellular,apr,5,-1,unknown,0,2.3600757,yes
5569,31,technician,22,yes,no,unknown,may,3,-1,unknown,0,2.207517,yes
4232,24,student,597,yes,no,cellular,apr,3,-1,unknown,0,4.788331,yes
6386,56,management,3287,no,no,cellular,apr,1,-1,unknown,0,2.4247885,yes
5348,78,retired,240,no,no,cellular,apr,1,-1,unknown,0,4.7319083,yes
3431,56,admin.,0,no,yes,cellular,jul,1,-1,unknown,0,3.2705646,no
6803,52,unemployed,2251,yes,no,unknown,jun,9,-1,unknown,0,5.1275816,no
6551,86,retired,0,no,no,telephone,aug,1,-1,unknown,0,4.981259,yes
4729,32,technician,483,no,no,cellular,aug,3,-1,unknown,0,1.1953485,yes
2905,29,management,600,yes,no,cellular,oct,5,-1,unknown,0,4.750278,no
816,30,management,1195,no,no,cellular,jul,2,-1,unknown,0,2.1080751,no
1901,25,blue-collar,-221,yes,no,unknown,may,1,-1,unknown,0,0.63671917,no
2163,40,services,-116,yes,no,unknown,may,3,-1,unknown,0,0.9579204,no
5990,33,management,0,no,no,cellular,aug,4,-1,unknown,0,0.58502406,no
2675,43,technician,4056,no,no,cellular,may,6,89,failure,0,4.371633,no
2928,65,unknown,4717,no,no,telephone,aug,1,-1,unknown,0,7.250378,yes
298,34,management,101,yes,no,cellular,aug,5,-1,unknown,0,2.1492193,no
1542,46,blue-collar,922,yes,no,telephone,nov,2,-1,unknown,0,4.630918,no
7015,35,blue-collar,262,no,no,cellular,sep,1,75,failure,0,5.5577593,yes
2627,40,blue-collar,236,yes,no,unknown,may,2,-1,unknown,0,0.38390642,no
413,23,services,870,no,no,cellular,jul,4,-1,unknown,0,2.7652597,yes
7130,68,retired,2820,no,no,cellular,mar,1,92,success,0,6.2687783,no
1464,43,blue-collar,740,yes,no,unknown,jun,2,-1,unknown,0,2.1334832,yes
2970,33,management,621,no,no,cellular,aug,5,-1,unknown,0,0.7251477,no
1938,39,management,0,no,no,unknown,may,8,-1,unknown,0,2.8780456,no
3789,52,management,583,no,no,cellular,may,1,181,success,0,4.0268183,yes
6328,35,technician,4508,yes,no,cellular,nov,1,-1,unknown,0,2.7551873,yes
6647,49,technician,-287,yes,no,unknown,may,1,-1,unknown,0,1.0026612,no
4483,35,technician,3490,yes,no,cellular,aug,2,-1,unknown,0,2.2887275,yes
6179,47,admin.,225,no,no,cellular,aug,4,-1,unknown,0,2.4709687,yes
1999,39,admin.,0,yes,no,cellular,may,1,-1,unknown,0,2.131178,no
2186,38,technician,4383,no,no,cellular,feb,4,-1,unknown,0,2.9914515,yes
1763,33,admin.,7608,no,no,cellular,mar,4,-1,unknown,0,4.5517135,yes
1273,36,technician,4613,no,no,cellular,apr,1,134,failure,0,4.5095387,no
6752,35,technician,0,no,no,cellular,jul,2,-1,unknown,0,2.1403334,no
6315,30,admin.,523,no,yes,cellular,mar,1,-1,unknown,0,5.126586,yes
6653,27,services,1501,yes,no,cellular,jul,1,-1,unknown,0,2.2304294,no
6358,56,retired,5769,no,no,unknown,jun,3,-1,unknown,0,3.9275894,no
1743,34,technician,178,yes,no,cellular,nov,1,-1,unknown,0,2.6894495,no
5260,51,technician,0,no,no,cellular,mar,2,-1,unknown,0,4.1801605,yes
5382,45,blue-collar,521,yes,no,unknown,jun,3,-1,unknown,0,1.210774,no
3953,51,entrepreneur,1443,no,no,cellular,feb,10,-1,unknown,0,6.120468,yes
2793,43,management,1696,yes,no,cellular,aug,1,474,failure,0,4.388086,yes
3210,70,retired,3782,no,no,cellular,mar,1,-1,unknown,0,5.7079296,no
89,55,management,0,no,no,cellular,aug,4,-1,unknown,0,1.6898439,yes
6877,31,technician,24,no,no,cellular,aug,2,-1,unknown,0,0.5874051,no
1971,49,management,3842,no,no,cellular,apr,1,186,failure,0,3.6453161,no
1931,36,blue-collar,136,yes,no,unknown,jun,2,-1,unknown,0,1.3275746,no
7330,41,services,0,yes,no,unknown,may,2,-1,unknown,0,0.84096926,no
6282,37,admin.,1110,yes,no,telephone,jul,11,-1,unknown,0,5.2603755,yes
4670,42,technician,802,no,no,telephone,jan,2,-1,unknown,0,5.5588536,no
6252,53,services,8918,yes,no,telephone,jul,2,-1,unknown,0,5.45869,no
5013,61,retired,1058,no,no,cellular,jul,2,91,success,0,4.5486245,yes
5749,40,admin.,27,no,no,cellular,aug,2,-1,unknown,0,2.4778547,yes
4825,31,management,877,no,no,cellular,sep,1,92,success,0,4.101699,yes
2206,28,technician,-123,no,yes,cellular,jul,1,-1,unknown,0,3.0961928,yes
1286,40,technician,568,yes,no,unknown,oct,1,-1,unknown,0,5.384607,yes
2015,47,blue-collar,2787,no,no,cellular,aug,1,-1,unknown,0,2.3616936,yes
2710,40,technician,2266,no,no,cellular,may,3,89,other,0,4.8055005,yes
4708,51,retired,1495,no,no,telephone,jul,4,-1,unknown,0,4.9722657,yes
4369,74,retired,935,no,no,cellular,may,1,99,failure,0,4.8834457,yes
2852,39,blue-collar,5222,yes,no,unknown,may,1,-1,unknown,0,1.5357382,no
7232,58,management,3228,no,no,cellular,aug,2,-1,unknown,0,1.6910589,no
6304,36,blue-collar,0,no,no,unknown,jun,1,-1,unknown,0,1.7137556,no
2469,34,technician,1313,no,no,cellular,apr,4,-1,unknown,0,2.4965262,no
4467,40,blue-collar,-839,yes,yes,cellular,jul,2,-1,unknown,0,2.610644,yes
4375,37,admin.,1049,no,no,cellular,jul,5,-1,unknown,0,2.1713371,no
6677,50,housemaid,5260,yes,no,cellular,jul,2,-1,unknown,0,4.4969215,no
4345,59,housemaid,-187,yes,no,telephone,jul,7,-1,unknown,0,5.7322006,no
3899,44,management,22,yes,no,cellular,aug,2,-1,unknown,0,2.158188,no
6247,40,management,16,no,yes,cellular,feb,4,-1,unknown,0,3.8390687,no
3791,38,self-employed,746,no,no,unknown,jun,3,-1,unknown,0,4.163509,no
3310,44,technician,643,no,no,cellular,oct,1,143,failure,0,4.6401944,yes
4807,36,management,495,no,no,cellular,aug,3,97,success,0,3.7564776,yes
6585,25,services,12,no,no,cellular,jun,6,-1,unknown,0,4.4648447,yes
7074,30,blue-collar,673,yes,no,unknown,may,2,-1,unknown,0,0.44778284,no
7126,55,technician,3450,no,no,cellular,feb,1,183,failure,0,4.5476546,yes
5200,39,technician,1104,no,no,cellular,aug,2,-1,unknown,0,1.0982945,yes
5842,42,admin.,243,yes,no,unknown,may,5,-1,unknown,0,1.6264905,no
7406,34,blue-collar,79,no,yes,cellular,nov,1,-1,unknown,0,3.7383242,no
5067,40,blue-collar,1841,yes,no,cellular,may,4,-1,unknown,0,1.4990892,yes
5523,46,blue-collar,460,yes,no,unknown,may,2,-1,unknown,0,1.1866989,yes
4090,80,retired,997,no,no,cellular,oct,2,86,other,0,6.0966554,yes
3991,55,blue-collar,1613,yes,no,cellular,apr,1,270,failure,0,4.2701783,yes
6813,41,management,326,yes,no,cellular,may,1,-1,unknown,0,2.048667,yes
1473,28,blue-collar,1984,yes,no,cellular,may,2,14,failure,0,3.744377,no
2887,24,technician,556,yes,no,cellular,nov,2,80,success,0,4.5755277,yes
2612,52,self-employed,1291,yes,no,cellular,nov,1,169,failure,0,5.5993595,no
5387,38,technician,0,no,no,cellular,aug,2,-1,unknown,0,0.57412434,no
3024,24,student,4126,no,no,cellular,apr,4,185,failure,0,5.4161215,yes
5776,48,blue-collar,183,no,no,unknown,jun,1,-1,unknown,0,2.2350612,yes
4512,57,services,84,yes,no,unknown,may,1,-1,unknown,0,1.733227,no
6005,31,blue-collar,2137,no,no,unknown,may,1,-1,unknown,0,2.292612,no
2109,31,technician,589,yes,yes,unknown,may,1,-1,unknown,0,3.2449749,no
5760,34,self-employed,-56,yes,no,unknown,may,3,-1,unknown,0,3.4450815,no
3103,56,unemployed,3391,no,no,cellular,apr,1,-1,unknown,0,5.041533,yes
4804,46,blue-collar,-3,yes,no,unknown,may,2,-1,unknown,0,0.51974076,no
3033,33,technician,6,no,no,cellular,aug,2,-1,unknown,0,0.46538842,no
4817,43,technician,7876,yes,no,cellular,aug,2,-1,unknown,0,2.5488076,no
3630,25,student,373,yes,no,cellular,may,2,-1,unknown,0,4.2332263,yes
7173,60,retired,197,no,no,cellular,oct,1,-1,unknown,0,5.03522,no
6147,35,technician,1144,no,no,cellular,aug,13,-1,unknown,0,2.9974303,no
5471,40,blue-collar,188,yes,yes,unknown,jun,2,-1,unknown,0,3.1760602,yes
1081,35,admin.,76,no,yes,unknown,jun,1,-1,unknown,0,3.7454927,no
6678,36,management,133,yes,no,unknown,may,1,-1,unknown,0,0.62871945,no
853,46,blue-collar,2499,yes,no,unknown,may,3,-1,unknown,0,0.941144,no
342,31,admin.,554,yes,no,cellular,feb,1,-1,unknown,0,3.937874,no
1276,64,retired,109,no,no,cellular,jun,1,225,success,0,4.8351717,yes
1600,27,management,1720,no,no,cellular,nov,2,273,failure,0,4.4420433,yes
584,49,blue-collar,-157,yes,no,cellular,jul,3,-1,unknown,0,2.0724096,yes
6452,45,technician,999,yes,no,unknown,may,2,-1,unknown,0,0.72830844,no
2821,40,blue-collar,1066,yes,no,unknown,may,1,-1,unknown,0,0.42733535,no
2184,59,services,307,yes,yes,unknown,may,7,-1,unknown,0,3.8835459,no
7179,60,blue-collar,5,no,no,cellular,oct,1,-1,unknown,0,4.561898,yes
131,50,technician,797,yes,no,unknown,may,1,-1,unknown,0,1.0059997,no
3607,28,technician,1363,no,no,cellular,feb,1,-1,unknown,0,2.8608887,yes
6292,30,management,1235,yes,no,cellular,jul,3,-1,unknown,0,1.2915899,no
169,73,retired,796,no,no,cellular,apr,1,182,success,0,4.7003684,yes
4776,53,admin.,2892,no,no,cellular,apr,3,-1,unknown,0,2.986616,yes
3969,53,management,2693,no,no,cellular,mar,1,104,failure,0,4.7247972,yes
4891,30,blue-collar,315,no,no,cellular,jun,1,-1,unknown,0,3.7367895,yes
5945,46,blue-collar,804,yes,no,cellular,may,2,361,success,0,4.5805545,yes
5953,41,technician,13,no,no,unknown,jun,2,-1,unknown,0,2.1794198,no
3203,34,technician,0,yes,no,cellular,apr,2,-1,unknown,0,2.8888173,no
3975,42,technician,-215,no,no,unknown,jun,5,-1,unknown,0,2.5270422,yes
111,37,services,1,no,no,unknown,may,2,-1,unknown,0,2.2328644,no
6361,42,technician,9324,no,no,cellular,aug,4,-1,unknown,0,2.9001434,no
2513,45,blue-collar,87,yes,no,cellular,may,1,360,failure,0,2.1963987,no
3730,23,technician,-782,yes,yes,unknown,jun,10,-1,unknown,0,4.728492,no
249,52,services,337,yes,no,unknown,may,3,-1,unknown,0,1.3685747,no
5002,23,student,1298,no,no,cellular,jul,1,-1,unknown,0,4.16495,yes
1966,51,blue-collar,1869,no,no,unknown,jun,3,-1,unknown,0,1.2412353,no
1838,61,retired,243,no,no,cellular,apr,1,-1,unknown,0,4.6606536,yes
6072,54,management,-1415,yes,yes,cellular,nov,1,-1,unknown,0,3.705445,no
2618,48,services,2850,yes,no,cellular,aug,3,-1,unknown,0,3.8570852,no
2919,44,unemployed,-505,yes,no,unknown,jun,11,-1,unknown,0,5.4305763,no
4443,28,technician,113,no,no,cellular,aug,3,105,failure,0,4.413768,yes
1802,40,services,471,yes,no,cellular,jul,4,-1,unknown,0,2.439841,yes
3512,43,technician,1612,no,no,cellular,may,2,353,other,0,4.6123195,yes
2739,30,management,502,no,yes,cellular,jul,1,-1,unknown,0,2.972101,yes
3163,35,management,538,yes,no,unknown,may,4,-1,unknown,0,0.9292154,no
1662,39,self-employed,0,yes,no,unknown,may,2,-1,unknown,0,3.4608316,no
3912,39,management,-468,yes,yes,cellular,aug,2,-1,unknown,0,3.1870604,no
857,26,services,-379,yes,yes,cellular,jul,7,-1,unknown,0,3.599538,yes
2583,77,retired,2123,no,no,telephone,feb,4,-1,unknown,0,5.128036,no
6199,59,admin.,1575,yes,no,cellular,aug,11,-1,unknown,0,4.522408,yes
349,29,technician,940,yes,no,cellular,may,1,330,failure,0,3.650922,no
955,40,technician,1646,yes,no,cellular,feb,1,242,failure,0,4.480722,yes
3781,34,management,580,yes,no,cellular,jul,1,-1,unknown,0,1.2266794,no
405,43,admin.,733,yes,no,cellular,may,1,187,success,0,4.2501087,yes
6144,34,technician,1,no,no,cellular,aug,2,-1,unknown,0,1.3136886,yes
2309,37,blue-collar,157,yes,no,unknown,may,8,-1,unknown,0,2.0618498,no
5459,42,technician,11115,no,no,cellular,apr,1,-1,unknown,0,3.771017,yes
7077,57,admin.,0,yes,no,unknown,may,2,-1,unknown,0,1.7958429,no
1765,63,management,5112,no,no,telephone,nov,2,95,failure,0,5.6450405,yes
6768,59,retired,1296,no,no,cellular,aug,11,-1,unknown,0,3.976851,no
117,30,blue-collar,1131,yes,yes,cellular,nov,1,144,failure,0,4.7464795,no
3786,41,self-employed,20,no,no,unknown,jun,1,-1,unknown,0,4.1805925,no
397,36,technician,1109,no,no,cellular,aug,2,-1,unknown,0,0.5567455,no
2965,35,management,2885,no,no,cellular,aug,3,43,other,0,4.8138537,yes
1509,46,housemaid,312,yes,yes,cellular,jul,7,-1,unknown,0,5.3337517,no
5497,51,admin.,1330,yes,no,unknown,may,8,-1,unknown,0,2.7063339,no
2238,35,blue-collar,22,yes,no,cellular,may,2,302,other,0,4.2608795,yes
668,31,technician,703,yes,no,unknown,may,2,-1,unknown,0,2.1864016,yes
7362,57,retired,-157,no,no,cellular,aug,9,-1,unknown,0,3.356345,no
2115,49,self-employed,-341,no,yes,cellular,nov,2,-1,unknown,0,5.430586,no
2110,48,admin.,2235,yes,yes,unknown,may,2,-1,unknown,0,3.2265587,no
4585,31,blue-collar,1127,yes,no,telephone,may,1,349,failure,0,5.0337934,no
6110,60,retired,1099,no,no,cellular,jul,2,-1,unknown,0,4.2695546,yes
5241,54,technician,136,no,yes,cellular,jul,4,-1,unknown,0,3.0152385,no
4035,26,technician,11862,no,no,cellular,feb,1,-1,unknown,0,4.442145,yes
3708,30,technician,-393,yes,yes,cellular,jul,1,-1,unknown,0,3.068717,yes
316,27,technician,21,yes,no,cellular,may,1,356,failure,0,3.6666868,no
3501,32,admin.,684,yes,no,cellular,may,3,-1,unknown,0,2.1459856,yes
362,47,admin.,70,yes,no,cellular,apr,4,374,success,0,5.116928,yes
488,39,unemployed,7005,yes,no,cellular,jul,2,184,success,0,5.5198526,yes
4382,48,blue-collar,5366,yes,no,unknown,may,3,-1,unknown,0,1.7214926,no
4329,35,management,0,yes,no,unknown,jun,1,-1,unknown,0,2.1605492,no
804,47,technician,442,yes,no,cellular,may,1,-1,unknown,0,2.4034033,no
1848,54,management,2895,yes,no,cellular,feb,2,256,failure,0,4.2207623,no
2885,55,admin.,1102,yes,no,unknown,may,2,-1,unknown,0,1.6386936,no
7214,34,admin.,1504,yes,no,unknown,may,3,-1,unknown,0,0.8904944,no
485,30,admin.,983,yes,no,cellular,may,2,-1,unknown,0,2.0674539,yes
6717,77,retired,0,no,no,cellular,aug,1,-1,unknown,0,2.3665373,yes
627,34,technician,194,yes,yes,cellular,may,1,-1,unknown,0,3.3976943,yes
3594,56,technician,751,yes,no,cellular,may,8,177,failure,0,4.3396955,no
4104,59,technician,1,no,no,cellular,apr,2,378,failure,0,4.729185,yes
3423,64,management,4688,no,no,cellular,oct,1,-1,unknown,0,4.40243,yes
5403,34,technician,66,no,yes,cellular,feb,1,170,failure,0,4.854708,no
2079,52,services,482,yes,yes,cellular,jul,7,-1,unknown,0,3.6537187,no
2902,52,technician,436,no,yes,unknown,mar,1,-1,unknown,0,6.2385564,yes
4365,25,blue-collar,1243,no,yes,cellular,jul,7,-1,unknown,0,3.0794163,yes
7213,35,management,73,yes,no,unknown,may,2,-1,unknown,0,0.5957511,no
6413,51,management,57,yes,yes,unknown,may,1,-1,unknown,0,3.266433,no
2037,31,student,46,yes,no,cellular,jul,1,-1,unknown,0,4.6253276,yes
2357,39,services,26,yes,no,cellular,may,3,-1,unknown,0,1.9388229,no
2802,35,admin.,0,no,no,cellular,jul,11,-1,unknown,0,3.59224,no
3230,30,admin.,98,yes,no,cellular,jul,5,-1,unknown,0,2.3334544,no
1156,38,admin.,1767,yes,no,cellular,nov,7,-1,unknown,0,3.5447993,yes
5929,50,management,400,no,no,cellular,aug,2,-1,unknown,0,0.8129312,no
5242,33,management,1304,yes,no,cellular,may,2,-1,unknown,0,2.0526934,yes
1088,40,management,0,yes,no,cellular,feb,1,-1,unknown,0,2.9363256,no
5784,29,blue-collar,940,yes,yes,cellular,may,1,-1,unknown,0,3.104318,yes
4149,35,admin.,534,no,no,cellular,may,1,312,failure,0,3.1671052,yes
3283,34,entrepreneur,223,no,yes,cellular,aug,6,-1,unknown,0,4.9696636,no
5910,31,blue-collar,4415,yes,no,unknown,jun,1,-1,unknown,0,1.9129508,no
1431,46,blue-collar,922,yes,no,telephone,jul,1,-1,unknown,0,4.273487,yes
43,56,management,412,no,no,telephone,nov,6,-1,unknown,0,4.8468275,no
6652,48,management,0,yes,no,cellular,may,1,344,other,0,4.198825,no
5968,45,blue-collar,4696,no,no,unknown,jun,1,-1,unknown,0,1.6973934,no
7147,55,retired,493,yes,no,unknown,may,7,-1,unknown,0,4.300303,no
6098,47,unemployed,0,no,no,unknown,jun,1,-1,unknown,0,4.697996,no
393,55,blue-collar,781,yes,no,cellular,feb,3,270,failure,0,4.6458945,no
7341,29,management,265,no,no,cellular,may,1,-1,unknown,0,2.2657955,yes
1709,27,management,1840,no,no,cellular,jun,1,28,other,0,5.1812744,yes
6631,33,unemployed,1974,no,no,cellular,aug,2,191,failure,0,5.0485864,yes
2262,25,management,-242,yes,yes,cellular,may,4,332,other,0,5.1970468,yes
321,40,services,694,yes,no,cellular,jul,14,-1,unknown,0,4.6861987,no
