,job,balance,housing,loan,contact,campaign,pdays,poutcome,education,default,duration,previous,deposit
4321,entrepreneur,5802,no,no,cellular,2,-1,unknown,secondary,no,618,0,1
150,services,-276,yes,yes,cellular,1,-1,unknown,secondary,no,674,0,1
3434,admin.,557,yes,no,cellular,4,-1,unknown,secondary,no,54,0,0
5975,management,565,no,no,cellular,1,-1,unknown,secondary,no,300,0,1
653,technician,3243,no,no,cellular,4,-1,unknown,secondary,no,439,0,1
5186,technician,1104,no,no,cellular,2,-1,unknown,secondary,no,395,0,1
4415,admin.,46,yes,no,cellular,1,-1,unknown,secondary,no,234,0,0
1678,admin.,228,yes,no,cellular,1,92,success,tertiary,no,407,1,1
5216,management,461,yes,no,unknown,1,-1,unknown,tertiary,no,72,0,0
3466,services,127,no,no,cellular,1,-1,unknown,secondary,no,117,0,0
7292,housemaid,1929,no,no,cellular,1,-1,unknown,secondary,no,169,0,0
5091,technician,2388,no,no,cellular,1,-1,unknown,secondary,no,123,0,0
2276,blue-collar,509,no,no,cellular,1,-1,unknown,secondary,no,418,0,1
3224,self-employed,3443,no,no,cellular,4,-1,unknown,secondary,no,409,0,0
6135,technician,94,no,no,cellular,2,-1,unknown,tertiary,no,70,0,0
5508,management,2069,no,no,cellular,1,-1,unknown,tertiary,no,545,0,1
1002,retired,2887,no,no,cellular,1,-1,unknown,tertiary,no,128,0,1
1413,admin.,9,yes,no,cellular,1,-1,unknown,secondary,no,165,0,0
248,entrepreneur,12737,no,yes,cellular,2,-1,unknown,secondary,no,589,0,1
254,retired,1035,yes,yes,cellular,1,-1,unknown,secondary,no,223,0,0
3299,management,1633,no,no,cellular,1,-1,unknown,secondary,no,275,0,1
3596,admin.,0,no,no,unknown,12,-1,unknown,secondary,no,804,0,0
5141,admin.,2120,no,no,cellular,4,-1,unknown,secondary,no,687,0,1
6038,retired,2557,yes,no,cellular,2,92,success,tertiary,no,158,5,1
1896,admin.,26,yes,no,cellular,1,323,failure,tertiary,no,62,1,0
5068,services,283,yes,no,unknown,1,-1,unknown,secondary,no,156,0,0
6750,blue-collar,217,yes,no,cellular,1,-1,unknown,secondary,no,504,0,1
1135,blue-collar,0,no,no,unknown,7,-1,unknown,unknown,no,61,0,0
3760,management,355,no,no,cellular,3,-1,unknown,secondary,no,314,0,0
5794,unemployed,252,yes,no,cellular,1,-1,unknown,tertiary,no,101,0,0
1107,management,471,no,no,cellular,2,-1,unknown,tertiary,no,153,0,0
3477,admin.,92,yes,no,cellular,2,350,failure,secondary,no,139,1,0
77,technician,8,no,yes,cellular,2,96,failure,secondary,no,333,2,0
5450,management,5701,no,no,cellular,1,87,success,tertiary,no,354,1,1
6541,retired,0,no,no,telephone,1,-1,unknown,primary,no,189,0,1
7010,blue-collar,103,yes,no,cellular,2,317,other,secondary,no,2053,1,0
985,unknown,1547,no,no,telephone,4,-1,unknown,unknown,no,1186,0,1
1299,blue-collar,708,yes,no,unknown,5,-1,unknown,secondary,no,339,0,0
2680,retired,997,no,no,cellular,1,91,success,primary,no,151,3,1
3236,retired,2139,no,no,cellular,2,-1,unknown,tertiary,no,632,0,0
4969,technician,-315,no,yes,cellular,1,-1,unknown,secondary,no,2029,0,1
4784,technician,110,yes,no,cellular,1,-1,unknown,secondary,no,1036,0,1
3331,blue-collar,3485,no,no,cellular,4,-1,unknown,primary,no,625,0,1
1807,management,1323,no,no,cellular,1,-1,unknown,tertiary,no,327,0,1
2789,admin.,620,no,no,cellular,2,343,failure,secondary,no,211,3,0
4317,technician,102,no,yes,cellular,2,-1,unknown,secondary,no,574,0,1
7233,management,736,yes,no,cellular,2,246,other,tertiary,no,442,2,1
6514,blue-collar,260,yes,no,telephone,6,-1,unknown,secondary,no,155,0,0
7196,blue-collar,3311,yes,no,unknown,1,-1,unknown,secondary,no,719,0,1
5344,management,5037,yes,no,cellular,2,-1,unknown,tertiary,no,1437,0,1
1249,services,2843,yes,no,unknown,1,-1,unknown,secondary,no,585,0,1
6235,management,3935,yes,no,cellular,1,342,failure,secondary,no,765,2,1
3210,management,1914,no,no,cellular,4,-1,unknown,tertiary,no,94,0,0
5958,services,371,yes,yes,cellular,1,-1,unknown,secondary,no,654,0,0
5952,technician,96,no,no,cellular,4,-1,unknown,tertiary,no,913,0,1
645,admin.,6979,yes,no,cellular,5,-1,unknown,secondary,no,14,0,0
5892,blue-collar,1457,yes,no,cellular,4,-1,unknown,secondary,no,144,0,0
4383,technician,480,no,no,cellular,2,182,other,secondary,no,344,8,1
2507,blue-collar,15841,yes,no,cellular,5,-1,unknown,primary,no,423,0,0
6580,technician,29,no,no,cellular,2,-1,unknown,secondary,no,156,0,0
4785,technician,2658,yes,no,cellular,2,141,failure,tertiary,no,768,3,1
1387,management,5276,no,no,cellular,1,-1,unknown,tertiary,no,572,0,0
155,admin.,0,no,no,cellular,1,-1,unknown,secondary,no,209,0,0
4544,services,310,yes,no,unknown,1,-1,unknown,secondary,no,144,0,0
636,management,1836,no,no,cellular,3,-1,unknown,tertiary,no,902,0,1
1104,admin.,897,yes,no,cellular,2,280,failure,tertiary,no,190,8,1
5515,technician,3234,no,no,cellular,2,-1,unknown,tertiary,no,578,0,1
94,management,93,no,no,cellular,2,182,failure,tertiary,no,262,7,1
4803,self-employed,30,no,no,unknown,1,-1,unknown,secondary,no,91,0,0
4066,management,234,no,no,cellular,6,-1,unknown,tertiary,no,55,0,0
1782,management,4,yes,no,cellular,1,61,success,tertiary,no,529,3,0
1530,entrepreneur,853,no,no,unknown,2,-1,unknown,tertiary,no,1149,0,1
5501,management,231,no,no,cellular,1,14,failure,secondary,no,1075,1,1
3808,management,1808,yes,no,cellular,1,-1,unknown,tertiary,no,245,0,1
6955,blue-collar,167,yes,no,cellular,1,-1,unknown,secondary,no,255,0,1
1797,unemployed,2080,yes,no,telephone,3,-1,unknown,secondary,no,266,0,0
5039,services,495,yes,no,cellular,1,-1,unknown,secondary,no,641,0,1
6424,services,505,no,no,cellular,1,-1,unknown,secondary,no,284,0,1
4223,management,1722,yes,no,cellular,1,-1,unknown,tertiary,no,500,0,1
86,technician,655,yes,no,unknown,2,-1,unknown,secondary,no,179,0,0
3018,student,357,no,no,cellular,3,-1,unknown,secondary,no,115,0,0
1264,blue-collar,-887,yes,no,cellular,2,-1,unknown,primary,no,827,0,1
3657,technician,7138,no,no,cellular,2,-1,unknown,secondary,no,809,0,1
25,student,3733,yes,no,cellular,5,91,success,tertiary,no,419,7,0
2054,self-employed,0,yes,no,cellular,1,-1,unknown,tertiary,no,767,0,1
3958,technician,-215,no,no,unknown,5,-1,unknown,tertiary,no,1573,0,1
3481,services,101,yes,no,cellular,2,-1,unknown,secondary,no,85,0,0
6946,services,446,yes,no,unknown,1,-1,unknown,secondary,no,1252,0,1
2974,blue-collar,413,yes,no,cellular,2,182,success,secondary,no,235,4,1
573,blue-collar,759,yes,no,cellular,5,-1,unknown,secondary,no,317,0,1
5227,technician,136,no,yes,cellular,4,-1,unknown,secondary,no,151,0,0
1994,retired,318,no,no,cellular,4,-1,unknown,primary,no,371,0,0
6490,technician,1533,no,no,unknown,2,-1,unknown,tertiary,no,242,0,0
480,admin.,111,yes,no,cellular,1,-1,unknown,secondary,no,173,0,0
6229,blue-collar,4903,no,yes,unknown,1,-1,unknown,primary,no,290,0,0
374,technician,156,no,yes,cellular,3,-1,unknown,secondary,no,1130,0,1
151,retired,211,no,no,telephone,3,-1,unknown,unknown,no,195,0,0
4579,services,207,yes,no,cellular,4,-1,unknown,secondary,no,629,0,1
3056,technician,351,yes,no,telephone,2,-1,unknown,secondary,no,18,0,0
4857,blue-collar,75,no,no,unknown,1,-1,unknown,secondary,no,7,0,0
1723,technician,4787,yes,no,cellular,1,167,failure,secondary,no,266,2,0
3380,management,12026,yes,no,telephone,1,-1,unknown,tertiary,no,251,0,1
6507,blue-collar,706,yes,no,cellular,1,322,failure,secondary,no,329,1,0
4013,management,-1636,yes,yes,cellular,1,-1,unknown,tertiary,no,257,0,0
998,housemaid,314,no,no,unknown,2,-1,unknown,secondary,no,249,0,0
6239,blue-collar,482,no,yes,cellular,3,-1,unknown,secondary,no,1097,0,1
819,management,2707,no,no,cellular,1,-1,unknown,tertiary,no,699,0,1
1396,technician,0,no,no,cellular,2,-1,unknown,secondary,no,78,0,0
6034,management,718,yes,no,cellular,1,-1,unknown,tertiary,no,95,0,1
1681,technician,1435,no,no,cellular,16,-1,unknown,secondary,no,724,0,1
654,services,-9,yes,no,unknown,2,-1,unknown,primary,no,920,0,1
4773,retired,206,no,no,cellular,1,-1,unknown,primary,no,479,0,1
4222,management,417,yes,no,cellular,1,174,failure,tertiary,no,270,15,1
4872,services,1319,yes,no,cellular,1,-1,unknown,secondary,no,305,0,0
1446,student,97,no,no,cellular,1,-1,unknown,tertiary,no,382,0,0
305,management,2717,no,no,cellular,6,-1,unknown,tertiary,no,394,0,1
5509,unemployed,1694,no,no,cellular,6,-1,unknown,secondary,no,473,0,1
1927,retired,203,no,no,cellular,1,-1,unknown,secondary,no,376,0,1
4408,admin.,29,no,no,cellular,1,-1,unknown,tertiary,no,576,0,1
5272,housemaid,70,no,no,cellular,1,-1,unknown,secondary,no,263,0,1
2415,management,149,no,no,cellular,2,-1,unknown,secondary,no,1222,0,1
4895,management,1775,no,no,cellular,5,-1,unknown,tertiary,no,514,0,1
2665,blue-collar,0,yes,no,cellular,6,-1,unknown,secondary,no,116,0,0
5499,services,1697,no,no,cellular,1,-1,unknown,secondary,no,179,0,1
2862,management,937,no,no,cellular,4,-1,unknown,tertiary,no,144,0,1
2713,technician,2836,no,yes,cellular,2,-1,unknown,secondary,no,10,0,0
5912,services,-158,yes,no,cellular,1,370,failure,secondary,no,426,2,1
410,retired,4833,no,no,cellular,1,181,failure,secondary,no,621,3,1
5025,entrepreneur,8,yes,yes,cellular,1,-1,unknown,primary,no,46,0,0
6821,services,210,yes,no,cellular,2,-1,unknown,secondary,no,1207,0,1
6313,retired,309,no,no,cellular,2,-1,unknown,primary,no,969,0,1
5341,technician,14533,no,no,cellular,2,-1,unknown,unknown,no,245,0,1
5274,admin.,0,yes,no,unknown,1,-1,unknown,tertiary,no,138,0,0
1626,blue-collar,1515,yes,no,cellular,1,-1,unknown,secondary,no,503,0,1
6401,blue-collar,602,yes,no,cellular,6,-1,unknown,primary,no,467,0,0
2574,technician,751,yes,no,unknown,4,-1,unknown,secondary,no,343,0,0
1873,management,261,no,no,cellular,2,-1,unknown,tertiary,no,100,0,0
6360,management,3665,no,no,cellular,1,-1,unknown,tertiary,no,325,0,0
299,management,101,yes,no,cellular,5,-1,unknown,tertiary,no,209,0,0
1050,management,12,yes,no,cellular,2,-1,unknown,tertiary,yes,126,0,0
5070,admin.,169,no,no,cellular,1,92,success,secondary,no,880,8,1
1009,management,830,yes,yes,unknown,1,-1,unknown,tertiary,no,1201,0,1
2627,self-employed,5215,no,no,cellular,1,-1,unknown,tertiary,no,673,0,0
995,management,5559,no,no,unknown,1,-1,unknown,secondary,no,483,0,0
1221,management,9072,no,no,cellular,2,-1,unknown,tertiary,no,117,0,0
4398,blue-collar,746,yes,yes,cellular,1,262,other,secondary,no,241,3,0
4760,management,8,no,no,cellular,3,-1,unknown,tertiary,no,93,0,1
5938,blue-collar,977,no,yes,telephone,3,-1,unknown,primary,no,436,0,1
5326,management,876,yes,no,cellular,4,327,failure,tertiary,no,140,2,0
2490,admin.,437,yes,no,cellular,2,344,success,secondary,no,722,1,1
193,admin.,46,no,no,cellular,2,-1,unknown,secondary,no,48,0,0
2210,management,1429,yes,no,cellular,1,198,other,tertiary,no,1015,2,1
3077,technician,264,no,no,cellular,4,-1,unknown,secondary,no,180,0,0
2808,technician,144,no,no,cellular,1,308,failure,secondary,no,87,2,0
7212,management,73,yes,no,unknown,2,-1,unknown,secondary,no,79,0,0
3002,admin.,92,yes,no,unknown,1,-1,unknown,secondary,no,180,0,0
250,services,337,yes,no,unknown,3,-1,unknown,unknown,no,85,0,0
3931,management,477,yes,no,cellular,1,520,other,tertiary,no,377,1,1
3980,student,0,no,no,cellular,1,-1,unknown,secondary,no,173,0,0
3782,admin.,332,no,no,cellular,1,-1,unknown,tertiary,no,179,0,1
2097,technician,2044,yes,no,cellular,3,-1,unknown,secondary,no,532,0,1
3337,student,608,no,no,cellular,1,-1,unknown,primary,no,267,0,1
4771,blue-collar,925,yes,no,telephone,1,-1,unknown,secondary,no,43,0,0
3750,blue-collar,3598,no,no,unknown,1,-1,unknown,secondary,no,154,0,0
3649,technician,117,no,no,cellular,3,186,success,secondary,no,959,6,1
5045,management,1989,no,no,unknown,2,-1,unknown,secondary,no,344,0,0
1067,management,203,no,no,cellular,3,179,success,tertiary,no,608,2,1
6408,retired,482,no,no,cellular,2,-1,unknown,primary,no,260,0,1
2629,admin.,2601,no,no,cellular,1,-1,unknown,secondary,no,261,0,1
3026,admin.,2087,yes,no,unknown,1,-1,unknown,secondary,no,146,0,0
6337,housemaid,167,yes,no,cellular,2,-1,unknown,primary,no,106,0,0
3406,technician,1119,no,no,cellular,2,-1,unknown,secondary,no,371,0,0
1671,admin.,813,no,yes,cellular,2,-1,unknown,primary,no,113,0,0
6423,management,1058,no,no,cellular,3,-1,unknown,tertiary,no,188,0,1
5837,technician,15,no,no,unknown,1,-1,unknown,tertiary,no,389,0,0
3698,student,1,no,no,telephone,4,-1,unknown,unknown,no,263,0,0
2859,technician,5110,no,no,cellular,2,-1,unknown,tertiary,no,341,0,1
6963,technician,2218,yes,no,cellular,1,-1,unknown,secondary,no,711,0,1
5488,management,738,yes,yes,cellular,3,-1,unknown,primary,no,215,0,0
830,student,2103,no,no,cellular,1,-1,unknown,tertiary,no,588,0,1
4614,management,6392,yes,no,cellular,1,-1,unknown,tertiary,no,335,0,0
2941,blue-collar,0,yes,no,unknown,1,-1,unknown,secondary,no,30,0,0
1077,services,1808,yes,no,cellular,2,-1,unknown,secondary,no,83,0,0
3310,blue-collar,0,yes,yes,unknown,1,-1,unknown,primary,no,238,0,0
5551,technician,15161,no,no,cellular,1,-1,unknown,tertiary,no,280,0,1
6153,self-employed,202,yes,no,cellular,1,148,failure,tertiary,no,107,4,0
1288,technician,3850,yes,no,cellular,4,-1,unknown,tertiary,no,63,0,0
7291,entrepreneur,732,no,no,cellular,4,-1,unknown,secondary,no,1404,0,1
2464,retired,2060,no,no,cellular,1,88,other,secondary,no,454,3,0
4649,technician,133,no,no,cellular,2,187,success,secondary,no,401,5,1
5263,management,13054,yes,no,cellular,2,174,other,secondary,no,471,12,0
1011,retired,1861,no,no,telephone,2,-1,unknown,primary,no,563,0,0
2790,admin.,142,yes,no,cellular,1,-1,unknown,tertiary,no,459,0,1
3186,retired,3219,no,no,cellular,1,-1,unknown,secondary,no,151,0,1
1402,management,2648,no,no,cellular,1,-1,unknown,tertiary,no,917,0,1
7360,retired,-157,no,no,cellular,9,-1,unknown,unknown,no,31,0,0
4149,technician,25,yes,no,cellular,1,210,success,tertiary,no,315,2,1
5862,management,1162,no,no,cellular,1,-1,unknown,tertiary,no,175,0,1
7015,technician,570,no,no,unknown,3,-1,unknown,primary,no,21,0,0
3017,technician,1609,no,yes,unknown,19,-1,unknown,tertiary,no,10,0,0
858,services,-379,yes,yes,cellular,7,-1,unknown,secondary,no,1237,0,1
4483,entrepreneur,-346,yes,yes,cellular,1,-1,unknown,secondary,no,88,0,0
1125,technician,7984,yes,no,cellular,1,-1,unknown,secondary,no,151,0,0
1028,entrepreneur,8491,yes,no,cellular,1,-1,unknown,secondary,no,929,0,1
6010,blue-collar,863,yes,no,unknown,2,-1,unknown,secondary,no,943,0,1
239,technician,2557,no,no,cellular,4,182,success,tertiary,no,95,7,0
3502,admin.,1533,yes,no,cellular,4,-1,unknown,secondary,no,555,0,1
2289,self-employed,-94,yes,no,cellular,1,-1,unknown,tertiary,no,90,0,0
4247,technician,0,no,no,cellular,2,-1,unknown,secondary,no,62,0,0
804,management,3,yes,no,cellular,2,24,other,secondary,no,112,2,0
7275,technician,1139,yes,no,cellular,1,-1,unknown,secondary,no,64,0,0
331,services,1314,no,no,cellular,14,-1,unknown,secondary,no,834,0,1
4454,technician,2326,no,no,cellular,1,-1,unknown,secondary,no,195,0,1
6602,management,3949,no,no,cellular,2,-1,unknown,tertiary,no,130,0,1
4348,retired,935,no,no,cellular,1,99,failure,secondary,no,226,2,1
3858,retired,4380,no,no,cellular,1,-1,unknown,secondary,no,369,0,1
4219,services,0,yes,no,cellular,1,-1,unknown,tertiary,no,52,0,0
845,services,244,yes,no,cellular,1,-1,unknown,secondary,no,171,0,0
3677,management,7049,no,no,cellular,1,163,failure,tertiary,no,530,2,1
1318,retired,2,no,no,unknown,4,-1,unknown,primary,no,392,0,0
1366,retired,846,no,no,cellular,1,181,failure,tertiary,no,671,3,1
821,management,0,no,no,cellular,1,-1,unknown,tertiary,no,508,0,1
5361,blue-collar,4380,no,no,telephone,7,-1,unknown,secondary,no,223,0,0
1218,admin.,752,yes,no,cellular,2,166,failure,secondary,no,519,5,1
1677,blue-collar,0,no,yes,cellular,4,-1,unknown,secondary,no,1424,0,1
2333,blue-collar,0,yes,no,cellular,2,-1,unknown,primary,no,468,0,0
650,retired,7298,no,no,unknown,2,-1,unknown,primary,no,36,0,0
2352,blue-collar,33,yes,no,cellular,2,-1,unknown,primary,no,901,0,1
4926,admin.,1022,yes,no,unknown,2,-1,unknown,secondary,no,146,0,0
5871,unemployed,3229,no,no,unknown,1,-1,unknown,tertiary,no,1089,0,1
7232,management,0,yes,no,cellular,3,-1,unknown,tertiary,no,224,0,1
221,management,6158,yes,no,cellular,5,145,failure,tertiary,no,139,9,1
4570,admin.,1506,no,no,cellular,4,-1,unknown,tertiary,no,365,0,1
92,technician,250,no,no,telephone,2,-1,unknown,secondary,no,382,0,1
17,technician,863,yes,no,cellular,1,263,success,secondary,no,146,5,0
1968,technician,581,yes,no,unknown,1,-1,unknown,secondary,no,79,0,0
6162,blue-collar,3917,no,no,cellular,2,93,success,primary,no,725,1,1
6067,admin.,-32,no,yes,cellular,2,-1,unknown,secondary,no,246,0,1
2582,student,1011,no,no,cellular,1,-1,unknown,unknown,no,253,0,1
7297,services,5034,yes,no,unknown,3,-1,unknown,secondary,no,207,0,0
6776,retired,0,no,no,cellular,4,-1,unknown,unknown,no,213,0,0
547,unemployed,-144,no,no,cellular,3,-1,unknown,secondary,no,481,0,1
5023,services,1547,yes,no,cellular,1,-1,unknown,secondary,no,405,0,1
6991,blue-collar,580,yes,yes,cellular,2,-1,unknown,secondary,no,1311,0,1
813,entrepreneur,816,no,no,cellular,1,-1,unknown,tertiary,no,630,0,0
5632,retired,1411,yes,no,cellular,2,-1,unknown,tertiary,no,425,0,0
4262,management,653,yes,no,telephone,2,-1,unknown,tertiary,no,60,0,0
3280,blue-collar,431,yes,no,unknown,2,-1,unknown,primary,no,286,0,0
3385,management,690,yes,no,unknown,1,-1,unknown,tertiary,no,34,0,0
681,technician,301,yes,yes,cellular,1,-1,unknown,secondary,no,367,0,0
754,services,71,yes,no,cellular,2,-1,unknown,secondary,no,740,0,0
1707,management,4623,no,no,cellular,1,-1,unknown,unknown,no,348,0,1
108,blue-collar,855,yes,no,cellular,1,-1,unknown,secondary,no,578,0,1
6815,blue-collar,503,yes,no,unknown,2,-1,unknown,primary,no,120,0,0
919,admin.,112,no,no,cellular,5,-1,unknown,secondary,no,139,0,0
647,blue-collar,2194,no,no,cellular,2,357,other,secondary,no,275,1,0
3876,blue-collar,292,no,no,cellular,1,79,success,secondary,no,271,1,1
3179,self-employed,173,no,no,cellular,4,-1,unknown,secondary,no,205,0,0
4708,admin.,100,yes,no,unknown,1,-1,unknown,secondary,no,786,0,1
2497,admin.,256,no,no,cellular,2,-1,unknown,secondary,no,135,0,0
5566,technician,9131,yes,no,cellular,1,461,failure,secondary,no,532,5,1
3736,management,3,no,no,cellular,2,-1,unknown,tertiary,no,406,0,0
4088,entrepreneur,162,yes,no,cellular,2,-1,unknown,secondary,no,270,0,0
5174,admin.,2509,no,no,cellular,3,97,success,secondary,no,776,3,1
7084,blue-collar,2509,no,no,telephone,2,-1,unknown,unknown,no,231,0,1
5112,retired,316,no,no,cellular,2,-1,unknown,secondary,no,935,0,0
1942,management,0,yes,no,cellular,8,-1,unknown,tertiary,no,52,0,0
64,services,-327,yes,no,unknown,1,-1,unknown,secondary,no,408,0,0
6362,admin.,4348,yes,no,cellular,4,141,other,secondary,no,790,1,1
5106,management,21,no,no,cellular,12,-1,unknown,tertiary,no,50,0,0
6022,blue-collar,1084,yes,no,cellular,1,-1,unknown,unknown,no,1019,0,0
589,management,325,yes,no,cellular,2,-1,unknown,tertiary,no,1139,0,1
3249,admin.,2999,yes,no,cellular,1,-1,unknown,secondary,no,717,0,1
7146,retired,1115,no,no,unknown,1,-1,unknown,primary,no,834,0,1
4032,self-employed,311,yes,no,unknown,2,-1,unknown,secondary,no,723,0,0
2945,retired,279,no,no,cellular,3,-1,unknown,primary,no,399,0,1
3543,blue-collar,197,yes,no,unknown,3,-1,unknown,secondary,no,251,0,0
3867,management,1468,yes,no,cellular,3,-1,unknown,tertiary,no,237,0,1
3868,management,6739,yes,no,cellular,3,-1,unknown,tertiary,no,68,0,0
330,technician,371,yes,yes,cellular,1,-1,unknown,secondary,no,287,0,1
3947,admin.,202,yes,no,unknown,2,-1,unknown,primary,no,178,0,0
2443,student,348,no,no,cellular,4,-1,unknown,unknown,no,443,0,1
1941,technician,18777,yes,no,cellular,1,-1,unknown,secondary,no,535,0,0
5561,management,587,no,no,cellular,2,-1,unknown,secondary,no,223,0,1
6748,blue-collar,604,yes,no,cellular,2,-1,unknown,secondary,no,394,0,0
4422,admin.,169,no,no,cellular,1,91,success,secondary,no,216,4,1
1376,technician,2544,no,no,cellular,2,-1,unknown,secondary,no,108,0,1
927,technician,1,no,no,cellular,1,182,success,secondary,no,585,5,1
6046,management,7100,no,no,cellular,2,-1,unknown,tertiary,no,757,0,0
1943,blue-collar,408,no,no,cellular,4,-1,unknown,primary,no,559,0,1
4550,services,1529,yes,no,telephone,1,-1,unknown,secondary,no,41,0,0
2088,technician,0,yes,no,cellular,4,149,other,secondary,no,657,1,0
4851,services,297,yes,yes,cellular,5,-1,unknown,secondary,no,157,0,0
924,services,3444,yes,no,telephone,1,91,failure,secondary,no,144,4,1
