,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit,prediction_label,prediction_score
463,29,admin.,306,yes,no,cellular,may,4,-1,unknown,single,secondary,no,18,774,0,1,1,0.8551
6565,26,student,10086,no,no,cellular,apr,2,-1,unknown,single,tertiary,no,21,110,0,1,1,0.8971
7254,34,admin.,79,yes,no,cellular,aug,1,92,success,married,tertiary,no,5,203,5,1,1,0.9572
7026,32,blue-collar,-84,yes,no,cellular,may,1,-1,unknown,single,secondary,no,11,426,0,0,1,0.4382
4980,67,retired,1443,no,no,cellular,apr,1,-1,unknown,married,secondary,no,8,245,0,1,1,0.866
6614,50,self-employed,0,no,no,cellular,aug,4,-1,unknown,married,primary,no,22,125,0,0,0,0.9908
6122,47,blue-collar,550,yes,no,unknown,may,1,-1,unknown,married,primary,no,7,113,0,0,0,0.9871
2356,52,services,36,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,no,11,930,0,1,1,0.877
7189,34,admin.,0,yes,yes,cellular,may,1,-1,unknown,married,primary,no,14,1020,0,1,1,0.9084
5282,34,management,2374,yes,yes,cellular,jun,2,314,failure,married,tertiary,no,18,270,2,1,1,0.769
6898,34,housemaid,87,yes,no,unknown,may,2,-1,unknown,married,primary,no,15,139,0,0,0,0.976
6180,56,management,94,no,no,cellular,jul,3,-1,unknown,married,tertiary,no,23,530,0,0,1,0.5472
2592,59,management,296,no,yes,cellular,jul,3,-1,unknown,married,tertiary,no,15,805,0,1,1,0.818
1550,28,blue-collar,1984,yes,no,cellular,may,2,14,failure,single,tertiary,no,4,32,1,0,0,0.9873
2654,49,technician,523,yes,no,cellular,jun,1,60,failure,married,tertiary,no,2,712,3,1,1,0.9068
86,60,retired,2060,no,no,cellular,jun,4,95,failure,married,secondary,no,29,135,4,0,0,0.7512
522,48,housemaid,71,no,no,cellular,aug,3,-1,unknown,single,secondary,no,28,97,0,0,0,0.9413
3624,58,housemaid,1310,yes,yes,cellular,jul,2,-1,unknown,married,primary,no,22,1226,0,0,1,0.8635
6708,78,management,1780,yes,no,cellular,oct,2,185,success,married,unknown,no,25,211,7,1,1,0.9862
3063,46,management,507,yes,no,cellular,apr,1,-1,unknown,divorced,tertiary,no,1,1196,0,1,1,0.8093
255,28,self-employed,1579,no,no,cellular,jan,1,91,failure,single,tertiary,no,13,163,3,1,1,0.8548
551,36,services,0,yes,no,cellular,may,4,-1,unknown,single,secondary,no,15,1002,0,1,1,0.9585
264,32,technician,473,no,yes,cellular,may,3,-1,unknown,married,secondary,no,7,292,0,1,1,0.505
1215,59,entrepreneur,496,no,no,cellular,oct,3,183,success,married,secondary,no,22,738,1,1,1,0.9857
1496,29,blue-collar,104,yes,no,cellular,may,4,-1,unknown,married,secondary,no,18,903,0,1,1,0.8078
5262,51,blue-collar,-637,yes,yes,cellular,nov,2,-1,unknown,married,primary,no,19,233,0,0,0,0.9892
4405,32,blue-collar,760,yes,no,cellular,apr,1,148,other,single,secondary,no,16,445,2,0,0,0.6396
3122,54,admin.,200,no,no,cellular,jun,1,-1,unknown,divorced,secondary,no,3,170,0,1,1,0.8731
6048,33,unemployed,157,yes,no,unknown,may,5,-1,unknown,single,tertiary,no,26,897,0,0,1,0.8743
7228,44,management,1791,no,no,cellular,feb,1,190,success,married,tertiary,no,11,71,1,1,1,0.7012
4125,51,housemaid,1337,no,no,telephone,jul,6,-1,unknown,married,primary,no,30,74,0,0,0,0.9955
81,45,services,0,no,no,unknown,jun,6,-1,unknown,married,secondary,no,4,153,0,0,0,0.9677
3767,48,housemaid,7195,no,no,cellular,nov,2,-1,unknown,married,primary,no,21,609,0,1,1,0.8344
3475,24,blue-collar,-389,yes,yes,unknown,jun,1,-1,unknown,married,secondary,no,4,1242,0,1,1,0.8963
1530,48,housemaid,46,no,no,cellular,aug,2,180,failure,single,primary,no,3,113,1,1,1,0.4965
4657,36,admin.,29,no,no,cellular,aug,1,-1,unknown,married,tertiary,no,12,576,0,1,1,0.8687
4546,39,management,481,no,no,cellular,dec,5,189,other,married,tertiary,no,7,929,1,1,1,0.9343
6182,57,retired,842,no,no,cellular,aug,3,-1,unknown,single,tertiary,no,13,284,0,1,1,0.5081
6735,47,technician,293,no,no,cellular,mar,1,-1,unknown,married,secondary,no,3,499,0,1,1,0.9042
560,28,blue-collar,455,yes,no,cellular,jul,1,-1,unknown,single,secondary,no,11,166,0,0,0,0.9035
7225,33,blue-collar,498,no,no,cellular,apr,1,-1,unknown,single,secondary,no,30,301,0,1,1,0.7557
4879,62,retired,298,no,no,cellular,nov,2,-1,unknown,married,secondary,no,17,709,0,1,1,0.8704
1147,40,management,0,yes,no,cellular,feb,1,-1,unknown,married,tertiary,no,2,279,0,0,0,0.6827
4653,55,management,73,yes,no,unknown,may,2,-1,unknown,married,tertiary,no,5,142,0,0,0,0.9867
1852,55,technician,1320,no,no,cellular,jul,1,91,success,married,tertiary,no,28,340,2,1,1,0.9558
6162,78,retired,3417,no,no,cellular,may,1,181,success,divorced,secondary,no,12,309,1,1,1,0.9617
7075,45,entrepreneur,219,yes,yes,cellular,jul,4,-1,unknown,married,tertiary,no,28,118,0,0,0,0.9948
3938,26,technician,-454,no,yes,cellular,jul,2,-1,unknown,single,secondary,yes,18,652,0,0,1,0.8425
1231,50,services,218,yes,no,unknown,may,2,-1,unknown,married,tertiary,no,9,388,0,0,0,0.9534
4176,59,housemaid,1040,no,no,cellular,aug,2,-1,unknown,married,secondary,no,5,123,0,0,0,0.8819
4124,56,retired,9367,no,no,telephone,nov,2,92,success,married,primary,no,13,271,4,1,1,0.953
952,54,blue-collar,4401,no,no,telephone,may,1,183,success,divorced,primary,no,13,414,2,1,1,0.9749
3845,32,services,4612,yes,no,cellular,jul,4,-1,unknown,divorced,secondary,no,24,937,0,0,1,0.802
6499,43,technician,3288,yes,no,cellular,nov,3,-1,unknown,married,secondary,no,21,775,0,1,1,0.8174
2561,24,technician,556,yes,no,cellular,feb,1,94,success,married,secondary,no,8,278,4,1,1,0.9348
1322,27,blue-collar,821,yes,yes,unknown,sep,1,778,other,married,secondary,no,16,23,41,0,0,0.843
2541,44,technician,-375,yes,yes,telephone,may,4,-1,unknown,married,unknown,yes,6,149,0,0,0,0.9882
5118,34,technician,103,yes,yes,cellular,jul,1,-1,unknown,single,secondary,yes,24,147,0,0,0,0.9635
1567,34,technician,294,yes,no,cellular,jun,3,-1,unknown,married,secondary,no,8,301,0,1,1,0.4786
1431,62,retired,1084,no,no,cellular,apr,1,-1,unknown,married,primary,no,14,505,0,1,1,0.8593
1673,35,blue-collar,2200,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,17,14,0,0,0,0.9625
5730,33,services,406,yes,no,cellular,feb,1,275,failure,single,secondary,no,5,61,1,0,0,0.9753
3966,34,management,355,no,no,cellular,aug,3,-1,unknown,married,secondary,no,21,314,0,0,0,0.7668
221,43,management,1,yes,yes,unknown,jun,8,-1,unknown,divorced,tertiary,no,2,28,0,0,0,0.9923
6448,33,technician,4401,no,no,cellular,apr,1,-1,unknown,married,tertiary,no,30,439,0,1,1,0.9098
837,40,management,-240,no,yes,unknown,may,3,-1,unknown,married,secondary,no,28,160,0,0,0,0.991
4988,38,services,-349,yes,no,cellular,apr,2,328,failure,married,secondary,no,20,111,5,0,0,0.9631
4607,39,admin.,14,yes,yes,unknown,may,9,-1,unknown,single,secondary,no,13,19,0,0,0,0.9969
4698,40,blue-collar,-839,yes,yes,cellular,jul,2,-1,unknown,married,secondary,no,16,1018,0,1,1,0.9164
6791,34,self-employed,1943,yes,no,cellular,apr,2,-1,unknown,single,tertiary,no,16,478,0,0,1,0.5855
1312,27,services,223,yes,yes,cellular,may,2,-1,unknown,single,secondary,no,13,297,0,0,0,0.8847
91,37,technician,588,yes,no,cellular,aug,4,-1,unknown,married,secondary,no,14,65,0,0,0,0.9853
6118,54,unemployed,252,yes,no,cellular,jul,1,-1,unknown,single,tertiary,no,21,101,0,0,0,0.9602
4981,25,management,1272,yes,no,cellular,jul,2,-1,unknown,single,secondary,no,24,342,0,0,0,0.8297
1620,42,blue-collar,3,yes,no,unknown,may,1,-1,unknown,married,secondary,no,14,34,0,0,0,0.9955
7577,33,entrepreneur,3140,yes,yes,cellular,nov,5,-1,unknown,married,secondary,no,21,7,0,0,0,0.9973
824,38,blue-collar,13156,yes,no,cellular,apr,4,331,failure,single,secondary,no,17,291,1,0,0,0.8598
7241,31,technician,24,no,no,cellular,aug,2,-1,unknown,single,tertiary,yes,21,246,0,0,0,0.8088
7355,53,management,2894,yes,no,cellular,may,1,-1,unknown,divorced,tertiary,no,5,163,0,0,0,0.9207
334,41,self-employed,231,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,7,352,0,1,1,0.4653
232,28,self-employed,123,no,yes,telephone,oct,1,-1,unknown,married,secondary,no,22,313,0,1,1,0.8137
3144,26,blue-collar,184,no,no,cellular,feb,2,6,other,single,secondary,no,3,110,1,0,0,0.8516
6732,60,blue-collar,7929,no,no,unknown,apr,1,-1,unknown,married,primary,no,1,111,0,1,0,0.6588
6393,27,student,468,no,no,cellular,feb,2,-1,unknown,single,unknown,no,4,270,0,0,0,0.6794
1768,50,management,5969,no,no,cellular,jan,1,544,failure,married,tertiary,no,25,455,2,1,1,0.9541
7425,44,admin.,-43,yes,yes,cellular,apr,1,-1,unknown,divorced,secondary,no,20,206,0,0,0,0.8846
4884,35,blue-collar,154,yes,no,unknown,may,4,-1,unknown,married,secondary,no,23,211,0,0,0,0.9873
6159,67,retired,701,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,6,254,0,1,1,0.662
4439,33,technician,2565,yes,no,cellular,may,2,-1,unknown,single,tertiary,no,13,128,0,0,0,0.9455
3228,38,management,328,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,8,230,0,0,0,0.9113
3003,44,management,709,yes,no,cellular,nov,1,-1,unknown,single,tertiary,no,19,54,0,0,0,0.9941
1522,54,admin.,1693,no,no,cellular,apr,1,87,other,divorced,secondary,no,30,1277,2,1,1,0.9649
789,76,self-employed,4984,no,no,telephone,apr,1,182,success,married,unknown,no,28,403,1,1,1,0.9802
6738,40,technician,1646,yes,no,cellular,aug,1,92,success,single,tertiary,no,4,173,5,1,1,0.917
2403,52,services,992,yes,no,cellular,oct,1,515,failure,married,secondary,no,27,424,1,1,1,0.9604
6417,46,blue-collar,-29,yes,no,unknown,may,1,-1,unknown,married,primary,no,12,322,0,0,0,0.9753
1038,33,services,2297,no,no,cellular,jul,1,-1,unknown,single,unknown,no,27,527,0,1,1,0.7648
6053,50,technician,103,yes,no,unknown,may,6,-1,unknown,married,secondary,no,12,79,0,0,0,0.9907
4850,33,admin.,920,no,no,cellular,apr,1,-1,unknown,married,secondary,no,30,344,0,1,1,0.885
1296,42,blue-collar,807,yes,no,cellular,nov,1,-1,unknown,married,primary,no,19,1057,0,1,1,0.8611
3346,48,blue-collar,113,no,no,cellular,aug,13,-1,unknown,married,unknown,no,11,104,0,0,0,0.977
3988,59,admin.,-423,yes,yes,cellular,apr,1,-1,unknown,single,secondary,no,20,84,0,0,0,0.8752
632,29,blue-collar,455,no,no,telephone,apr,1,-1,unknown,single,tertiary,no,21,403,0,1,1,0.7495
740,26,management,155,yes,no,cellular,may,4,43,other,single,tertiary,no,27,74,5,0,0,0.9607
4025,41,blue-collar,-190,no,yes,cellular,jul,3,-1,unknown,married,secondary,no,29,808,0,1,1,0.8518
2236,26,student,689,no,no,cellular,may,2,-1,unknown,single,unknown,no,25,678,0,1,1,0.9342
6188,35,management,1162,no,no,cellular,apr,1,-1,unknown,single,tertiary,no,30,175,0,1,1,0.7774
5973,30,management,617,no,no,cellular,feb,2,-1,unknown,single,tertiary,no,27,192,0,1,1,0.9226
7132,25,student,8,no,no,cellular,apr,2,-1,unknown,single,secondary,no,22,107,0,1,1,0.6926
3089,63,self-employed,-39,no,no,cellular,apr,2,-1,unknown,married,tertiary,no,1,387,0,1,1,0.7843
1600,45,blue-collar,-207,no,no,cellular,jul,2,-1,unknown,divorced,primary,no,15,878,0,1,1,0.8525
3264,56,unemployed,3391,no,no,cellular,apr,1,-1,unknown,married,primary,no,21,243,0,1,1,0.9094
5759,26,blue-collar,399,yes,no,cellular,jul,2,-1,unknown,married,primary,no,22,1288,0,0,1,0.6989
1659,48,blue-collar,476,no,no,cellular,aug,3,-1,unknown,married,primary,no,11,856,0,1,1,0.7136
5578,43,admin.,132,no,no,cellular,mar,1,-1,unknown,married,secondary,no,17,220,0,1,1,0.8745
7209,33,management,336,no,no,cellular,apr,3,-1,unknown,married,secondary,no,15,179,0,1,1,0.78
2893,27,admin.,1595,no,no,cellular,dec,2,197,success,married,secondary,no,29,196,2,1,1,0.9684
55,54,retired,349,yes,no,cellular,may,2,175,failure,divorced,tertiary,no,12,176,1,0,0,0.9425
1346,47,retired,1374,no,yes,telephone,may,2,359,failure,married,primary,no,8,479,3,1,1,0.8235
2273,80,retired,8304,no,no,telephone,jun,1,64,failure,married,secondary,no,9,712,12,1,1,0.9212
7188,38,housemaid,4312,no,no,cellular,may,4,175,failure,divorced,tertiary,no,15,67,6,0,0,0.9663
6368,74,retired,921,no,no,telephone,apr,2,-1,unknown,married,secondary,no,17,394,0,1,1,0.8524
2789,42,management,266,no,yes,cellular,jan,1,-1,unknown,divorced,tertiary,no,28,228,0,0,0,0.8549
6986,40,admin.,1005,yes,no,cellular,jul,1,-1,unknown,single,tertiary,no,21,449,0,0,0,0.7041
2514,36,services,52,yes,no,cellular,sep,1,95,success,married,secondary,no,7,351,6,1,1,0.9539
750,25,student,469,no,no,cellular,feb,1,187,success,single,secondary,no,24,524,2,0,1,0.9296
7678,40,blue-collar,0,no,no,cellular,jul,1,-1,unknown,married,primary,no,24,313,0,0,0,0.8432
2393,46,management,0,no,no,unknown,jun,1,-1,unknown,married,secondary,no,12,155,0,0,0,0.9815
4897,44,admin.,1248,yes,yes,cellular,may,3,-1,unknown,married,secondary,no,8,428,0,0,0,0.6727
4718,66,retired,2540,no,no,telephone,dec,2,156,other,married,unknown,no,10,441,1,1,1,0.9516
4373,48,unemployed,201,no,no,cellular,aug,1,-1,unknown,divorced,secondary,no,11,140,0,1,0,0.7823
4476,56,blue-collar,3021,no,no,unknown,jun,2,-1,unknown,divorced,primary,no,9,419,0,0,0,0.8421
5230,47,management,866,no,no,unknown,jun,7,-1,unknown,married,tertiary,no,20,7,0,0,0,0.9965
587,50,management,313,no,no,telephone,oct,1,-1,unknown,married,primary,no,14,958,0,1,1,0.9247
6578,38,admin.,326,yes,no,cellular,apr,2,-1,unknown,married,secondary,no,17,69,0,0,0,0.9416
5838,38,admin.,3834,yes,no,cellular,apr,2,327,failure,divorced,secondary,no,13,363,1,0,0,0.8109
3413,48,services,1573,no,no,cellular,aug,1,-1,unknown,married,secondary,no,5,165,0,0,0,0.8186
7138,37,blue-collar,178,yes,yes,unknown,jun,1,-1,unknown,married,primary,no,9,72,0,0,0,0.993
5603,40,unemployed,991,yes,no,unknown,jun,2,-1,unknown,divorced,secondary,no,12,316,0,0,0,0.9598
6646,39,blue-collar,171,yes,yes,cellular,may,1,353,failure,married,secondary,no,8,153,1,0,0,0.9838
1481,49,blue-collar,298,yes,no,cellular,apr,2,86,failure,married,secondary,no,30,264,3,0,0,0.6228
1365,26,blue-collar,-84,yes,yes,cellular,jul,5,-1,unknown,single,secondary,no,29,63,0,0,0,0.9959
7233,52,technician,7,no,yes,unknown,may,1,-1,unknown,married,tertiary,no,5,175,0,0,0,0.9888
1907,50,admin.,363,yes,no,unknown,may,1,-1,unknown,divorced,secondary,no,16,1340,0,1,1,0.92
149,45,admin.,0,yes,no,cellular,nov,5,-1,unknown,married,secondary,no,18,108,0,0,0,0.9959
146,39,blue-collar,2303,yes,no,unknown,jun,3,-1,unknown,married,primary,no,17,775,0,1,1,0.7335
7516,37,blue-collar,461,yes,no,unknown,may,2,-1,unknown,married,primary,no,30,272,0,0,0,0.9905
3566,42,blue-collar,160,yes,yes,unknown,jun,1,-1,unknown,married,secondary,no,26,190,0,0,0,0.9869
5088,48,management,1167,yes,yes,cellular,jan,4,50,other,married,tertiary,no,26,122,4,0,0,0.6769
4830,34,blue-collar,1125,yes,yes,cellular,nov,2,-1,unknown,divorced,secondary,no,19,141,0,0,0,0.9787
5493,47,admin.,1210,no,no,cellular,oct,1,91,failure,married,secondary,no,26,604,4,1,1,0.9306
4171,31,technician,1570,yes,no,cellular,mar,4,286,failure,married,tertiary,no,8,277,1,1,1,0.7465
5879,38,technician,976,yes,no,cellular,jul,3,-1,unknown,married,secondary,no,14,766,0,1,1,0.8441
5527,36,admin.,96,no,no,cellular,feb,1,-1,unknown,married,secondary,no,2,302,0,1,1,0.4634
7608,64,retired,1574,no,no,telephone,jul,3,-1,unknown,married,secondary,no,29,301,0,1,1,0.4496
3328,61,self-employed,52587,no,no,cellular,aug,1,-1,unknown,divorced,tertiary,no,10,290,0,1,1,0.7373
2449,56,management,7747,no,no,unknown,jun,2,-1,unknown,married,primary,no,5,103,0,0,0,0.971
4605,27,student,0,no,no,cellular,mar,3,-1,unknown,single,tertiary,no,5,82,0,1,1,0.7391
3592,29,admin.,-498,yes,no,cellular,feb,3,227,failure,single,secondary,no,2,99,14,0,0,0.9778
536,52,blue-collar,2087,yes,no,cellular,aug,1,474,failure,married,secondary,no,31,267,1,1,1,0.933
1436,31,technician,2916,no,no,cellular,aug,2,-1,unknown,single,secondary,no,14,174,0,0,0,0.7274
2339,44,management,0,no,no,unknown,may,1,-1,unknown,married,tertiary,no,13,27,0,0,0,0.9957
6817,27,technician,158,no,no,unknown,jul,2,-1,unknown,single,secondary,no,1,650,0,1,1,0.8627
933,51,technician,-1944,yes,no,cellular,may,1,-1,unknown,married,secondary,no,7,623,0,1,1,0.6756
563,58,housemaid,497,no,no,unknown,jun,5,-1,unknown,married,tertiary,no,11,138,0,0,0,0.9779
5690,49,technician,1807,yes,no,cellular,jun,1,82,success,divorced,tertiary,no,2,225,1,0,1,0.9546
5966,42,admin.,-1386,yes,yes,cellular,jul,4,-1,unknown,married,secondary,no,15,56,0,0,0,0.9936
6722,38,services,173,yes,no,unknown,may,2,-1,unknown,married,secondary,no,20,130,0,0,0,0.9905
1716,24,student,782,no,no,cellular,may,7,91,other,single,unknown,no,4,12,1,0,0,0.9888
705,48,blue-collar,623,yes,no,cellular,feb,2,-1,unknown,single,primary,no,2,1425,0,1,1,0.8893
4609,48,blue-collar,5366,yes,no,unknown,may,3,-1,unknown,married,primary,no,21,248,0,0,0,0.9824
1157,36,services,92,yes,no,cellular,jun,7,-1,unknown,married,primary,no,5,244,0,1,0,0.6602
5610,49,entrepreneur,687,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,17,772,0,1,1,0.7735
265,59,retired,1035,yes,yes,cellular,aug,1,-1,unknown,married,secondary,no,5,223,0,0,0,0.8442
6474,42,admin.,437,yes,no,cellular,aug,3,190,failure,married,secondary,no,11,120,1,0,0,0.8988
4880,75,retired,358,no,no,cellular,feb,11,-1,unknown,married,primary,no,17,364,0,1,1,0.8024
4720,34,blue-collar,34,no,no,cellular,jan,1,-1,unknown,married,secondary,no,30,379,0,0,0,0.8697
1208,49,management,1904,no,yes,cellular,nov,2,-1,unknown,divorced,tertiary,no,17,131,0,0,0,0.9621
5533,31,management,477,yes,no,cellular,nov,5,-1,unknown,married,tertiary,no,21,77,0,0,0,0.9924
5110,41,services,92,no,no,cellular,nov,1,-1,unknown,single,secondary,no,21,372,0,1,1,0.8121
4652,34,admin.,21,no,yes,cellular,jun,1,92,failure,married,tertiary,no,2,269,2,0,1,0.8525
2215,47,unknown,1880,no,no,unknown,jun,2,-1,unknown,married,unknown,no,18,64,0,0,0,0.9798
5670,61,management,267,no,no,cellular,oct,3,184,success,married,tertiary,no,21,192,1,1,1,0.9775
619,37,management,57,no,no,cellular,apr,2,84,success,married,tertiary,no,30,96,1,0,1,0.5823
2532,51,blue-collar,42,yes,no,cellular,may,2,342,failure,married,primary,no,12,51,3,0,0,0.9947
2852,46,management,802,yes,no,telephone,jul,1,-1,unknown,married,unknown,no,25,417,0,0,0,0.6723
1897,30,management,14,no,no,cellular,jul,2,-1,unknown,married,tertiary,no,24,90,0,0,0,0.985
6403,77,retired,0,no,no,cellular,oct,1,60,success,married,tertiary,no,16,847,1,1,1,0.9831
6880,45,technician,1348,no,yes,cellular,apr,2,-1,unknown,married,secondary,no,1,358,0,1,1,0.682
1175,39,technician,1587,yes,no,cellular,jun,3,-1,unknown,married,secondary,no,2,171,0,1,1,0.861
5408,64,management,5112,no,no,telephone,oct,7,137,other,married,tertiary,no,19,898,11,1,1,0.8341
2231,77,retired,3417,no,no,cellular,nov,1,-1,unknown,divorced,secondary,no,12,134,0,1,1,0.6306
5107,42,technician,11115,no,no,cellular,aug,1,102,success,single,unknown,no,10,187,1,1,1,0.9737
2348,59,blue-collar,-546,no,no,cellular,aug,6,-1,unknown,married,primary,no,25,1152,0,1,1,0.9111
3860,40,technician,0,yes,yes,cellular,jul,2,172,failure,married,secondary,no,26,105,1,0,0,0.9299
3805,38,services,1018,no,no,unknown,jun,3,-1,unknown,married,tertiary,no,16,325,0,0,0,0.9532
2713,45,blue-collar,1558,yes,no,cellular,may,1,-1,unknown,married,primary,no,6,179,0,0,0,0.9348
2191,28,management,2840,no,no,cellular,apr,5,-1,unknown,single,secondary,no,20,227,0,1,1,0.8458
1449,59,admin.,2145,no,no,telephone,nov,2,-1,unknown,married,secondary,no,17,273,0,0,1,0.3998
5261,34,blue-collar,262,no,no,cellular,jun,1,-1,unknown,married,secondary,no,1,339,0,1,1,0.9313
3142,41,management,141,yes,yes,unknown,may,3,-1,unknown,married,tertiary,no,8,146,0,0,0,0.9934
7296,52,admin.,363,yes,no,cellular,aug,1,462,success,divorced,secondary,no,21,168,1,1,1,0.9647
3491,60,retired,1542,yes,no,unknown,may,1,-1,unknown,married,primary,no,14,930,0,1,1,0.8654
4343,48,entrepreneur,183,yes,no,unknown,jun,9,-1,unknown,married,secondary,no,3,203,0,0,0,0.9581
6236,53,services,257,yes,no,unknown,may,2,-1,unknown,married,unknown,no,5,209,0,0,0,0.9918
3356,33,services,-384,yes,no,cellular,jul,1,-1,unknown,married,secondary,no,9,125,0,0,0,0.9713
7029,35,blue-collar,159,yes,yes,cellular,may,1,-1,unknown,married,primary,no,12,826,0,1,1,0.7596
7137,34,entrepreneur,3119,yes,no,unknown,may,4,-1,unknown,married,secondary,no,21,250,0,0,0,0.9782
3511,55,blue-collar,3485,no,no,cellular,aug,4,-1,unknown,married,primary,no,18,625,0,1,1,0.8236
7179,49,admin.,197,yes,no,cellular,apr,1,182,failure,married,secondary,no,13,223,2,1,0,0.6124
1475,34,technician,179,no,no,cellular,aug,3,-1,unknown,single,secondary,no,19,294,0,0,1,0.4042
4454,36,blue-collar,111,yes,no,cellular,may,3,-1,unknown,single,secondary,no,6,174,0,0,0,0.9229
5057,42,unemployed,325,yes,no,unknown,may,4,-1,unknown,divorced,secondary,no,28,97,0,0,0,0.9945
4995,44,admin.,1696,no,no,unknown,jun,3,-1,unknown,married,secondary,no,16,139,0,0,0,0.9789
6426,40,technician,693,no,no,cellular,jan,1,-1,unknown,single,tertiary,no,30,427,0,0,0,0.6602
341,47,blue-collar,2775,no,no,unknown,may,1,-1,unknown,married,secondary,no,14,262,0,0,0,0.9786
3963,28,management,882,no,yes,cellular,jul,2,-1,unknown,single,tertiary,no,8,107,0,0,0,0.9456
1432,40,unemployed,7968,no,no,cellular,sep,1,93,success,single,tertiary,no,3,733,1,1,1,0.9735
1583,57,management,0,no,no,unknown,may,1,-1,unknown,divorced,unknown,no,13,95,0,0,0,0.9788
4498,25,management,1602,yes,no,cellular,may,1,-1,unknown,single,tertiary,no,26,154,0,0,0,0.7312
4726,43,technician,0,yes,no,cellular,may,2,342,failure,divorced,secondary,no,5,150,2,0,0,0.9769
129,33,admin.,867,yes,no,cellular,apr,1,-1,unknown,single,tertiary,no,14,247,0,0,0,0.6133
7216,45,admin.,0,yes,no,cellular,nov,1,-1,unknown,divorced,secondary,no,17,102,0,0,0,0.9751
2583,41,admin.,1395,yes,yes,cellular,may,1,308,failure,married,secondary,no,11,85,2,0,0,0.9738
5924,46,services,973,no,no,cellular,feb,1,-1,unknown,divorced,unknown,no,2,297,0,0,1,0.5019
4037,47,services,278,yes,no,cellular,may,1,366,other,married,secondary,no,7,51,1,0,0,0.9807
4484,35,technician,726,yes,no,cellular,may,1,-1,unknown,single,unknown,no,5,163,0,0,0,0.927
5330,43,blue-collar,3550,no,no,cellular,nov,1,-1,unknown,divorced,primary,no,20,1154,0,1,1,0.8581
4145,49,management,395,no,no,cellular,dec,5,-1,unknown,married,tertiary,no,10,336,0,1,1,0.6687
1559,30,blue-collar,501,yes,yes,cellular,nov,1,177,failure,married,secondary,no,20,994,1,1,1,0.8909
5964,57,management,0,no,no,cellular,jan,1,-1,unknown,married,secondary,no,28,132,0,0,0,0.7567
3794,38,management,38,no,no,cellular,aug,2,-1,unknown,single,tertiary,no,20,105,0,0,0,0.9817
5985,34,blue-collar,751,yes,yes,cellular,nov,1,-1,unknown,married,secondary,no,17,1303,0,1,1,0.8943
4684,32,technician,11431,no,no,cellular,aug,5,-1,unknown,married,secondary,no,12,141,0,0,0,0.947
966,48,admin.,112,no,no,cellular,aug,5,-1,unknown,married,secondary,no,18,139,0,0,0,0.9799
4368,33,services,-27,yes,no,unknown,may,1,-1,unknown,single,secondary,no,26,165,0,0,0,0.977
6698,60,retired,523,no,no,cellular,aug,3,-1,unknown,married,secondary,no,13,192,0,1,0,0.7181
950,30,technician,635,no,no,cellular,aug,8,-1,unknown,single,tertiary,no,13,851,0,1,1,0.9322
4682,37,admin.,96,no,no,cellular,feb,1,182,success,married,secondary,no,5,102,3,0,1,0.6953
3280,23,technician,598,no,no,cellular,apr,1,-1,unknown,single,secondary,no,30,166,0,0,1,0.685
4283,31,management,2907,yes,no,cellular,jul,1,194,failure,single,tertiary,no,12,248,3,1,1,0.7651
4955,36,management,532,yes,no,cellular,may,1,-1,unknown,married,tertiary,no,14,603,0,0,1,0.7419
3505,34,management,76,yes,no,cellular,may,2,371,failure,single,tertiary,no,13,747,3,1,1,0.9178
2084,35,blue-collar,1949,yes,no,unknown,jun,3,-1,unknown,married,secondary,no,2,200,0,0,0,0.9292
1359,40,management,406,yes,no,unknown,jun,2,-1,unknown,married,secondary,no,12,577,0,1,1,0.6911
7607,61,technician,6481,no,no,cellular,oct,1,-1,unknown,divorced,secondary,no,19,131,0,1,1,0.6808
2850,47,admin.,3070,no,no,cellular,aug,4,-1,unknown,married,secondary,no,7,663,0,1,1,0.8602
406,49,technician,808,yes,no,cellular,jan,1,-1,unknown,married,secondary,no,28,1232,0,1,1,0.9177
107,40,blue-collar,-60,yes,no,cellular,jul,1,-1,unknown,married,secondary,no,21,250,0,0,0,0.9501
6652,24,student,834,no,no,cellular,sep,1,-1,unknown,single,tertiary,no,9,679,0,1,1,0.9554
3367,54,management,12018,yes,no,cellular,dec,2,-1,unknown,divorced,tertiary,no,21,267,0,1,1,0.5075
3437,42,admin.,1143,yes,yes,telephone,nov,1,-1,unknown,single,secondary,no,17,106,0,0,0,0.9772
6345,35,technician,1368,no,no,cellular,may,1,41,other,married,secondary,no,27,329,2,1,1,0.9253
3453,71,retired,5715,no,no,cellular,nov,2,-1,unknown,married,secondary,no,17,747,0,1,1,0.8598
2961,35,technician,1855,yes,no,unknown,may,1,-1,unknown,single,secondary,no,7,138,0,0,0,0.9855
1747,31,blue-collar,-454,yes,yes,unknown,may,2,-1,unknown,married,primary,no,28,861,0,0,1,0.7196
2328,34,management,402,no,no,cellular,may,1,-1,unknown,married,tertiary,no,26,147,0,0,0,0.7131
