,age,job,balance,contact,campaign,pdays,poutcome,deposit
4257,71,technician,3020,telephone,1,270,failure,yes
2184,71,retired,2850,cellular,1,-1,unknown,yes
5592,43,technician,4389,telephone,2,85,success,yes
7464,44,technician,275,cellular,1,-1,unknown,yes
2977,45,blue-collar,226,telephone,2,212,failure,no
7201,40,blue-collar,737,unknown,1,-1,unknown,no
7689,29,management,1170,cellular,1,-1,unknown,yes
2131,35,services,1742,cellular,2,-1,unknown,no
1773,40,management,4025,cellular,4,-1,unknown,no
2461,31,admin.,8781,cellular,1,177,success,yes
7786,41,management,465,cellular,1,-1,unknown,yes
5848,31,technician,205,unknown,2,-1,unknown,no
7011,40,management,158,telephone,2,-1,unknown,yes
1065,51,blue-collar,955,cellular,3,-1,unknown,yes
4438,44,technician,945,cellular,1,-1,unknown,no
6056,51,blue-collar,201,cellular,2,-1,unknown,yes
5705,30,student,7529,cellular,1,-1,unknown,yes
271,49,management,4374,cellular,3,-1,unknown,no
1204,38,student,2946,cellular,3,-1,unknown,yes
3934,28,technician,100,cellular,5,-1,unknown,no
1303,59,retired,163,cellular,1,-1,unknown,no
7090,43,blue-collar,1096,unknown,1,-1,unknown,no
174,49,services,486,unknown,2,-1,unknown,no
6258,39,technician,10685,cellular,9,-1,unknown,yes
5576,31,services,900,cellular,2,140,failure,no
6776,51,retired,610,unknown,2,-1,unknown,no
3006,45,technician,5110,cellular,2,-1,unknown,yes
3656,70,retired,2064,cellular,1,-1,unknown,no
7539,33,admin.,146,cellular,1,91,success,yes
2771,24,blue-collar,272,cellular,2,94,success,yes
7193,33,services,210,cellular,2,-1,unknown,yes
6423,29,self-employed,1579,cellular,1,181,success,yes
3196,34,unemployed,15,cellular,1,-1,unknown,yes
2668,32,blue-collar,225,cellular,1,150,failure,yes
6307,29,admin.,514,cellular,1,-1,unknown,no
466,54,technician,473,cellular,1,81,failure,yes
4937,33,management,71,cellular,1,287,failure,no
4330,52,unemployed,5091,cellular,1,-1,unknown,no
6667,46,student,1527,cellular,3,184,success,yes
23,35,management,0,cellular,2,96,success,yes
3670,40,management,413,unknown,1,-1,unknown,no
7795,34,blue-collar,79,cellular,1,-1,unknown,no
372,29,admin.,613,unknown,1,-1,unknown,no
7221,29,management,572,telephone,1,-1,unknown,yes
3693,37,admin.,1533,cellular,4,-1,unknown,yes
5478,39,technician,1104,cellular,2,-1,unknown,yes
3842,46,entrepreneur,0,cellular,1,-1,unknown,no
446,75,retired,1341,cellular,7,-1,unknown,yes
4167,26,admin.,-122,unknown,3,-1,unknown,yes
5122,58,admin.,247,unknown,6,-1,unknown,no
4633,26,admin.,712,unknown,1,-1,unknown,no
3592,29,admin.,-498,cellular,3,227,failure,no
5461,52,housemaid,256,cellular,1,-1,unknown,no
5604,45,admin.,3006,cellular,2,-1,unknown,yes
4680,46,entrepreneur,122,cellular,2,1,failure,no
270,49,services,280,telephone,3,-1,unknown,no
1905,34,entrepreneur,146,cellular,2,-1,unknown,yes
4269,51,blue-collar,2404,telephone,1,-1,unknown,no
6556,33,services,170,cellular,1,-1,unknown,yes
2114,41,blue-collar,1250,unknown,2,-1,unknown,yes
6466,61,retired,938,cellular,2,183,success,yes
6803,48,management,1744,unknown,1,-1,unknown,no
3350,32,admin.,555,cellular,1,-1,unknown,yes
808,35,technician,633,cellular,3,5,other,no
5087,41,technician,501,unknown,5,-1,unknown,yes
710,61,retired,1853,telephone,1,181,success,yes
5470,59,retired,20,cellular,1,-1,unknown,no
2003,41,technician,1631,cellular,2,-1,unknown,no
984,35,blue-collar,120,unknown,2,-1,unknown,no
17,30,services,0,cellular,1,-1,unknown,no
1784,47,technician,1981,cellular,2,-1,unknown,yes
4913,40,management,9366,cellular,3,-1,unknown,yes
1546,45,management,1,cellular,2,-1,unknown,yes
4756,63,retired,474,cellular,1,-1,unknown,yes
1492,57,services,-752,unknown,1,-1,unknown,no
4957,51,retired,1495,telephone,4,-1,unknown,yes
3164,38,blue-collar,947,cellular,2,-1,unknown,no
2558,44,services,608,unknown,30,-1,unknown,no
6385,24,blue-collar,1857,cellular,1,92,other,yes
6593,39,services,25,cellular,1,351,failure,yes
4531,46,management,2044,telephone,1,-1,unknown,no
4239,40,admin.,355,cellular,2,138,other,no
3043,35,unemployed,415,cellular,2,89,success,yes
2467,47,technician,1013,cellular,1,92,failure,yes
2442,59,retired,148,cellular,2,366,other,yes
1500,34,management,123,cellular,3,-1,unknown,yes
1360,38,blue-collar,0,unknown,5,-1,unknown,no
4860,44,technician,0,unknown,3,-1,unknown,no
5328,60,technician,316,cellular,2,263,failure,yes
6065,37,technician,122,cellular,2,318,other,yes
6215,40,blue-collar,57,cellular,9,-1,unknown,yes
2952,34,admin.,88,unknown,2,-1,unknown,no
5213,64,retired,588,cellular,1,91,failure,yes
6983,55,technician,570,cellular,6,-1,unknown,no
3398,30,admin.,98,cellular,5,-1,unknown,no
4765,48,management,308,cellular,5,-1,unknown,no
7336,35,management,1471,cellular,3,-1,unknown,no
5130,80,retired,1610,cellular,1,-1,unknown,no
7518,31,technician,354,cellular,2,-1,unknown,no
4172,34,self-employed,2427,telephone,3,70,failure,no
1134,41,management,5037,cellular,9,185,other,yes
3675,40,technician,990,cellular,3,-1,unknown,no
5390,32,admin.,-1,cellular,2,-1,unknown,no
80,39,technician,8,cellular,2,96,failure,no
3046,26,management,2786,cellular,1,-1,unknown,yes
595,48,unemployed,926,cellular,4,185,success,yes
2556,35,services,2918,cellular,2,407,success,yes
1761,51,admin.,658,unknown,1,-1,unknown,no
4832,54,management,1134,cellular,3,-1,unknown,yes
799,49,blue-collar,361,unknown,2,-1,unknown,yes
7460,56,blue-collar,-9,cellular,1,-1,unknown,yes
2196,27,management,13,cellular,3,-1,unknown,yes
4331,26,unemployed,111,cellular,1,-1,unknown,yes
5419,45,blue-collar,2388,cellular,2,-1,unknown,no
4650,40,admin.,1060,cellular,3,-1,unknown,no
2140,55,admin.,8304,cellular,1,92,success,yes
473,29,technician,3466,cellular,1,-1,unknown,yes
1285,53,management,9072,cellular,2,-1,unknown,no
723,41,admin.,1020,unknown,1,-1,unknown,yes
2777,32,blue-collar,634,cellular,1,-1,unknown,yes
6047,53,blue-collar,5603,cellular,6,-1,unknown,yes
5700,54,technician,395,cellular,1,183,success,yes
7610,33,technician,599,cellular,2,-1,unknown,no
2044,55,blue-collar,496,cellular,4,-1,unknown,no
7005,58,management,1697,unknown,2,-1,unknown,no
1626,46,blue-collar,922,telephone,2,-1,unknown,no
4874,36,blue-collar,1925,cellular,2,-1,unknown,yes
6511,47,admin.,225,cellular,4,-1,unknown,yes
390,50,technician,156,cellular,3,-1,unknown,yes
1100,53,services,367,cellular,1,261,failure,no
53,31,management,533,cellular,3,93,success,yes
1954,32,management,3,cellular,1,-1,unknown,yes
1459,92,retired,775,cellular,4,96,success,yes
4190,30,management,7845,unknown,1,-1,unknown,no
3947,56,blue-collar,3498,cellular,2,-1,unknown,yes
1834,39,student,1107,telephone,4,-1,unknown,no
6325,50,admin.,4855,cellular,2,-1,unknown,yes
5784,52,unemployed,230,cellular,2,-1,unknown,yes
5137,28,blue-collar,75,unknown,1,-1,unknown,no
668,39,management,1836,cellular,3,-1,unknown,yes
5345,25,blue-collar,303,cellular,1,-1,unknown,yes
4019,52,unemployed,94,cellular,1,92,success,yes
5539,30,student,2539,telephone,5,-1,unknown,yes
6509,37,services,49,unknown,2,-1,unknown,yes
6015,34,admin.,458,unknown,1,-1,unknown,no
1479,27,services,0,cellular,13,-1,unknown,no
4458,34,management,417,cellular,1,174,failure,yes
7093,59,unknown,27,unknown,3,-1,unknown,no
128,59,blue-collar,416,unknown,3,-1,unknown,no
569,48,management,86,cellular,3,186,other,yes
6345,35,technician,1368,cellular,1,41,other,yes
3866,35,unemployed,415,cellular,1,176,failure,yes
4613,39,blue-collar,1756,cellular,1,-1,unknown,yes
7713,31,technician,4888,telephone,4,166,failure,no
6451,42,services,410,cellular,2,-1,unknown,no
2183,52,blue-collar,1524,cellular,6,-1,unknown,yes
5208,42,admin.,1022,unknown,2,-1,unknown,no
1015,32,student,833,telephone,5,164,other,no
6272,43,blue-collar,1311,unknown,1,-1,unknown,no
766,55,retired,1821,cellular,2,-1,unknown,no
4253,35,management,80,cellular,2,94,other,yes
2909,29,blue-collar,258,unknown,1,-1,unknown,no
7597,35,management,73,unknown,2,-1,unknown,no
1534,41,blue-collar,4910,cellular,1,-1,unknown,no
3690,35,technician,1227,cellular,5,134,success,yes
7362,51,management,1937,cellular,4,152,other,no
5453,29,technician,316,cellular,1,-1,unknown,yes
3024,37,unemployed,1085,cellular,4,-1,unknown,no
6729,36,technician,-15,unknown,3,-1,unknown,no
2414,55,admin.,46,cellular,4,-1,unknown,no
5293,33,technician,390,cellular,2,-1,unknown,no
139,54,retired,2761,cellular,1,-1,unknown,no
6028,25,management,3,cellular,1,-1,unknown,yes
6333,54,technician,2156,cellular,1,86,success,yes
5333,59,entrepreneur,222,cellular,1,-1,unknown,no
6082,58,services,688,cellular,2,-1,unknown,no
6525,39,blue-collar,172,cellular,2,183,failure,yes
4736,35,unknown,634,cellular,2,-1,unknown,no
213,59,management,1,cellular,1,-1,unknown,yes
5417,27,services,221,cellular,1,-1,unknown,no
830,34,management,171,cellular,1,294,failure,no
7595,31,management,12857,cellular,1,92,success,yes
5781,29,services,57,telephone,9,-1,unknown,no
6435,60,retired,1099,cellular,2,-1,unknown,yes
7106,50,services,1595,unknown,1,-1,unknown,yes
6437,59,unknown,1541,cellular,1,-1,unknown,no
310,36,blue-collar,409,unknown,3,-1,unknown,no
7607,61,technician,6481,cellular,1,-1,unknown,yes
2499,54,entrepreneur,4736,telephone,6,307,failure,yes
2323,35,management,644,unknown,2,-1,unknown,no
6294,31,admin.,131,cellular,1,-1,unknown,yes
6656,31,management,141,cellular,2,238,other,yes
4513,58,self-employed,0,telephone,3,264,failure,no
5791,51,admin.,1330,unknown,8,-1,unknown,no
1490,33,blue-collar,-14,cellular,2,-1,unknown,no
3966,34,management,355,cellular,3,-1,unknown,no
1440,40,blue-collar,-35,cellular,3,-1,unknown,no
3525,21,technician,360,cellular,2,-1,unknown,yes
3399,35,self-employed,3443,cellular,4,-1,unknown,no
2018,30,student,2046,telephone,3,254,failure,yes
1145,32,technician,102,unknown,11,-1,unknown,no
6957,59,management,315,cellular,1,176,failure,yes
5096,46,technician,0,cellular,2,-1,unknown,yes
5342,33,admin.,17,cellular,1,351,failure,no
3976,26,admin.,338,cellular,1,188,unknown,yes
685,31,technician,1166,unknown,1,-1,unknown,no
1114,33,admin.,2780,cellular,1,-1,unknown,yes
2208,38,student,64,cellular,1,-1,unknown,no
2368,42,entrepreneur,0,cellular,1,140,failure,yes
5317,37,technician,6714,unknown,1,-1,unknown,no
1993,35,blue-collar,1330,cellular,1,-1,unknown,yes
3533,31,management,533,telephone,1,90,success,yes
4576,49,management,85,cellular,5,359,other,yes
5958,26,student,0,unknown,2,-1,unknown,no
4274,35,technician,3160,cellular,2,95,failure,yes
7508,39,management,2939,cellular,2,-1,unknown,yes
1171,33,management,3770,cellular,2,-1,unknown,no
1715,36,technician,-487,cellular,1,-1,unknown,yes
7598,34,admin.,1504,unknown,3,-1,unknown,no
7404,59,retired,9676,telephone,2,-1,unknown,yes
1872,57,management,9103,unknown,2,-1,unknown,yes
2385,54,admin.,0,cellular,2,-1,unknown,no
6268,26,services,1140,cellular,2,-1,unknown,yes
7792,72,retired,1129,cellular,1,-1,unknown,yes
3601,26,admin.,255,cellular,2,106,success,yes
2816,37,services,393,cellular,1,357,failure,no
5221,51,technician,100,cellular,2,-1,unknown,yes
1706,36,services,4721,cellular,2,90,success,yes
6316,36,blue-collar,79,unknown,3,-1,unknown,no
6332,33,admin.,272,cellular,2,92,success,yes
707,31,management,596,cellular,4,-1,unknown,no
3946,51,blue-collar,2007,cellular,3,-1,unknown,yes
312,34,management,101,cellular,5,-1,unknown,no
4144,31,technician,7369,cellular,4,-1,unknown,no
6812,40,management,257,cellular,1,209,failure,no
4122,73,retired,739,cellular,1,-1,unknown,yes
4043,68,retired,695,cellular,1,-1,unknown,yes
6771,57,technician,589,cellular,1,190,failure,yes
3010,39,management,937,cellular,4,-1,unknown,yes
5227,31,management,-6,cellular,6,-1,unknown,no
6889,47,unemployed,2500,cellular,1,-1,unknown,no
6331,32,technician,287,unknown,8,-1,unknown,no
6085,34,blue-collar,568,cellular,1,-1,unknown,no
3217,31,admin.,879,cellular,1,-1,unknown,yes
3225,27,management,145,cellular,4,89,failure,no
4304,47,admin.,829,unknown,1,-1,unknown,no
2089,39,housemaid,2990,telephone,4,-1,unknown,no
3799,45,blue-collar,2433,cellular,2,-1,unknown,no
2269,36,services,11462,cellular,1,-1,unknown,yes
4719,24,admin.,230,cellular,1,-1,unknown,no
2897,36,management,649,cellular,2,91,failure,no
1887,36,admin.,-811,cellular,2,-1,unknown,yes
4028,30,blue-collar,971,cellular,1,317,other,no
6412,28,self-employed,0,cellular,3,196,failure,yes
249,35,management,0,cellular,5,-1,unknown,no
2642,31,blue-collar,1205,cellular,1,328,other,no
6376,45,blue-collar,1723,cellular,2,-1,unknown,yes
1002,57,technician,402,unknown,3,-1,unknown,no
3938,26,technician,-454,cellular,2,-1,unknown,no
4729,31,admin.,89,unknown,3,-1,unknown,no
2721,30,technician,778,cellular,2,346,failure,no
7485,20,blue-collar,423,cellular,1,-1,unknown,yes
1895,32,blue-collar,2093,cellular,2,444,failure,yes
5806,41,self-employed,4418,cellular,3,-1,unknown,no
2598,56,services,654,cellular,1,-1,unknown,yes
180,25,admin.,483,cellular,1,-1,unknown,yes
6017,38,admin.,930,cellular,1,-1,unknown,no
6178,30,blue-collar,185,unknown,1,-1,unknown,no
4949,25,blue-collar,101,cellular,3,-1,unknown,yes
6848,57,admin.,808,cellular,3,-1,unknown,no
2325,30,admin.,10,cellular,2,-1,unknown,yes
3201,85,retired,12114,telephone,2,-1,unknown,yes
7418,56,retired,63,cellular,2,-1,unknown,no
1485,43,blue-collar,14646,cellular,1,-1,unknown,yes
7458,34,unemployed,1974,cellular,1,342,success,yes
6107,54,blue-collar,548,cellular,7,-1,unknown,yes
2835,51,management,3463,cellular,2,166,other,yes
6081,30,student,1681,cellular,1,106,success,yes
6654,39,technician,4646,cellular,1,-1,unknown,yes
5416,31,technician,208,cellular,7,-1,unknown,yes
4237,44,management,-1636,cellular,1,-1,unknown,no
4227,40,admin.,1395,cellular,2,-1,unknown,no
5771,41,entrepreneur,121,cellular,1,287,failure,no
2943,47,blue-collar,820,cellular,1,-1,unknown,yes
3392,53,housemaid,104,unknown,1,-1,unknown,yes
5611,36,admin.,746,cellular,3,-1,unknown,no
3749,49,blue-collar,102,cellular,2,-1,unknown,no
7663,44,technician,1139,cellular,1,-1,unknown,no
6565,26,student,10086,cellular,2,-1,unknown,yes
3035,87,retired,2190,telephone,2,-1,unknown,yes
4151,61,management,477,cellular,1,520,other,yes
3353,19,student,608,cellular,1,180,success,yes
5079,31,management,877,cellular,1,92,success,yes
4710,58,admin.,145,telephone,13,-1,unknown,yes
4884,35,blue-collar,154,unknown,4,-1,unknown,no
381,38,services,8876,cellular,1,75,failure,no
7449,35,self-employed,28,unknown,3,-1,unknown,no
5932,64,retired,43,cellular,1,-1,unknown,yes
4644,46,blue-collar,333,cellular,4,-1,unknown,no
2445,60,retired,0,unknown,4,-1,unknown,no
2850,47,admin.,3070,cellular,4,-1,unknown,yes
1924,38,blue-collar,0,unknown,2,-1,unknown,no
708,59,retired,25947,cellular,2,-1,unknown,no
4716,30,management,3779,cellular,1,-1,unknown,yes
5337,26,technician,44,cellular,1,-1,unknown,yes
1818,28,management,187,cellular,1,93,success,yes
2344,25,admin.,1734,cellular,1,-1,unknown,no
6632,45,management,2406,cellular,2,-1,unknown,no
3234,27,management,390,cellular,2,104,failure,yes
254,40,management,37,unknown,1,-1,unknown,no
643,58,blue-collar,119,cellular,1,-1,unknown,yes
1408,57,retired,-12,cellular,8,-1,unknown,no
5304,36,services,38,unknown,4,-1,unknown,no
5484,48,management,-244,unknown,1,-1,unknown,no
4365,57,admin.,215,cellular,2,-1,unknown,no
2297,25,services,628,cellular,1,-1,unknown,no
4049,37,unemployed,443,cellular,1,-1,unknown,yes
7682,56,services,1150,cellular,1,117,failure,no
5524,56,management,4266,unknown,4,-1,unknown,yes
4538,45,admin.,205,cellular,1,92,success,yes
1441,44,services,2557,cellular,1,181,success,yes
2751,52,self-employed,1291,cellular,1,169,failure,no
754,50,admin.,3240,cellular,2,-1,unknown,no
2925,25,services,130,cellular,1,-1,unknown,no
3685,55,technician,6958,unknown,2,-1,unknown,no
735,47,unemployed,324,cellular,2,-1,unknown,yes
7379,55,management,171,cellular,6,-1,unknown,no
3352,57,blue-collar,739,cellular,2,364,failure,no
690,35,technician,1693,cellular,1,-1,unknown,yes
4104,53,technician,10185,cellular,1,-1,unknown,yes
3779,29,management,428,cellular,2,-1,unknown,yes
4630,30,management,424,cellular,4,-1,unknown,yes
2027,27,admin.,15,cellular,1,-1,unknown,no
3756,47,blue-collar,1536,cellular,1,301,other,no
1052,52,management,4,cellular,9,-1,unknown,no
2640,66,housemaid,1230,cellular,3,-1,unknown,yes
3232,56,entrepreneur,29,cellular,2,227,failure,no
430,43,blue-collar,3064,cellular,2,-1,unknown,yes
1099,25,student,703,cellular,3,-1,unknown,no
5344,60,services,8837,unknown,4,-1,unknown,no
6775,31,technician,2544,cellular,1,279,success,yes
7599,53,management,2152,cellular,3,-1,unknown,yes
608,35,technician,196,cellular,1,-1,unknown,no
3843,58,management,407,cellular,2,-1,unknown,no
6735,47,technician,293,cellular,1,-1,unknown,yes
4877,30,management,6392,cellular,1,-1,unknown,no
4905,54,self-employed,0,telephone,2,-1,unknown,no
6743,77,retired,3324,cellular,1,91,success,yes
5007,38,admin.,-175,telephone,9,-1,unknown,no
792,56,management,3120,cellular,2,-1,unknown,no
2116,57,retired,168,cellular,1,-1,unknown,yes
209,31,technician,120,cellular,1,-1,unknown,yes
1826,27,services,-151,cellular,2,-1,unknown,no
4658,35,admin.,-32,cellular,4,182,failure,yes
395,44,management,58,cellular,3,-1,unknown,no
3013,31,management,792,cellular,14,-1,unknown,yes
3661,39,technician,1,unknown,2,-1,unknown,no
7100,49,management,20,cellular,1,-1,unknown,no
832,36,technician,12264,cellular,1,182,success,yes
4254,44,housemaid,-972,unknown,2,-1,unknown,no
3445,48,technician,606,cellular,4,-1,unknown,no
225,30,admin.,255,cellular,1,-1,unknown,yes
3368,54,management,496,cellular,3,-1,unknown,yes
2619,48,entrepreneur,318,cellular,4,-1,unknown,yes
5314,36,technician,432,cellular,3,255,failure,no
2812,35,management,397,cellular,1,-1,unknown,yes
2046,59,management,0,cellular,8,-1,unknown,no
4050,47,blue-collar,113,unknown,1,-1,unknown,no
3044,40,unemployed,334,cellular,1,91,other,yes
6880,45,technician,1348,cellular,2,-1,unknown,yes
6363,40,management,0,cellular,4,-1,unknown,no
4539,27,services,339,cellular,1,-1,unknown,yes
1296,42,blue-collar,807,cellular,1,-1,unknown,yes
2283,58,retired,999,cellular,6,-1,unknown,no
7037,50,housemaid,5260,cellular,2,-1,unknown,no
3202,35,admin.,182,unknown,1,-1,unknown,no
3997,26,technician,267,cellular,2,-1,unknown,yes
4701,37,management,347,cellular,1,-1,unknown,no
449,60,technician,367,cellular,2,-1,unknown,yes
4334,32,admin.,57,cellular,2,-1,unknown,no
2391,36,technician,54,cellular,3,-1,unknown,yes
3483,59,management,893,cellular,4,-1,unknown,no
1068,47,housemaid,61,cellular,5,-1,unknown,no
7708,37,unemployed,1291,cellular,1,97,success,yes
4306,30,technician,925,cellular,1,-1,unknown,no
3085,48,management,700,cellular,2,-1,unknown,no
3049,43,services,43,cellular,1,-1,unknown,no
1941,33,management,561,cellular,1,-1,unknown,no
7280,62,retired,1495,cellular,1,-1,unknown,yes
3133,50,management,2564,cellular,4,113,failure,no
7779,37,services,775,cellular,2,-1,unknown,yes
2605,31,technician,373,cellular,5,-1,unknown,no
5273,40,management,0,cellular,5,-1,unknown,no
2995,44,technician,285,cellular,3,-1,unknown,no
4210,36,technician,3,cellular,4,-1,unknown,no
837,40,management,-240,unknown,3,-1,unknown,no
4154,38,management,427,cellular,3,169,failure,no
2981,52,management,0,unknown,3,-1,unknown,no
1409,49,admin.,167,cellular,1,-1,unknown,no
4640,37,entrepreneur,175,unknown,6,-1,unknown,yes
