,job,balance,housing,loan,contact,pdays,poutcome,default,duration,deposit
3380,management,12026,yes,no,telephone,-1,unknown,no,251,1
6507,blue-collar,706,yes,no,cellular,322,failure,no,329,0
4013,management,-1636,yes,yes,cellular,-1,unknown,no,257,0
998,housemaid,314,no,no,unknown,-1,unknown,no,249,0
6239,blue-collar,482,no,yes,cellular,-1,unknown,no,1097,1
819,management,2707,no,no,cellular,-1,unknown,no,699,1
1396,technician,0,no,no,cellular,-1,unknown,no,78,0
6034,management,718,yes,no,cellular,-1,unknown,no,95,1
1681,technician,1435,no,no,cellular,-1,unknown,no,724,1
654,services,-9,yes,no,unknown,-1,unknown,no,920,1
4773,retired,206,no,no,cellular,-1,unknown,no,479,1
4222,management,417,yes,no,cellular,174,failure,no,270,1
4872,services,1319,yes,no,cellular,-1,unknown,no,305,0
1446,student,97,no,no,cellular,-1,unknown,no,382,0
305,management,2717,no,no,cellular,-1,unknown,no,394,1
5509,unemployed,1694,no,no,cellular,-1,unknown,no,473,1
1927,retired,203,no,no,cellular,-1,unknown,no,376,1
4408,admin.,29,no,no,cellular,-1,unknown,no,576,1
5272,housemaid,70,no,no,cellular,-1,unknown,no,263,1
2415,management,149,no,no,cellular,-1,unknown,no,1222,1
4895,management,1775,no,no,cellular,-1,unknown,no,514,1
2665,blue-collar,0,yes,no,cellular,-1,unknown,no,116,0
5499,services,1697,no,no,cellular,-1,unknown,no,179,1
2862,management,937,no,no,cellular,-1,unknown,no,144,1
2713,technician,2836,no,yes,cellular,-1,unknown,no,10,0
5912,services,-158,yes,no,cellular,370,failure,no,426,1
410,retired,4833,no,no,cellular,181,failure,no,621,1
5025,entrepreneur,8,yes,yes,cellular,-1,unknown,no,46,0
6821,services,210,yes,no,cellular,-1,unknown,no,1207,1
6313,retired,309,no,no,cellular,-1,unknown,no,969,1
5341,technician,14533,no,no,cellular,-1,unknown,no,245,1
5274,admin.,0,yes,no,unknown,-1,unknown,no,138,0
1626,blue-collar,1515,yes,no,cellular,-1,unknown,no,503,1
6401,blue-collar,602,yes,no,cellular,-1,unknown,no,467,0
2574,technician,751,yes,no,unknown,-1,unknown,no,343,0
1873,management,261,no,no,cellular,-1,unknown,no,100,0
6360,management,3665,no,no,cellular,-1,unknown,no,325,0
299,management,101,yes,no,cellular,-1,unknown,no,209,0
1050,management,12,yes,no,cellular,-1,unknown,yes,126,0
5070,admin.,169,no,no,cellular,92,success,no,880,1
1009,management,830,yes,yes,unknown,-1,unknown,no,1201,1
2627,self-employed,5215,no,no,cellular,-1,unknown,no,673,0
995,management,5559,no,no,unknown,-1,unknown,no,483,0
1221,management,9072,no,no,cellular,-1,unknown,no,117,0
4398,blue-collar,746,yes,yes,cellular,262,other,no,241,0
4760,management,8,no,no,cellular,-1,unknown,no,93,1
5938,blue-collar,977,no,yes,telephone,-1,unknown,no,436,1
5326,management,876,yes,no,cellular,327,failure,no,140,0
2490,admin.,437,yes,no,cellular,344,success,no,722,1
193,admin.,46,no,no,cellular,-1,unknown,no,48,0
2210,management,1429,yes,no,cellular,198,other,no,1015,1
3077,technician,264,no,no,cellular,-1,unknown,no,180,0
2808,technician,144,no,no,cellular,308,failure,no,87,0
7212,management,73,yes,no,unknown,-1,unknown,no,79,0
3002,admin.,92,yes,no,unknown,-1,unknown,no,180,0
250,services,337,yes,no,unknown,-1,unknown,no,85,0
3931,management,477,yes,no,cellular,520,other,no,377,1
3980,student,0,no,no,cellular,-1,unknown,no,173,0
3782,admin.,332,no,no,cellular,-1,unknown,no,179,1
2097,technician,2044,yes,no,cellular,-1,unknown,no,532,1
3337,student,608,no,no,cellular,-1,unknown,no,267,1
4771,blue-collar,925,yes,no,telephone,-1,unknown,no,43,0
3750,blue-collar,3598,no,no,unknown,-1,unknown,no,154,0
3649,technician,117,no,no,cellular,186,success,no,959,1
5045,management,1989,no,no,unknown,-1,unknown,no,344,0
1067,management,203,no,no,cellular,179,success,no,608,1
6408,retired,482,no,no,cellular,-1,unknown,no,260,1
2629,admin.,2601,no,no,cellular,-1,unknown,no,261,1
3026,admin.,2087,yes,no,unknown,-1,unknown,no,146,0
6337,housemaid,167,yes,no,cellular,-1,unknown,no,106,0
3406,technician,1119,no,no,cellular,-1,unknown,no,371,0
1671,admin.,813,no,yes,cellular,-1,unknown,no,113,0
6423,management,1058,no,no,cellular,-1,unknown,no,188,1
5837,technician,15,no,no,unknown,-1,unknown,no,389,0
3698,student,1,no,no,telephone,-1,unknown,no,263,0
2859,technician,5110,no,no,cellular,-1,unknown,no,341,1
6963,technician,2218,yes,no,cellular,-1,unknown,no,711,1
5488,management,738,yes,yes,cellular,-1,unknown,no,215,0
830,student,2103,no,no,cellular,-1,unknown,no,588,1
4614,management,6392,yes,no,cellular,-1,unknown,no,335,0
2941,blue-collar,0,yes,no,unknown,-1,unknown,no,30,0
1077,services,1808,yes,no,cellular,-1,unknown,no,83,0
3310,blue-collar,0,yes,yes,unknown,-1,unknown,no,238,0
5551,technician,15161,no,no,cellular,-1,unknown,no,280,1
6153,self-employed,202,yes,no,cellular,148,failure,no,107,0
1288,technician,3850,yes,no,cellular,-1,unknown,no,63,0
7291,entrepreneur,732,no,no,cellular,-1,unknown,no,1404,1
2464,retired,2060,no,no,cellular,88,other,no,454,0
4649,technician,133,no,no,cellular,187,success,no,401,1
5263,management,13054,yes,no,cellular,174,other,no,471,0
1011,retired,1861,no,no,telephone,-1,unknown,no,563,0
2790,admin.,142,yes,no,cellular,-1,unknown,no,459,1
3186,retired,3219,no,no,cellular,-1,unknown,no,151,1
1402,management,2648,no,no,cellular,-1,unknown,no,917,1
7360,retired,-157,no,no,cellular,-1,unknown,no,31,0
4149,technician,25,yes,no,cellular,210,success,no,315,1
5862,management,1162,no,no,cellular,-1,unknown,no,175,1
7015,technician,570,no,no,unknown,-1,unknown,no,21,0
3017,technician,1609,no,yes,unknown,-1,unknown,no,10,0
858,services,-379,yes,yes,cellular,-1,unknown,no,1237,1
4483,entrepreneur,-346,yes,yes,cellular,-1,unknown,no,88,0
1125,technician,7984,yes,no,cellular,-1,unknown,no,151,0
1028,entrepreneur,8491,yes,no,cellular,-1,unknown,no,929,1
6010,blue-collar,863,yes,no,unknown,-1,unknown,no,943,1
239,technician,2557,no,no,cellular,182,success,no,95,0
3502,admin.,1533,yes,no,cellular,-1,unknown,no,555,1
2289,self-employed,-94,yes,no,cellular,-1,unknown,no,90,0
4247,technician,0,no,no,cellular,-1,unknown,no,62,0
804,management,3,yes,no,cellular,24,other,no,112,0
7275,technician,1139,yes,no,cellular,-1,unknown,no,64,0
331,services,1314,no,no,cellular,-1,unknown,no,834,1
4454,technician,2326,no,no,cellular,-1,unknown,no,195,1
6602,management,3949,no,no,cellular,-1,unknown,no,130,1
4348,retired,935,no,no,cellular,99,failure,no,226,1
3858,retired,4380,no,no,cellular,-1,unknown,no,369,1
4219,services,0,yes,no,cellular,-1,unknown,no,52,0
845,services,244,yes,no,cellular,-1,unknown,no,171,0
3677,management,7049,no,no,cellular,163,failure,no,530,1
1318,retired,2,no,no,unknown,-1,unknown,no,392,0
1366,retired,846,no,no,cellular,181,failure,no,671,1
821,management,0,no,no,cellular,-1,unknown,no,508,1
5361,blue-collar,4380,no,no,telephone,-1,unknown,no,223,0
1218,admin.,752,yes,no,cellular,166,failure,no,519,1
1677,blue-collar,0,no,yes,cellular,-1,unknown,no,1424,1
2333,blue-collar,0,yes,no,cellular,-1,unknown,no,468,0
650,retired,7298,no,no,unknown,-1,unknown,no,36,0
2352,blue-collar,33,yes,no,cellular,-1,unknown,no,901,1
4926,admin.,1022,yes,no,unknown,-1,unknown,no,146,0
5871,unemployed,3229,no,no,unknown,-1,unknown,no,1089,1
7232,management,0,yes,no,cellular,-1,unknown,no,224,1
221,management,6158,yes,no,cellular,145,failure,no,139,1
4570,admin.,1506,no,no,cellular,-1,unknown,no,365,1
92,technician,250,no,no,telephone,-1,unknown,no,382,1
17,technician,863,yes,no,cellular,263,success,no,146,0
1968,technician,581,yes,no,unknown,-1,unknown,no,79,0
6162,blue-collar,3917,no,no,cellular,93,success,no,725,1
6067,admin.,-32,no,yes,cellular,-1,unknown,no,246,1
2582,student,1011,no,no,cellular,-1,unknown,no,253,1
7297,services,5034,yes,no,unknown,-1,unknown,no,207,0
6776,retired,0,no,no,cellular,-1,unknown,no,213,0
547,unemployed,-144,no,no,cellular,-1,unknown,no,481,1
5023,services,1547,yes,no,cellular,-1,unknown,no,405,1
6991,blue-collar,580,yes,yes,cellular,-1,unknown,no,1311,1
813,entrepreneur,816,no,no,cellular,-1,unknown,no,630,0
5632,retired,1411,yes,no,cellular,-1,unknown,no,425,0
4262,management,653,yes,no,telephone,-1,unknown,no,60,0
3280,blue-collar,431,yes,no,unknown,-1,unknown,no,286,0
3385,management,690,yes,no,unknown,-1,unknown,no,34,0
681,technician,301,yes,yes,cellular,-1,unknown,no,367,0
754,services,71,yes,no,cellular,-1,unknown,no,740,0
1707,management,4623,no,no,cellular,-1,unknown,no,348,1
108,blue-collar,855,yes,no,cellular,-1,unknown,no,578,1
6815,blue-collar,503,yes,no,unknown,-1,unknown,no,120,0
919,admin.,112,no,no,cellular,-1,unknown,no,139,0
647,blue-collar,2194,no,no,cellular,357,other,no,275,0
3876,blue-collar,292,no,no,cellular,79,success,no,271,1
3179,self-employed,173,no,no,cellular,-1,unknown,no,205,0
4708,admin.,100,yes,no,unknown,-1,unknown,no,786,1
2497,admin.,256,no,no,cellular,-1,unknown,no,135,0
5566,technician,9131,yes,no,cellular,461,failure,no,532,1
3736,management,3,no,no,cellular,-1,unknown,no,406,0
4088,entrepreneur,162,yes,no,cellular,-1,unknown,no,270,0
5174,admin.,2509,no,no,cellular,97,success,no,776,1
7084,blue-collar,2509,no,no,telephone,-1,unknown,no,231,1
5112,retired,316,no,no,cellular,-1,unknown,no,935,0
1942,management,0,yes,no,cellular,-1,unknown,no,52,0
64,services,-327,yes,no,unknown,-1,unknown,no,408,0
6362,admin.,4348,yes,no,cellular,141,other,no,790,1
5106,management,21,no,no,cellular,-1,unknown,no,50,0
6022,blue-collar,1084,yes,no,cellular,-1,unknown,no,1019,0
589,management,325,yes,no,cellular,-1,unknown,no,1139,1
3249,admin.,2999,yes,no,cellular,-1,unknown,no,717,1
7146,retired,1115,no,no,unknown,-1,unknown,no,834,1
4032,self-employed,311,yes,no,unknown,-1,unknown,no,723,0
2945,retired,279,no,no,cellular,-1,unknown,no,399,1
3543,blue-collar,197,yes,no,unknown,-1,unknown,no,251,0
3867,management,1468,yes,no,cellular,-1,unknown,no,237,1
3868,management,6739,yes,no,cellular,-1,unknown,no,68,0
330,technician,371,yes,yes,cellular,-1,unknown,no,287,1
3947,admin.,202,yes,no,unknown,-1,unknown,no,178,0
2443,student,348,no,no,cellular,-1,unknown,no,443,1
1941,technician,18777,yes,no,cellular,-1,unknown,no,535,0
5561,management,587,no,no,cellular,-1,unknown,no,223,1
6748,blue-collar,604,yes,no,cellular,-1,unknown,no,394,0
4422,admin.,169,no,no,cellular,91,success,no,216,1
1376,technician,2544,no,no,cellular,-1,unknown,no,108,1
927,technician,1,no,no,cellular,182,success,no,585,1
6046,management,7100,no,no,cellular,-1,unknown,no,757,0
1943,blue-collar,408,no,no,cellular,-1,unknown,no,559,1
4550,services,1529,yes,no,telephone,-1,unknown,no,41,0
2088,technician,0,yes,no,cellular,149,other,no,657,0
4851,services,297,yes,yes,cellular,-1,unknown,no,157,0
924,services,3444,yes,no,telephone,91,failure,no,144,1
3309,technician,264,yes,yes,cellular,-1,unknown,no,1150,1
4833,admin.,144,no,yes,cellular,-1,unknown,no,136,0
6994,technician,15485,no,no,cellular,-1,unknown,no,461,1
3604,self-employed,84,no,no,cellular,-1,unknown,no,157,0
493,management,0,yes,no,unknown,-1,unknown,no,94,0
2606,management,1379,no,no,cellular,186,failure,no,189,1
2786,admin.,976,yes,no,unknown,-1,unknown,no,137,0
1730,management,187,no,no,cellular,93,success,no,255,1
1175,services,3536,no,no,cellular,-1,unknown,no,106,0
2304,technician,3572,yes,no,cellular,-1,unknown,no,85,0
2317,admin.,-97,yes,no,unknown,-1,unknown,no,1528,1
7081,technician,275,no,no,cellular,-1,unknown,no,1077,1
7096,management,456,yes,no,cellular,-1,unknown,no,734,1
3262,admin.,1143,yes,yes,telephone,-1,unknown,no,106,0
5835,self-employed,138,no,no,unknown,-1,unknown,no,182,0
5930,technician,-888,no,yes,cellular,-1,unknown,no,298,0
2488,self-employed,9994,no,no,cellular,-1,unknown,no,400,0
2208,admin.,10,yes,no,cellular,-1,unknown,no,658,1
2093,management,655,no,no,cellular,-1,unknown,no,167,0
1944,admin.,3735,no,no,cellular,90,success,no,248,1
1936,student,620,no,no,cellular,94,success,no,223,1
4232,unknown,2235,no,no,telephone,-1,unknown,no,300,1
411,blue-collar,3064,yes,no,cellular,-1,unknown,no,2453,1
5376,retired,303,yes,no,unknown,-1,unknown,no,593,0
4608,technician,816,yes,no,unknown,-1,unknown,no,179,1
7193,technician,6831,no,no,cellular,-1,unknown,no,1130,1
4648,blue-collar,-312,yes,yes,cellular,-1,unknown,no,130,0
2446,admin.,1076,yes,no,cellular,391,other,no,77,0
1049,entrepreneur,781,no,yes,cellular,126,failure,no,652,1
1754,retired,2302,no,no,telephone,87,failure,no,110,0
5789,self-employed,270,yes,no,unknown,-1,unknown,no,470,0
6944,self-employed,1633,no,no,cellular,-1,unknown,no,629,1
2607,blue-collar,240,yes,no,cellular,370,other,no,259,0
6004,management,904,yes,yes,unknown,-1,unknown,no,14,0
1808,admin.,370,yes,no,unknown,-1,unknown,no,160,0
2254,management,135,no,no,cellular,-1,unknown,no,112,0
6419,unemployed,309,no,no,cellular,-1,unknown,no,578,1
4508,student,110,yes,no,unknown,-1,unknown,no,169,0
2437,management,838,yes,no,unknown,-1,unknown,no,619,0
6826,admin.,1487,no,no,unknown,-1,unknown,no,332,0
478,services,311,yes,yes,cellular,301,failure,no,238,0
6304,management,141,yes,no,cellular,238,other,no,572,1
990,admin.,127,yes,no,cellular,368,other,no,16,0
4830,admin.,1085,no,no,cellular,-1,unknown,no,101,1
3827,services,278,yes,no,cellular,366,other,no,51,0
5910,management,349,no,no,cellular,88,success,no,466,1
6080,blue-collar,-29,yes,no,unknown,-1,unknown,no,322,0
4264,management,705,no,no,cellular,-1,unknown,no,164,0
6259,services,658,no,no,cellular,-1,unknown,no,100,0
3245,blue-collar,252,no,no,cellular,-1,unknown,no,727,1
218,management,2485,yes,no,cellular,-1,unknown,no,91,0
705,entrepreneur,66,no,no,cellular,-1,unknown,no,1164,1
1508,self-employed,1216,yes,no,cellular,521,failure,no,296,1
6412,retired,1021,no,no,telephone,-1,unknown,no,37,0
3399,management,8929,no,no,cellular,-1,unknown,no,126,1
2218,blue-collar,1388,no,no,cellular,-1,unknown,no,139,0
2246,admin.,1096,yes,no,cellular,303,failure,no,609,0
3799,retired,2626,no,no,cellular,-1,unknown,no,140,1
6411,blue-collar,5,no,no,cellular,-1,unknown,no,600,1
6687,unemployed,330,no,no,cellular,80,success,no,264,1
4813,blue-collar,1660,yes,no,cellular,-1,unknown,no,342,0
4972,blue-collar,1796,yes,yes,cellular,-1,unknown,no,232,0
5016,blue-collar,429,yes,no,cellular,370,failure,no,110,0
1228,technician,606,yes,no,cellular,-1,unknown,no,551,0
6952,blue-collar,140,yes,no,unknown,-1,unknown,no,7,0
1737,management,9407,no,no,cellular,-1,unknown,no,267,1
3807,technician,930,yes,no,unknown,-1,unknown,no,122,0
3189,technician,615,yes,no,cellular,-1,unknown,no,373,1
5918,retired,121,no,no,telephone,-1,unknown,no,330,1
5973,blue-collar,4660,no,no,cellular,-1,unknown,no,82,0
7025,blue-collar,1954,no,no,cellular,-1,unknown,no,1107,1
5571,blue-collar,25,yes,no,unknown,-1,unknown,no,188,0
3528,management,552,yes,no,cellular,-1,unknown,no,648,0
3371,blue-collar,4830,yes,no,unknown,-1,unknown,no,350,0
2032,blue-collar,603,yes,yes,cellular,-1,unknown,no,1080,1
253,technician,473,no,yes,cellular,-1,unknown,no,292,1
3855,unemployed,518,no,no,cellular,-1,unknown,no,1917,1
1997,blue-collar,0,no,yes,cellular,-1,unknown,no,11,0
6113,technician,726,no,no,cellular,-1,unknown,no,445,1
1368,blue-collar,-35,yes,no,cellular,-1,unknown,no,194,0
3963,technician,6822,no,no,cellular,-1,unknown,no,797,1
3869,technician,508,yes,yes,cellular,-1,unknown,no,1103,1
1133,blue-collar,955,no,yes,cellular,134,success,no,301,1
5728,technician,11262,no,no,cellular,-1,unknown,no,323,1
5003,management,536,no,no,cellular,-1,unknown,no,309,1
164,technician,100,no,no,cellular,-1,unknown,no,205,0
4580,blue-collar,456,yes,yes,unknown,-1,unknown,no,289,0
2084,management,2840,no,no,cellular,-1,unknown,no,227,1
5838,blue-collar,80,yes,yes,cellular,337,failure,no,145,0
3101,retired,1400,no,no,unknown,-1,unknown,no,20,0
6322,self-employed,467,yes,yes,unknown,-1,unknown,no,90,0
2620,management,9324,yes,no,cellular,-1,unknown,no,138,0
4654,services,6170,no,no,cellular,-1,unknown,no,838,1
6532,technician,0,yes,yes,cellular,-1,unknown,no,199,0
3583,management,428,no,no,cellular,-1,unknown,no,293,1
5708,management,8103,no,no,cellular,-1,unknown,no,473,1
6090,admin.,476,no,no,unknown,-1,unknown,no,489,0
911,self-employed,567,no,no,cellular,-1,unknown,no,142,0
6473,blue-collar,-27,yes,no,cellular,-1,unknown,no,254,0
3388,admin.,1544,yes,no,unknown,-1,unknown,no,609,0
4010,technician,146,yes,no,cellular,-1,unknown,no,419,1
1276,self-employed,2857,no,no,cellular,-1,unknown,no,446,1
2195,services,209,yes,no,cellular,-1,unknown,no,319,0
6570,management,203,no,no,cellular,88,success,no,255,1
2227,admin.,1734,no,no,cellular,-1,unknown,no,366,0
6205,blue-collar,467,yes,no,unknown,-1,unknown,no,379,0
6183,technician,4,yes,yes,unknown,-1,unknown,no,625,1
7213,admin.,1504,yes,no,unknown,-1,unknown,no,395,0
563,management,398,no,no,cellular,-1,unknown,no,235,1
7227,self-employed,7602,no,no,cellular,-1,unknown,no,222,0
3920,management,396,yes,no,unknown,-1,unknown,no,72,0
4295,services,339,no,no,cellular,-1,unknown,no,182,1
314,management,1812,no,no,cellular,-1,unknown,no,461,1
3097,blue-collar,1206,no,yes,telephone,-1,unknown,no,201,0
1664,blue-collar,0,yes,no,cellular,-1,unknown,no,83,0
1102,admin.,1130,yes,no,cellular,-1,unknown,no,236,0
1260,blue-collar,625,no,no,cellular,-1,unknown,no,133,0
5020,blue-collar,2188,no,no,unknown,-1,unknown,no,193,0
3114,housemaid,491,no,no,cellular,-1,unknown,no,503,0
3961,services,65,no,yes,cellular,-1,unknown,no,881,1
5154,management,1,no,no,cellular,-1,unknown,no,396,1
6715,blue-collar,2095,yes,yes,cellular,-1,unknown,no,438,0
1089,self-employed,137,yes,yes,unknown,-1,unknown,no,246,0
4492,admin.,3957,yes,no,telephone,334,other,no,58,0
2069,blue-collar,1461,yes,no,unknown,-1,unknown,no,554,1
3801,management,27,no,no,cellular,-1,unknown,no,165,0
5228,management,1304,yes,no,cellular,-1,unknown,no,536,1
1038,technician,2489,yes,no,telephone,-1,unknown,no,342,1
4068,management,572,no,no,cellular,-1,unknown,no,224,1
5490,blue-collar,111,yes,no,cellular,-1,unknown,no,14,0
5718,blue-collar,3576,yes,no,cellular,308,other,no,124,0
5947,management,-11,yes,no,cellular,-1,unknown,no,164,0
6653,retired,2714,no,no,cellular,287,failure,no,165,1
665,management,0,no,no,cellular,-1,unknown,no,360,0
1612,unemployed,219,yes,no,unknown,-1,unknown,no,357,0
3999,admin.,869,no,no,unknown,-1,unknown,no,1677,1
4808,technician,501,yes,no,unknown,-1,unknown,no,579,1
2391,management,2171,yes,yes,telephone,-1,unknown,no,1034,1
4083,management,149,yes,no,unknown,-1,unknown,no,662,1
711,housemaid,3680,no,no,unknown,-1,unknown,no,131,0
7005,services,608,no,no,cellular,-1,unknown,no,380,0
7266,admin.,190,no,no,cellular,-1,unknown,no,514,1
486,admin.,983,yes,no,cellular,-1,unknown,no,189,1
165,management,119,no,no,cellular,165,failure,no,200,0
2818,student,151,yes,no,unknown,-1,unknown,no,97,0
6528,management,7668,no,no,cellular,-1,unknown,no,124,0
6573,unemployed,-35,no,no,cellular,-1,unknown,no,339,0
6466,retired,2850,no,no,cellular,144,failure,no,512,0
7034,management,1125,yes,no,unknown,-1,unknown,no,301,0
2129,blue-collar,0,no,no,cellular,-1,unknown,no,57,0
3794,technician,598,yes,no,cellular,288,failure,no,177,1
1572,housemaid,66,yes,no,cellular,-1,unknown,no,1391,1
3316,admin.,817,yes,yes,cellular,-1,unknown,no,51,0
7109,technician,1629,no,no,cellular,-1,unknown,no,653,1
7150,blue-collar,3728,yes,no,cellular,-1,unknown,no,1060,1
6299,technician,0,no,no,unknown,-1,unknown,yes,236,0
2866,technician,27,yes,no,cellular,260,success,no,631,1
1999,technician,2847,no,no,cellular,-1,unknown,no,327,1
3288,retired,0,no,no,cellular,-1,unknown,no,189,1
5378,management,1423,yes,no,telephone,-1,unknown,no,733,1
