,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,day,duration,previous,deposit
7090,30,blue-collar,7773,yes,no,cellular,nov,1,-1,unknown,single,secondary,20,705,0,1
436,32,management,131,yes,yes,cellular,jul,2,-1,unknown,single,secondary,23,1152,0,1
1532,57,management,337,no,no,cellular,feb,2,-1,unknown,married,tertiary,5,59,0,0
4417,41,technician,1646,yes,no,cellular,may,1,90,success,single,tertiary,5,258,7,1
1403,35,management,0,no,yes,cellular,aug,4,-1,unknown,single,tertiary,14,370,0,0
1309,49,blue-collar,1127,yes,yes,cellular,apr,2,281,failure,married,secondary,17,162,1,0
2704,46,admin.,1252,yes,yes,cellular,nov,1,-1,unknown,married,secondary,17,59,0,0
3899,39,blue-collar,167,yes,yes,cellular,may,1,-1,unknown,married,secondary,12,612,0,1
1057,21,student,123,no,no,telephone,nov,1,91,success,single,secondary,11,513,1,1
3911,50,blue-collar,452,no,no,cellular,aug,2,-1,unknown,married,unknown,20,181,0,0
2964,35,management,2885,no,no,cellular,aug,3,43,other,divorced,tertiary,13,199,8,1
5041,49,blue-collar,230,no,yes,unknown,jun,1,-1,unknown,married,primary,30,176,0,0
3492,26,technician,2002,no,no,cellular,jan,1,-1,unknown,single,secondary,29,146,0,1
5510,31,technician,279,yes,no,unknown,may,1,-1,unknown,single,tertiary,13,198,0,0
3074,33,management,1724,no,no,cellular,feb,6,-1,unknown,single,tertiary,3,252,0,0
5283,43,admin.,132,no,no,cellular,mar,1,-1,unknown,married,secondary,17,220,0,1
1500,33,management,133,yes,no,unknown,may,4,-1,unknown,married,tertiary,26,308,0,0
3690,62,retired,1515,yes,no,cellular,oct,1,187,failure,married,primary,19,131,2,0
116,43,management,1336,yes,yes,cellular,may,2,309,failure,married,tertiary,27,82,1,0
4870,32,technician,211,yes,yes,unknown,may,4,-1,unknown,divorced,secondary,29,230,0,0
2491,54,unemployed,582,yes,no,cellular,may,5,372,failure,married,secondary,15,693,2,1
6934,60,blue-collar,2090,yes,no,cellular,may,2,-1,unknown,married,unknown,7,957,0,1
352,47,admin.,2232,no,no,cellular,may,1,103,success,divorced,secondary,27,439,1,1
802,31,self-employed,2589,no,no,cellular,nov,1,-1,unknown,single,tertiary,21,614,0,1
2717,60,retired,381,yes,no,cellular,apr,2,344,failure,divorced,tertiary,17,208,4,0
375,48,blue-collar,1230,yes,no,cellular,may,2,182,success,married,secondary,13,328,3,1
933,87,retired,6746,no,no,telephone,oct,1,-1,unknown,divorced,primary,21,749,0,1
3418,55,blue-collar,158,yes,no,unknown,may,18,-1,unknown,married,primary,15,176,0,0
6903,30,technician,656,no,yes,unknown,jul,1,-1,unknown,single,secondary,4,523,0,0
1849,60,management,3401,no,no,cellular,oct,1,270,failure,married,tertiary,30,294,1,1
3609,34,admin.,1467,yes,no,cellular,apr,1,332,failure,married,secondary,17,113,2,0
6838,70,retired,6422,no,no,cellular,mar,1,-1,unknown,married,secondary,10,122,0,1
1349,44,self-employed,680,yes,no,telephone,jul,4,-1,unknown,married,unknown,30,84,0,0
5811,44,blue-collar,579,yes,no,unknown,may,2,-1,unknown,divorced,secondary,6,198,0,0
5709,43,admin.,388,yes,no,cellular,nov,2,-1,unknown,married,secondary,19,111,0,0
7378,29,management,1026,no,no,cellular,feb,2,92,success,single,tertiary,12,138,2,1
740,53,blue-collar,1777,yes,no,cellular,nov,5,154,failure,married,secondary,21,796,1,1
6176,40,management,0,yes,no,cellular,mar,2,-1,unknown,married,tertiary,25,506,0,1
5903,31,management,256,yes,no,cellular,jul,24,-1,unknown,married,tertiary,7,28,0,0
1015,40,admin.,732,no,no,cellular,sep,1,139,success,married,secondary,9,71,4,0
3012,34,blue-collar,2495,yes,no,unknown,may,1,-1,unknown,married,secondary,23,924,0,1
4225,32,student,64,no,no,cellular,jun,4,105,failure,single,tertiary,30,598,5,1
3392,37,management,1449,no,no,unknown,jun,1,-1,unknown,single,tertiary,3,291,0,0
6261,52,housemaid,234,no,no,cellular,nov,1,-1,unknown,married,secondary,20,208,0,0
2576,35,technician,1001,no,yes,cellular,jul,2,-1,unknown,single,secondary,24,178,0,0
4664,42,technician,13410,no,yes,cellular,aug,2,-1,unknown,married,tertiary,14,149,0,0
6605,35,self-employed,3698,yes,no,cellular,mar,1,-1,unknown,married,tertiary,5,106,0,1
2477,22,services,344,yes,no,cellular,may,1,-1,unknown,single,secondary,18,347,0,1
1853,42,entrepreneur,324,yes,no,cellular,jul,3,-1,unknown,married,secondary,15,528,0,0
6780,40,services,4157,yes,no,unknown,may,1,-1,unknown,married,secondary,15,735,0,0
5568,29,unemployed,550,no,no,cellular,jan,1,-1,unknown,single,primary,29,801,0,1
6565,43,management,0,no,no,cellular,jun,2,296,failure,single,tertiary,30,275,1,1
19,48,services,2597,yes,no,cellular,may,2,355,failure,married,secondary,6,182,1,0
3370,31,management,202,yes,no,cellular,jul,1,62,failure,single,secondary,8,167,1,1
5676,39,management,378,yes,yes,unknown,may,2,-1,unknown,married,tertiary,5,127,0,0
6178,30,entrepreneur,265,yes,yes,unknown,jun,10,-1,unknown,single,secondary,3,67,0,0
1310,37,management,586,yes,no,cellular,jul,2,-1,unknown,married,tertiary,11,141,0,0
4321,49,entrepreneur,5802,no,no,cellular,apr,2,-1,unknown,single,secondary,30,618,0,1
150,48,services,-276,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,13,674,0,1
3434,35,admin.,557,yes,no,cellular,jun,4,-1,unknown,married,secondary,17,54,0,0
5975,36,management,565,no,no,cellular,mar,1,-1,unknown,married,secondary,27,300,0,1
653,33,technician,3243,no,no,cellular,aug,4,-1,unknown,married,secondary,12,439,0,1
5186,39,technician,1104,no,no,cellular,aug,2,-1,unknown,single,secondary,7,395,0,1
4415,45,admin.,46,yes,no,cellular,may,1,-1,unknown,married,secondary,5,234,0,0
1678,49,admin.,228,yes,no,cellular,jun,1,92,success,single,tertiary,2,407,1,1
5216,42,management,461,yes,no,unknown,jun,1,-1,unknown,divorced,tertiary,3,72,0,0
3466,48,services,127,no,no,cellular,jul,1,-1,unknown,married,secondary,8,117,0,0
7292,66,housemaid,1929,no,no,cellular,feb,1,-1,unknown,married,secondary,2,169,0,0
5091,31,technician,2388,no,no,cellular,aug,1,-1,unknown,single,secondary,5,123,0,0
2276,25,blue-collar,509,no,no,cellular,mar,1,-1,unknown,single,secondary,5,418,0,1
3224,35,self-employed,3443,no,no,cellular,jul,4,-1,unknown,divorced,secondary,30,409,0,0
6135,39,technician,94,no,no,cellular,aug,2,-1,unknown,married,tertiary,7,70,0,0
5508,32,management,2069,no,no,cellular,apr,1,-1,unknown,single,tertiary,22,545,0,1
1002,71,retired,2887,no,no,cellular,jun,1,-1,unknown,married,tertiary,30,128,0,1
1413,37,admin.,9,yes,no,cellular,may,1,-1,unknown,single,secondary,14,165,0,0
248,30,entrepreneur,12737,no,yes,cellular,nov,2,-1,unknown,married,secondary,19,589,0,1
254,59,retired,1035,yes,yes,cellular,aug,1,-1,unknown,married,secondary,5,223,0,0
3299,28,management,1633,no,no,cellular,jun,1,-1,unknown,single,secondary,5,275,0,1
3596,43,admin.,0,no,no,unknown,jun,12,-1,unknown,married,secondary,20,804,0,0
5141,57,admin.,2120,no,no,cellular,aug,4,-1,unknown,married,secondary,19,687,0,1
6038,61,retired,2557,yes,no,cellular,feb,2,92,success,married,tertiary,10,158,5,1
1896,30,admin.,26,yes,no,cellular,apr,1,323,failure,married,tertiary,16,62,1,0
5068,55,services,283,yes,no,unknown,may,1,-1,unknown,married,secondary,19,156,0,0
6750,25,blue-collar,217,yes,no,cellular,may,1,-1,unknown,single,secondary,18,504,0,1
1135,51,blue-collar,0,no,no,unknown,jun,7,-1,unknown,married,unknown,2,61,0,0
3760,34,management,355,no,no,cellular,aug,3,-1,unknown,married,secondary,21,314,0,0
5794,54,unemployed,252,yes,no,cellular,jul,1,-1,unknown,single,tertiary,21,101,0,0
1107,31,management,471,no,no,cellular,aug,2,-1,unknown,single,tertiary,29,153,0,0
3477,59,admin.,92,yes,no,cellular,may,2,350,failure,married,secondary,12,139,1,0
77,39,technician,8,no,yes,cellular,nov,2,96,failure,married,secondary,17,333,2,0
5450,58,management,5701,no,no,cellular,apr,1,87,success,divorced,tertiary,30,354,1,1
6541,86,retired,0,no,no,telephone,aug,1,-1,unknown,divorced,primary,26,189,0,1
7010,30,blue-collar,103,yes,no,cellular,apr,2,317,other,single,secondary,17,2053,1,0
985,58,unknown,1547,no,no,telephone,aug,4,-1,unknown,married,unknown,5,1186,0,1
1299,28,blue-collar,708,yes,no,unknown,jun,5,-1,unknown,married,secondary,6,339,0,0
2680,80,retired,997,no,no,cellular,jan,1,91,success,married,primary,28,151,3,1
3236,64,retired,2139,no,no,cellular,oct,2,-1,unknown,married,tertiary,14,632,0,0
4969,54,technician,-315,no,yes,cellular,jul,1,-1,unknown,married,secondary,10,2029,0,1
4784,29,technician,110,yes,no,cellular,apr,1,-1,unknown,single,secondary,13,1036,0,1
3331,55,blue-collar,3485,no,no,cellular,aug,4,-1,unknown,married,primary,18,625,0,1
1807,33,management,1323,no,no,cellular,jun,1,-1,unknown,married,tertiary,1,327,0,1
2789,32,admin.,620,no,no,cellular,apr,2,343,failure,single,secondary,17,211,3,0
4317,25,technician,102,no,yes,cellular,jul,2,-1,unknown,single,secondary,8,574,0,1
7233,24,management,736,yes,no,cellular,apr,2,246,other,single,tertiary,15,442,2,1
6514,35,blue-collar,260,yes,no,telephone,may,6,-1,unknown,married,secondary,13,155,0,0
7196,31,blue-collar,3311,yes,no,unknown,may,1,-1,unknown,married,secondary,20,719,0,1
5344,58,management,5037,yes,no,cellular,nov,2,-1,unknown,divorced,tertiary,18,1437,0,1
1249,39,services,2843,yes,no,unknown,jun,1,-1,unknown,married,secondary,19,585,0,1
6235,33,management,3935,yes,no,cellular,may,1,342,failure,married,secondary,6,765,2,1
3210,39,management,1914,no,no,cellular,aug,4,-1,unknown,single,tertiary,18,94,0,0
5958,31,services,371,yes,yes,cellular,apr,1,-1,unknown,married,secondary,17,654,0,0
5952,57,technician,96,no,no,cellular,aug,4,-1,unknown,divorced,tertiary,21,913,0,1
645,34,admin.,6979,yes,no,cellular,may,5,-1,unknown,single,secondary,15,14,0,0
5892,58,blue-collar,1457,yes,no,cellular,jul,4,-1,unknown,married,secondary,8,144,0,0
4383,37,technician,480,no,no,cellular,oct,2,182,other,married,secondary,22,344,8,1
2507,34,blue-collar,15841,yes,no,cellular,apr,5,-1,unknown,married,primary,20,423,0,0
6580,32,technician,29,no,no,cellular,aug,2,-1,unknown,single,secondary,19,156,0,0
4785,35,technician,2658,yes,no,cellular,aug,2,141,failure,single,tertiary,19,768,3,1
1387,33,management,5276,no,no,cellular,nov,1,-1,unknown,single,tertiary,4,572,0,0
155,44,admin.,0,no,no,cellular,jul,1,-1,unknown,married,secondary,31,209,0,0
4544,32,services,310,yes,no,unknown,may,1,-1,unknown,single,secondary,6,144,0,0
636,39,management,1836,no,no,cellular,aug,3,-1,unknown,married,tertiary,6,902,0,1
1104,23,admin.,897,yes,no,cellular,feb,2,280,failure,single,tertiary,8,190,8,1
5515,38,technician,3234,no,no,cellular,nov,2,-1,unknown,married,tertiary,18,578,0,1
94,36,management,93,no,no,cellular,jul,2,182,failure,married,tertiary,12,262,7,1
4803,38,self-employed,30,no,no,unknown,jun,1,-1,unknown,married,secondary,16,91,0,0
4066,49,management,234,no,no,cellular,aug,6,-1,unknown,married,tertiary,22,55,0,0
1782,36,management,4,yes,no,cellular,jul,1,61,success,single,tertiary,7,529,3,0
1530,58,entrepreneur,853,no,no,unknown,jun,2,-1,unknown,married,tertiary,5,1149,0,1
5501,29,management,231,no,no,cellular,may,1,14,failure,married,secondary,14,1075,1,1
3808,48,management,1808,yes,no,cellular,feb,1,-1,unknown,married,tertiary,26,245,0,1
6955,30,blue-collar,167,yes,no,cellular,jul,1,-1,unknown,married,secondary,10,255,0,1
1797,35,unemployed,2080,yes,no,telephone,apr,3,-1,unknown,married,secondary,14,266,0,0
5039,30,services,495,yes,no,cellular,nov,1,-1,unknown,single,secondary,21,641,0,1
6424,25,services,505,no,no,cellular,jun,1,-1,unknown,single,secondary,15,284,0,1
4223,38,management,1722,yes,no,cellular,jul,1,-1,unknown,married,tertiary,10,500,0,1
86,28,technician,655,yes,no,unknown,may,2,-1,unknown,married,secondary,9,179,0,0
3018,21,student,357,no,no,cellular,sep,3,-1,unknown,single,secondary,2,115,0,0
1264,26,blue-collar,-887,yes,no,cellular,may,2,-1,unknown,single,primary,18,827,0,1
3657,44,technician,7138,no,no,cellular,aug,2,-1,unknown,single,secondary,8,809,0,1
25,28,student,3733,yes,no,cellular,aug,5,91,success,single,tertiary,21,419,7,0
2054,32,self-employed,0,yes,no,cellular,may,1,-1,unknown,single,tertiary,6,767,0,1
3958,42,technician,-215,no,no,unknown,jun,5,-1,unknown,married,tertiary,20,1573,0,1
3481,30,services,101,yes,no,cellular,nov,2,-1,unknown,single,secondary,19,85,0,0
6946,40,services,446,yes,no,unknown,may,1,-1,unknown,married,secondary,16,1252,0,1
2974,43,blue-collar,413,yes,no,cellular,aug,2,182,success,married,secondary,12,235,4,1
573,32,blue-collar,759,yes,no,cellular,apr,5,-1,unknown,married,secondary,9,317,0,1
5227,54,technician,136,no,yes,cellular,jul,4,-1,unknown,divorced,secondary,10,151,0,0
1994,57,retired,318,no,no,cellular,aug,4,-1,unknown,married,primary,22,371,0,0
6490,51,technician,1533,no,no,unknown,jun,2,-1,unknown,married,tertiary,18,242,0,0
480,45,admin.,111,yes,no,cellular,aug,1,-1,unknown,married,secondary,11,173,0,0
6229,60,blue-collar,4903,no,yes,unknown,jun,1,-1,unknown,married,primary,9,290,0,0
374,50,technician,156,no,yes,cellular,jul,3,-1,unknown,married,secondary,14,1130,0,1
151,82,retired,211,no,no,telephone,apr,3,-1,unknown,married,unknown,22,195,0,0
4579,33,services,207,yes,no,cellular,may,4,-1,unknown,married,secondary,14,629,0,1
3056,45,technician,351,yes,no,telephone,aug,2,-1,unknown,married,secondary,29,18,0,0
4857,28,blue-collar,75,no,no,unknown,jun,1,-1,unknown,single,secondary,1,7,0,0
1723,30,technician,4787,yes,no,cellular,nov,1,167,failure,single,secondary,18,266,2,0
3380,47,management,12026,yes,no,telephone,oct,1,-1,unknown,divorced,tertiary,27,251,0,1
6507,33,blue-collar,706,yes,no,cellular,apr,1,322,failure,single,secondary,7,329,1,0
4013,44,management,-1636,yes,yes,cellular,may,1,-1,unknown,married,tertiary,11,257,0,0
998,42,housemaid,314,no,no,unknown,jun,2,-1,unknown,divorced,secondary,9,249,0,0
6239,29,blue-collar,482,no,yes,cellular,jul,3,-1,unknown,single,secondary,10,1097,0,1
819,35,management,2707,no,no,cellular,feb,1,-1,unknown,single,tertiary,5,699,0,1
1396,33,technician,0,no,no,cellular,aug,2,-1,unknown,married,secondary,13,78,0,0
6034,32,management,718,yes,no,cellular,jun,1,-1,unknown,single,tertiary,15,95,0,1
1681,37,technician,1435,no,no,cellular,aug,16,-1,unknown,single,secondary,18,724,0,1
654,40,services,-9,yes,no,unknown,may,2,-1,unknown,married,primary,15,920,0,1
4773,66,retired,206,no,no,cellular,feb,1,-1,unknown,married,primary,9,479,0,1
4222,34,management,417,yes,no,cellular,aug,1,174,failure,single,tertiary,5,270,15,1
4872,41,services,1319,yes,no,cellular,may,1,-1,unknown,married,secondary,11,305,0,0
1446,26,student,97,no,no,cellular,aug,1,-1,unknown,single,tertiary,27,382,0,0
305,35,management,2717,no,no,cellular,aug,6,-1,unknown,married,tertiary,13,394,0,1
5509,40,unemployed,1694,no,no,cellular,aug,6,-1,unknown,divorced,secondary,12,473,0,1
1927,66,retired,203,no,no,cellular,jul,1,-1,unknown,married,secondary,7,376,0,1
4408,36,admin.,29,no,no,cellular,aug,1,-1,unknown,married,tertiary,12,576,0,1
5272,38,housemaid,70,no,no,cellular,jun,1,-1,unknown,divorced,secondary,1,263,0,1
2415,46,management,149,no,no,cellular,nov,2,-1,unknown,married,secondary,21,1222,0,1
4895,37,management,1775,no,no,cellular,jul,5,-1,unknown,divorced,tertiary,15,514,0,1
2665,29,blue-collar,0,yes,no,cellular,may,6,-1,unknown,married,secondary,11,116,0,0
5499,33,services,1697,no,no,cellular,nov,1,-1,unknown,married,secondary,3,179,0,1
2862,39,management,937,no,no,cellular,apr,4,-1,unknown,married,tertiary,16,144,0,1
2713,47,technician,2836,no,yes,cellular,aug,2,-1,unknown,divorced,secondary,14,10,0,0
5912,30,services,-158,yes,no,cellular,may,1,370,failure,single,secondary,12,426,2,1
410,64,retired,4833,no,no,cellular,oct,1,181,failure,divorced,secondary,20,621,3,1
5025,37,entrepreneur,8,yes,yes,cellular,jul,1,-1,unknown,married,primary,16,46,0,0
6821,33,services,210,yes,no,cellular,may,2,-1,unknown,married,secondary,13,1207,0,1
6313,54,retired,309,no,no,cellular,aug,2,-1,unknown,married,primary,13,969,0,1
5341,31,technician,14533,no,no,cellular,jun,2,-1,unknown,married,unknown,16,245,0,1
5274,32,admin.,0,yes,no,unknown,may,1,-1,unknown,married,tertiary,5,138,0,0
1626,40,blue-collar,1515,yes,no,cellular,aug,1,-1,unknown,married,secondary,10,503,0,1
6401,35,blue-collar,602,yes,no,cellular,may,6,-1,unknown,married,primary,14,467,0,0
2574,53,technician,751,yes,no,unknown,may,4,-1,unknown,divorced,secondary,16,343,0,0
1873,53,management,261,no,no,cellular,aug,2,-1,unknown,married,tertiary,19,100,0,0
6360,44,management,3665,no,no,cellular,mar,1,-1,unknown,married,tertiary,17,325,0,0
299,34,management,101,yes,no,cellular,aug,5,-1,unknown,married,tertiary,13,209,0,0
1050,44,management,12,yes,no,cellular,nov,2,-1,unknown,single,tertiary,19,126,0,0
5070,58,admin.,169,no,no,cellular,aug,1,92,success,married,secondary,13,880,8,1
1009,56,management,830,yes,yes,unknown,may,1,-1,unknown,married,tertiary,6,1201,0,1
2627,28,self-employed,5215,no,no,cellular,jun,1,-1,unknown,single,tertiary,2,673,0,0
995,46,management,5559,no,no,unknown,jun,1,-1,unknown,married,secondary,17,483,0,0
1221,53,management,9072,no,no,cellular,nov,2,-1,unknown,married,tertiary,18,117,0,0
4398,40,blue-collar,746,yes,yes,cellular,feb,1,262,other,married,secondary,2,241,3,0
4760,35,management,8,no,no,cellular,apr,3,-1,unknown,married,tertiary,23,93,0,1
5938,46,blue-collar,977,no,yes,telephone,feb,3,-1,unknown,married,primary,2,436,0,1
5326,37,management,876,yes,no,cellular,apr,4,327,failure,single,tertiary,15,140,2,0
2490,36,admin.,437,yes,no,cellular,may,2,344,success,divorced,secondary,14,722,1,1
193,38,admin.,46,no,no,cellular,aug,2,-1,unknown,married,secondary,7,48,0,0
2210,43,management,1429,yes,no,cellular,nov,1,198,other,married,tertiary,19,1015,2,1
3077,33,technician,264,no,no,cellular,aug,4,-1,unknown,married,secondary,28,180,0,0
2808,36,technician,144,no,no,cellular,may,1,308,failure,single,secondary,26,87,2,0
7212,35,management,73,yes,no,unknown,may,2,-1,unknown,single,secondary,28,79,0,0
3002,58,admin.,92,yes,no,unknown,may,1,-1,unknown,married,secondary,27,180,0,0
250,52,services,337,yes,no,unknown,may,3,-1,unknown,married,unknown,19,85,0,0
3931,61,management,477,yes,no,cellular,oct,1,520,other,married,tertiary,29,377,1,1
3980,31,student,0,no,no,cellular,sep,1,-1,unknown,single,secondary,22,173,0,0
3782,29,admin.,332,no,no,cellular,apr,1,-1,unknown,married,tertiary,9,179,0,1
2097,33,technician,2044,yes,no,cellular,may,3,-1,unknown,married,secondary,4,532,0,1
3337,18,student,608,no,no,cellular,aug,1,-1,unknown,single,primary,12,267,0,1
4771,41,blue-collar,925,yes,no,telephone,may,1,-1,unknown,single,secondary,13,43,0,0
3750,38,blue-collar,3598,no,no,unknown,jun,1,-1,unknown,married,secondary,6,154,0,0
3649,52,technician,117,no,no,cellular,feb,3,186,success,married,secondary,26,959,6,1
5045,36,management,1989,no,no,unknown,jun,2,-1,unknown,married,secondary,17,344,0,0
1067,36,management,203,no,no,cellular,jul,3,179,success,married,tertiary,23,608,2,1
6408,69,retired,482,no,no,cellular,jul,2,-1,unknown,divorced,primary,2,260,0,1
2629,47,admin.,2601,no,no,cellular,sep,1,-1,unknown,married,secondary,24,261,0,1
3026,56,admin.,2087,yes,no,unknown,may,1,-1,unknown,married,secondary,12,146,0,0
6337,54,housemaid,167,yes,no,cellular,jul,2,-1,unknown,married,primary,22,106,0,0
3406,32,technician,1119,no,no,cellular,nov,2,-1,unknown,married,secondary,19,371,0,0
1671,52,admin.,813,no,yes,cellular,aug,2,-1,unknown,married,primary,5,113,0,0
6423,44,management,1058,no,no,cellular,mar,3,-1,unknown,married,tertiary,11,188,0,1
5837,31,technician,15,no,no,unknown,jun,1,-1,unknown,married,tertiary,2,389,0,0
3698,22,student,1,no,no,telephone,jun,4,-1,unknown,single,unknown,15,263,0,0
2859,45,technician,5110,no,no,cellular,apr,2,-1,unknown,married,tertiary,22,341,0,1
6963,50,technician,2218,yes,no,cellular,aug,1,-1,unknown,married,secondary,17,711,0,1
