,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,day,duration,previous,deposit
2141,46,services,281,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,6,267,0,0
1419,32,management,141,yes,no,cellular,may,3,89,success,married,tertiary,4,78,9,0
7038,47,blue-collar,-58,yes,no,cellular,jul,2,-1,unknown,married,primary,18,92,0,0
6809,24,blue-collar,476,yes,no,unknown,jun,1,-1,unknown,single,secondary,4,161,0,0
5693,52,management,4358,no,no,telephone,jul,7,-1,unknown,married,tertiary,31,30,0,0
913,33,services,1595,yes,no,unknown,may,1,-1,unknown,single,tertiary,26,296,0,0
4327,61,retired,86,no,no,cellular,oct,1,-1,unknown,married,secondary,23,149,0,1
614,26,technician,223,no,yes,cellular,jul,3,-1,unknown,single,secondary,21,1002,0,1
4393,28,management,1825,no,no,cellular,mar,1,-1,unknown,single,tertiary,9,236,0,1
7194,40,management,143,no,no,cellular,aug,6,-1,unknown,married,tertiary,13,832,0,0
5133,49,admin.,228,yes,no,cellular,sep,2,93,success,single,tertiary,3,252,2,1
1385,92,retired,775,no,no,cellular,jan,4,96,success,married,unknown,26,164,3,1
5020,37,blue-collar,2188,no,no,unknown,may,8,-1,unknown,single,unknown,16,193,0,0
3260,28,blue-collar,751,yes,no,cellular,jul,5,-1,unknown,married,secondary,22,598,0,1
3494,55,technician,6958,yes,yes,unknown,may,2,-1,unknown,married,secondary,13,178,0,0
2552,68,retired,2812,no,no,cellular,feb,2,181,failure,married,tertiary,3,279,1,1
5775,29,blue-collar,940,yes,yes,cellular,may,1,-1,unknown,married,secondary,15,382,0,1
7262,48,admin.,3756,no,no,cellular,aug,10,-1,unknown,married,unknown,14,65,0,0
7233,24,management,736,yes,no,cellular,apr,2,246,other,single,tertiary,15,442,2,1
1600,35,blue-collar,0,yes,no,cellular,apr,1,345,other,single,secondary,16,1174,4,1
6579,28,services,340,yes,no,cellular,jul,2,-1,unknown,single,secondary,24,821,0,1
2251,36,blue-collar,-206,yes,no,unknown,may,2,-1,unknown,married,secondary,8,177,0,0
2015,36,technician,664,no,no,cellular,aug,3,-1,unknown,single,secondary,22,309,0,0
211,45,blue-collar,594,yes,no,unknown,may,2,-1,unknown,divorced,primary,29,833,0,1
5135,51,entrepreneur,538,no,no,cellular,nov,4,-1,unknown,married,primary,18,1122,0,1
6696,36,services,472,yes,no,unknown,jun,1,-1,unknown,married,secondary,19,1017,0,0
2606,36,management,1379,no,no,cellular,may,1,186,failure,single,tertiary,25,189,1,1
6704,46,management,0,no,no,cellular,may,1,-1,unknown,married,tertiary,26,401,0,0
3230,56,management,616,no,no,cellular,feb,1,-1,unknown,married,tertiary,6,156,0,1
2905,36,services,115,no,no,unknown,jun,1,-1,unknown,divorced,secondary,6,201,0,0
511,32,self-employed,1423,no,no,cellular,aug,4,-1,unknown,married,tertiary,6,1249,0,1
6284,27,admin.,861,no,no,cellular,jun,4,-1,unknown,single,unknown,14,212,0,1
5196,39,management,3840,yes,no,cellular,aug,2,-1,unknown,single,tertiary,11,315,0,1
6845,32,services,1743,yes,no,cellular,apr,1,261,other,single,tertiary,1,1156,3,0
4985,53,management,7067,no,no,unknown,jun,3,-1,unknown,married,tertiary,6,82,0,0
1106,25,blue-collar,1857,yes,no,cellular,oct,1,91,success,single,secondary,12,187,12,1
929,32,management,134,yes,yes,cellular,may,3,-1,unknown,married,secondary,15,532,0,1
384,33,blue-collar,863,yes,no,telephone,may,3,-1,unknown,single,primary,13,622,0,1
817,30,management,1195,no,no,cellular,jul,2,-1,unknown,married,tertiary,18,146,0,0
6228,59,management,258,yes,no,telephone,oct,1,-1,unknown,divorced,tertiary,29,266,0,1
5874,33,blue-collar,1387,no,no,cellular,feb,1,-1,unknown,single,secondary,5,185,0,0
3497,31,technician,180,no,no,cellular,may,1,70,success,married,secondary,26,222,2,0
7105,33,technician,151,yes,no,cellular,apr,3,236,failure,single,secondary,20,104,6,0
3144,30,student,4468,no,no,cellular,feb,1,-1,unknown,single,unknown,2,204,0,1
600,46,technician,3308,no,no,cellular,oct,1,91,success,married,unknown,27,171,2,1
5245,51,technician,0,no,no,cellular,mar,2,-1,unknown,married,tertiary,2,539,0,1
3232,35,technician,2201,no,no,telephone,apr,1,-1,unknown,married,secondary,12,350,0,1
4017,32,blue-collar,1426,yes,no,cellular,nov,1,-1,unknown,single,primary,20,114,0,0
1579,45,blue-collar,0,no,no,cellular,aug,2,472,success,single,secondary,5,374,1,1
1263,43,unemployed,0,yes,no,cellular,jul,2,-1,unknown,divorced,secondary,24,229,0,0
3948,56,technician,3499,yes,no,unknown,may,3,-1,unknown,single,secondary,29,248,0,0
5331,47,services,3644,no,no,unknown,jun,2,-1,unknown,single,secondary,9,83,0,0
3150,32,blue-collar,567,yes,no,cellular,may,2,342,other,single,secondary,7,275,4,0
2693,40,technician,103,yes,no,unknown,may,2,-1,unknown,married,tertiary,8,135,0,0
4570,45,admin.,1506,no,no,cellular,jul,4,-1,unknown,divorced,tertiary,28,365,0,1
1808,30,admin.,370,yes,no,unknown,may,1,-1,unknown,divorced,secondary,15,160,0,0
5602,31,blue-collar,0,yes,yes,unknown,may,4,-1,unknown,married,primary,12,59,0,0
5109,31,management,0,no,no,cellular,aug,1,-1,unknown,married,secondary,11,720,0,1
3359,28,student,1562,no,no,cellular,feb,4,-1,unknown,single,tertiary,15,659,0,1
1088,32,technician,102,yes,no,unknown,may,11,-1,unknown,married,unknown,21,12,0,0
1780,32,management,874,no,no,cellular,aug,6,-1,unknown,divorced,tertiary,12,1282,0,1
3306,33,management,1120,no,no,cellular,aug,2,-1,unknown,single,tertiary,11,1070,0,1
3889,53,technician,10185,no,no,cellular,mar,1,-1,unknown,married,secondary,23,115,0,1
6183,33,technician,4,yes,yes,unknown,jun,2,-1,unknown,married,secondary,18,625,0,1
2558,47,technician,-9,no,no,cellular,aug,2,-1,unknown,married,secondary,14,457,0,0
3554,30,management,7,yes,no,cellular,aug,1,164,other,married,tertiary,28,173,4,1
5507,58,technician,-354,yes,yes,cellular,jul,1,-1,unknown,divorced,secondary,7,98,0,0
4206,41,entrepreneur,39,yes,no,cellular,nov,2,-1,unknown,married,primary,21,549,0,1
2363,47,technician,293,no,no,cellular,jun,1,90,success,married,secondary,1,251,1,1
4060,26,unemployed,3511,no,no,cellular,apr,2,-1,unknown,single,tertiary,30,439,0,1
1405,30,management,186,yes,no,cellular,nov,3,-1,unknown,single,secondary,20,235,0,0
3032,57,housemaid,260,yes,no,unknown,may,3,-1,unknown,married,primary,16,38,0,0
3970,39,housemaid,109,yes,no,unknown,may,3,-1,unknown,single,primary,6,699,0,0
6992,37,admin.,10465,no,no,unknown,jun,6,-1,unknown,married,secondary,17,144,0,0
3055,27,services,0,yes,no,cellular,jul,13,-1,unknown,married,secondary,22,1608,0,1
5269,25,services,2311,no,yes,cellular,jul,2,-1,unknown,single,secondary,21,1105,0,1
2327,46,blue-collar,219,yes,no,cellular,nov,1,-1,unknown,divorced,primary,21,729,0,1
5487,34,technician,16,no,no,cellular,aug,1,-1,unknown,single,secondary,13,990,0,1
5837,31,technician,15,no,no,unknown,jun,1,-1,unknown,married,tertiary,2,389,0,0
654,40,services,-9,yes,no,unknown,may,2,-1,unknown,married,primary,15,920,0,1
3678,42,blue-collar,-407,yes,yes,cellular,may,7,-1,unknown,married,primary,12,829,0,1
3466,48,services,127,no,no,cellular,jul,1,-1,unknown,married,secondary,8,117,0,0
6954,60,admin.,1614,no,no,cellular,aug,6,-1,unknown,married,tertiary,20,921,0,1
6290,30,services,292,yes,yes,cellular,apr,4,-1,unknown,married,secondary,15,651,0,0
933,87,retired,6746,no,no,telephone,oct,1,-1,unknown,divorced,primary,21,749,0,1
442,42,admin.,281,yes,no,unknown,may,1,-1,unknown,married,secondary,15,118,0,0
4079,34,blue-collar,383,yes,no,unknown,may,1,-1,unknown,divorced,secondary,13,2231,0,1
6066,23,services,1309,yes,no,unknown,jun,2,-1,unknown,married,secondary,3,349,0,0
2469,49,management,3371,no,no,cellular,nov,2,-1,unknown,married,primary,11,269,0,1
4555,35,management,97,yes,no,unknown,may,4,-1,unknown,married,secondary,29,135,0,0
3614,32,blue-collar,-238,yes,no,unknown,may,1,-1,unknown,married,secondary,27,427,0,0
7053,43,technician,1017,yes,no,unknown,may,2,-1,unknown,single,tertiary,19,257,0,0
2986,26,blue-collar,184,no,no,cellular,feb,2,6,other,single,secondary,3,110,1,0
4731,29,management,637,yes,no,cellular,jun,1,119,failure,single,tertiary,3,340,1,1
6755,33,management,728,yes,no,cellular,aug,5,-1,unknown,married,tertiary,13,275,0,0
1610,38,blue-collar,602,yes,no,unknown,may,12,-1,unknown,married,secondary,30,161,0,0
1406,49,blue-collar,298,yes,no,cellular,apr,2,86,failure,married,secondary,30,264,3,0
254,59,retired,1035,yes,yes,cellular,aug,1,-1,unknown,married,secondary,5,223,0,0
3966,37,technician,1762,no,no,cellular,apr,2,-1,unknown,married,secondary,16,334,0,1
769,34,management,8,no,no,cellular,aug,4,-1,unknown,married,tertiary,25,169,0,0
1761,36,technician,1327,no,no,cellular,oct,2,-1,unknown,married,tertiary,29,174,0,0
1046,25,student,703,no,no,cellular,may,3,-1,unknown,single,secondary,5,1100,0,0
6656,49,housemaid,198,yes,no,unknown,may,3,-1,unknown,divorced,primary,13,205,0,0
6801,37,admin.,869,no,no,cellular,jul,8,-1,unknown,single,tertiary,30,60,0,0
5805,40,blue-collar,475,yes,no,unknown,may,2,-1,unknown,married,secondary,5,332,0,0
5922,60,retired,0,no,no,cellular,sep,1,-1,unknown,married,secondary,9,408,0,1
136,28,services,47,no,no,cellular,jul,2,-1,unknown,single,secondary,22,405,0,0
2810,45,admin.,5346,yes,yes,unknown,oct,1,-1,unknown,married,secondary,21,187,0,1
793,44,admin.,497,yes,no,cellular,feb,3,270,other,married,secondary,3,321,2,0
4547,32,technician,616,yes,no,cellular,aug,7,-1,unknown,married,secondary,27,118,0,0
5073,39,technician,507,no,no,cellular,aug,4,-1,unknown,divorced,secondary,20,173,0,0
5883,58,retired,565,no,no,telephone,jul,1,-1,unknown,married,primary,7,876,0,1
671,31,management,596,no,no,cellular,aug,4,-1,unknown,married,tertiary,12,192,0,0
1872,31,management,1164,yes,yes,cellular,jul,3,-1,unknown,married,tertiary,18,238,0,0
5694,54,unemployed,1664,no,no,cellular,sep,1,105,success,divorced,secondary,15,106,3,1
1735,76,retired,820,no,no,telephone,apr,4,-1,unknown,married,secondary,23,263,0,1
4828,42,technician,11115,no,no,cellular,aug,1,102,success,single,unknown,10,187,1,1
6675,63,retired,1490,no,no,cellular,jun,1,-1,unknown,divorced,secondary,8,506,0,1
7115,33,management,1271,yes,no,cellular,apr,3,330,failure,single,tertiary,15,636,1,1
6826,38,admin.,1487,no,no,unknown,jun,2,-1,unknown,married,primary,9,332,0,0
5619,34,housemaid,1265,yes,no,unknown,jun,3,-1,unknown,married,tertiary,6,397,0,0
5408,57,retired,9367,no,no,cellular,feb,1,90,success,married,primary,11,981,6,1
3052,42,management,1064,no,no,cellular,aug,2,-1,unknown,divorced,tertiary,18,101,0,0
2886,87,retired,2190,no,no,telephone,jan,2,-1,unknown,married,primary,12,512,0,1
2184,59,blue-collar,1265,no,yes,cellular,jul,1,-1,unknown,divorced,primary,7,849,0,1
923,40,admin.,274,yes,yes,cellular,jul,4,-1,unknown,divorced,secondary,25,53,0,0
390,28,admin.,762,no,no,cellular,sep,3,-1,unknown,single,secondary,18,115,0,1
2016,32,services,689,yes,yes,cellular,jun,3,-1,unknown,married,secondary,16,162,0,1
6334,32,management,311,no,no,unknown,may,2,-1,unknown,single,tertiary,12,757,0,1
7284,32,management,1271,yes,no,unknown,may,1,-1,unknown,single,tertiary,20,51,0,0
416,32,technician,660,no,no,cellular,oct,2,490,failure,married,secondary,25,226,1,1
4519,51,services,122,no,yes,cellular,aug,2,-1,unknown,married,secondary,6,499,0,0
6107,49,blue-collar,23,yes,no,unknown,may,1,-1,unknown,married,primary,23,247,0,0
1634,29,management,199,yes,yes,unknown,may,4,-1,unknown,married,tertiary,7,1689,0,1
367,70,retired,275,no,no,cellular,apr,1,-1,unknown,divorced,primary,15,82,0,1
2948,39,admin.,732,no,no,cellular,apr,4,-1,unknown,married,secondary,23,522,0,1
6514,35,blue-collar,260,yes,no,telephone,may,6,-1,unknown,married,secondary,13,155,0,0
2547,38,admin.,1839,no,no,unknown,may,2,-1,unknown,married,secondary,23,63,0,0
5676,39,management,378,yes,yes,unknown,may,2,-1,unknown,married,tertiary,5,127,0,0
3125,34,admin.,1474,no,no,cellular,apr,2,-1,unknown,married,secondary,2,739,0,1
6479,31,services,1783,yes,yes,cellular,may,1,-1,unknown,married,secondary,6,219,0,0
4032,40,self-employed,311,yes,no,unknown,may,2,-1,unknown,married,secondary,20,723,0,0
5149,44,management,1954,no,no,cellular,jun,1,-1,unknown,married,tertiary,2,294,0,1
2749,27,admin.,1595,no,no,cellular,dec,2,197,success,married,secondary,29,196,2,1
6013,35,technician,1368,no,no,cellular,may,1,41,other,married,secondary,27,329,2,1
2012,57,retired,168,no,no,cellular,aug,1,-1,unknown,married,secondary,7,342,0,1
3737,32,blue-collar,4996,yes,no,unknown,may,2,-1,unknown,married,secondary,20,205,0,0
7000,38,entrepreneur,2543,no,no,cellular,nov,3,93,success,single,secondary,11,357,5,1
2658,38,services,0,no,no,cellular,jul,3,-1,unknown,married,primary,28,33,0,0
6406,30,admin.,482,no,no,cellular,apr,1,-1,unknown,married,secondary,23,86,0,0
2772,31,self-employed,1815,no,no,telephone,feb,1,-1,unknown,single,tertiary,9,1541,0,1
4111,42,management,-556,yes,yes,cellular,may,3,347,failure,married,tertiary,8,682,3,1
6893,36,technician,119,no,no,cellular,jul,8,-1,unknown,divorced,tertiary,23,127,0,0
3613,30,management,5359,no,no,cellular,may,1,98,success,single,tertiary,27,119,1,1
397,35,technician,294,yes,no,cellular,mar,1,90,success,married,secondary,9,301,4,1
686,55,retired,6690,no,no,cellular,apr,1,-1,unknown,married,secondary,30,534,0,0
3839,47,blue-collar,113,yes,no,unknown,may,1,-1,unknown,married,primary,13,276,0,0
2567,75,retired,6027,no,no,cellular,nov,2,94,failure,married,tertiary,16,1248,2,1
2154,42,admin.,-466,no,yes,telephone,jul,15,-1,unknown,married,primary,31,94,0,0
7229,36,management,3343,no,no,cellular,nov,1,-1,unknown,single,tertiary,18,307,0,0
46,32,services,3993,no,no,cellular,may,2,-1,unknown,single,secondary,22,148,0,1
1669,41,admin.,2550,yes,no,cellular,may,2,347,failure,divorced,secondary,15,894,2,0
2668,31,blue-collar,64,yes,no,cellular,jul,3,-1,unknown,married,secondary,18,302,0,0
1743,36,technician,376,no,no,cellular,sep,1,-1,unknown,married,tertiary,16,173,0,1
6775,55,management,505,yes,no,cellular,apr,1,316,other,married,tertiary,17,58,1,0
115,29,blue-collar,162,yes,no,cellular,jul,3,-1,unknown,married,secondary,15,126,0,0
907,58,entrepreneur,2920,yes,no,unknown,jun,1,-1,unknown,married,tertiary,9,136,0,0
1223,32,management,1088,yes,no,cellular,apr,1,363,success,single,secondary,6,317,2,1
6469,54,admin.,0,yes,yes,cellular,feb,1,182,success,divorced,secondary,4,330,3,0
1538,28,technician,386,no,no,cellular,may,1,-1,unknown,single,tertiary,25,867,0,1
1499,33,technician,2362,yes,no,cellular,aug,4,-1,unknown,married,secondary,26,271,0,0
5436,50,management,201,yes,no,cellular,jul,1,-1,unknown,divorced,tertiary,24,248,0,0
4146,42,blue-collar,413,yes,no,cellular,aug,2,-1,unknown,married,secondary,11,589,0,1
6763,48,management,174,no,no,cellular,aug,2,-1,unknown,divorced,tertiary,6,290,0,0
6244,39,services,25,yes,yes,cellular,may,1,351,failure,married,secondary,12,658,3,1
4775,49,entrepreneur,384,no,no,unknown,jun,1,-1,unknown,married,tertiary,11,64,0,0
5702,61,admin.,4608,no,no,cellular,mar,1,-1,unknown,married,secondary,12,212,0,1
1606,39,services,410,no,no,unknown,jun,4,-1,unknown,single,tertiary,19,266,0,0
3674,53,management,2578,no,no,cellular,nov,4,107,failure,married,tertiary,19,299,2,0
6839,25,student,2354,no,no,cellular,feb,7,-1,unknown,single,secondary,5,226,0,1
6077,28,self-employed,0,yes,no,cellular,feb,3,196,failure,married,tertiary,4,546,4,1
2163,40,services,-116,yes,no,unknown,may,3,-1,unknown,married,secondary,29,176,0,0
1309,49,blue-collar,1127,yes,yes,cellular,apr,2,281,failure,married,secondary,17,162,1,0
2167,58,retired,999,no,no,cellular,jul,6,-1,unknown,single,primary,25,188,0,0
7157,30,services,5,no,yes,cellular,jul,5,-1,unknown,married,secondary,10,829,0,1
3454,35,blue-collar,0,yes,no,cellular,jul,1,-1,unknown,married,secondary,9,277,0,0
2334,33,management,952,yes,no,cellular,apr,5,-1,unknown,single,tertiary,29,1241,0,1
3982,71,retired,1712,no,no,cellular,feb,1,-1,unknown,married,secondary,11,660,0,1
2013,45,management,786,no,no,cellular,sep,3,-1,unknown,married,tertiary,10,84,0,1
2319,44,blue-collar,0,no,no,cellular,jul,2,-1,unknown,married,secondary,30,684,0,1
3629,52,entrepreneur,-104,no,yes,cellular,jul,1,-1,unknown,married,primary,10,124,0,0
4598,57,unemployed,2743,no,no,cellular,jan,1,-1,unknown,married,primary,29,89,0,0
5126,27,services,221,no,yes,cellular,jul,1,-1,unknown,married,secondary,7,554,0,0
2433,34,technician,8,yes,no,cellular,may,2,-1,unknown,divorced,secondary,6,569,0,0
2683,37,blue-collar,1322,yes,no,cellular,nov,8,185,other,married,primary,21,14,1,0
3256,35,management,6659,yes,no,unknown,may,1,-1,unknown,single,tertiary,21,83,0,0
1256,29,management,1218,no,no,cellular,jan,2,-1,unknown,single,tertiary,30,258,0,0
1257,21,blue-collar,2265,no,no,cellular,may,4,99,success,single,secondary,27,156,2,0
1530,58,entrepreneur,853,no,no,unknown,jun,2,-1,unknown,married,tertiary,5,1149,0,1
1616,31,self-employed,17924,yes,no,cellular,nov,3,-1,unknown,single,tertiary,21,608,0,0
2438,37,admin.,1314,yes,no,cellular,may,1,14,failure,married,secondary,22,74,9,0
5531,49,management,1093,yes,yes,cellular,jan,2,91,success,married,tertiary,12,243,2,1
2112,31,technician,589,yes,yes,unknown,may,1,-1,unknown,married,secondary,21,151,0,0
1994,57,retired,318,no,no,cellular,aug,4,-1,unknown,married,primary,22,371,0,0
3007,41,management,223,yes,no,unknown,may,1,-1,unknown,married,tertiary,16,124,0,0
6453,25,technician,800,yes,no,unknown,may,4,-1,unknown,single,tertiary,13,151,0,0
675,37,technician,247,no,no,cellular,aug,6,-1,unknown,married,tertiary,20,625,0,1
2160,47,blue-collar,668,yes,no,cellular,may,6,354,success,married,secondary,4,230,2,0
3258,43,blue-collar,1401,yes,no,unknown,may,2,-1,unknown,married,primary,12,195,0,0
997,30,management,349,no,no,cellular,aug,3,-1,unknown,single,tertiary,12,180,0,0
6476,55,retired,1580,no,yes,unknown,jun,1,-1,unknown,divorced,secondary,19,1007,0,1
5294,34,technician,294,yes,no,cellular,dec,1,184,success,married,secondary,9,265,3,1
3396,38,management,1187,yes,yes,cellular,feb,1,-1,unknown,married,tertiary,2,157,0,0
5632,58,retired,1411,yes,no,cellular,may,2,-1,unknown,single,tertiary,13,425,0,0
5661,41,blue-collar,138,yes,no,cellular,jul,3,-1,unknown,divorced,primary,18,640,0,1
5753,31,student,3511,no,no,cellular,oct,1,96,success,single,secondary,6,311,1,1
4359,49,blue-collar,1946,no,no,cellular,oct,1,95,success,married,secondary,19,192,1,1
6803,56,blue-collar,982,yes,yes,cellular,may,2,-1,unknown,married,unknown,7,135,0,0
7276,50,admin.,0,yes,no,unknown,jun,1,-1,unknown,divorced,secondary,20,174,0,0
4524,50,blue-collar,881,yes,yes,cellular,apr,1,-1,unknown,divorced,secondary,20,162,0,0
782,27,technician,204,no,no,cellular,jul,2,-1,unknown,single,secondary,28,471,0,1
5780,44,technician,1818,yes,yes,cellular,feb,1,92,failure,married,tertiary,3,508,4,1
4994,61,retired,1058,no,no,cellular,jul,2,91,success,married,secondary,27,218,3,1
1929,36,technician,4388,no,no,cellular,aug,3,-1,unknown,married,tertiary,8,52,0,0
3436,46,unemployed,3354,yes,no,cellular,nov,1,174,success,divorced,secondary,19,522,1,1
6511,35,admin.,404,yes,no,unknown,may,1,-1,unknown,married,secondary,29,539,0,1
2482,38,entrepreneur,170,yes,no,cellular,may,1,-1,unknown,married,tertiary,18,442,0,1
1767,32,technician,-770,yes,no,cellular,may,1,-1,unknown,single,tertiary,18,618,0,1
4274,48,management,1741,yes,yes,telephone,nov,1,-1,unknown,married,tertiary,18,40,0,0
4312,32,blue-collar,12198,yes,no,cellular,may,1,-1,unknown,single,primary,18,178,0,1
5748,30,blue-collar,201,yes,no,cellular,aug,1,157,failure,married,primary,31,219,12,1
1415,55,blue-collar,890,no,no,cellular,aug,2,-1,unknown,married,unknown,22,1329,0,1
798,57,services,0,yes,no,cellular,may,9,282,other,married,secondary,14,16,3,0
5745,55,management,179,no,no,unknown,jun,1,-1,unknown,married,unknown,19,97,0,0
4180,52,retired,6,no,no,cellular,aug,2,-1,unknown,married,primary,22,82,0,0
