,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,deposit
1480,28,student,3054,no,no,cellular,apr,1,80,other,single,tertiary,1
1107,31,management,471,no,no,cellular,aug,2,-1,unknown,single,tertiary,0
5045,37,technician,6714,yes,no,unknown,may,1,-1,unknown,single,secondary,0
308,76,retired,3049,no,no,cellular,mar,3,-1,unknown,divorced,primary,1
3278,48,management,2892,no,no,cellular,jul,1,385,success,married,secondary,1
4262,55,services,2166,yes,no,unknown,may,17,-1,unknown,divorced,secondary,0
524,32,blue-collar,6337,yes,no,cellular,nov,2,-1,unknown,single,secondary,0
1112,33,management,3770,no,no,cellular,jan,2,-1,unknown,single,tertiary,0
4328,25,technician,102,no,yes,cellular,jul,2,-1,unknown,single,secondary,1
3734,28,technician,100,yes,no,cellular,may,5,-1,unknown,single,secondary,0
497,36,blue-collar,828,no,no,cellular,may,1,345,failure,married,primary,1
6663,60,retired,1091,no,no,cellular,jul,5,-1,unknown,divorced,secondary,1
4864,33,unemployed,6748,no,no,cellular,aug,2,-1,unknown,single,tertiary,1
6699,36,blue-collar,222,yes,no,unknown,may,1,-1,unknown,married,secondary,0
4334,39,management,763,yes,no,cellular,may,7,300,other,married,tertiary,1
2895,55,management,42,yes,no,telephone,may,2,-1,unknown,married,tertiary,0
4366,37,admin.,1049,no,no,cellular,jul,5,-1,unknown,married,secondary,0
3771,50,technician,2794,no,no,cellular,aug,2,-1,unknown,divorced,unknown,1
6808,41,management,326,yes,no,cellular,may,1,-1,unknown,married,tertiary,1
6954,52,technician,337,yes,no,cellular,may,1,261,failure,married,secondary,0
1516,46,self-employed,0,no,no,unknown,aug,1,-1,unknown,divorced,secondary,0
6509,26,technician,124,yes,no,unknown,may,8,-1,unknown,single,secondary,0
3780,52,management,583,no,no,cellular,may,1,181,success,married,tertiary,1
7185,45,unemployed,0,yes,no,cellular,feb,2,-1,unknown,married,primary,0
4116,42,admin.,1451,yes,no,cellular,may,4,-1,unknown,single,secondary,1
804,31,self-employed,2589,no,no,cellular,nov,1,-1,unknown,single,tertiary,1
4660,50,retired,8648,no,no,cellular,may,3,176,failure,married,secondary,1
6755,43,services,2145,no,no,cellular,may,1,183,failure,married,secondary,1
405,31,blue-collar,-575,yes,no,unknown,jun,9,-1,unknown,single,secondary,0
4749,29,management,637,yes,no,cellular,jun,1,119,failure,single,tertiary,1
1693,47,blue-collar,116,yes,no,unknown,may,2,-1,unknown,married,secondary,0
6942,40,technician,-28,yes,yes,unknown,may,2,-1,unknown,married,secondary,0
6506,41,unemployed,0,no,no,cellular,apr,1,181,success,married,tertiary,1
6293,39,services,323,no,no,cellular,jun,2,188,failure,married,secondary,1
2367,50,management,810,no,no,cellular,sep,1,103,success,divorced,tertiary,1
3319,59,retired,493,no,no,cellular,apr,1,-1,unknown,married,secondary,1
1689,52,self-employed,6657,no,no,telephone,apr,1,-1,unknown,married,tertiary,1
2552,30,technician,175,no,no,cellular,aug,4,-1,unknown,single,secondary,0
700,47,unemployed,324,no,no,cellular,nov,2,-1,unknown,married,primary,1
246,59,admin.,1525,no,no,telephone,jul,2,-1,unknown,divorced,secondary,0
6091,47,management,21,yes,no,cellular,nov,2,-1,unknown,married,secondary,0
3486,33,technician,801,no,no,cellular,aug,5,-1,unknown,divorced,secondary,1
1800,30,management,14,no,no,cellular,jul,2,-1,unknown,married,tertiary,0
680,29,blue-collar,7,yes,no,cellular,may,3,-1,unknown,married,primary,0
6592,45,services,482,yes,yes,unknown,may,2,-1,unknown,single,secondary,0
7374,51,blue-collar,7816,yes,no,unknown,may,2,-1,unknown,married,tertiary,0
493,50,management,0,yes,no,unknown,may,4,-1,unknown,married,secondary,0
2081,28,management,2840,no,no,cellular,apr,5,-1,unknown,single,secondary,1
6594,35,technician,-89,yes,no,cellular,may,1,368,failure,single,secondary,0
5323,45,management,226,yes,no,cellular,feb,4,185,success,married,tertiary,1
3048,36,technician,98,no,no,cellular,jan,1,-1,unknown,single,secondary,1
3876,36,admin.,994,no,no,cellular,aug,2,105,success,single,tertiary,0
964,51,technician,2,yes,yes,cellular,feb,1,205,failure,married,secondary,0
1099,36,services,92,yes,no,cellular,jun,7,-1,unknown,married,primary,1
1943,60,admin.,3735,no,no,cellular,mar,1,90,success,married,secondary,1
5725,57,services,443,no,no,telephone,jul,1,-1,unknown,married,primary,0
1033,29,management,92,no,no,cellular,jun,1,92,success,single,tertiary,0
3462,35,technician,518,yes,no,cellular,apr,1,-1,unknown,married,secondary,1
5065,37,technician,1458,no,no,cellular,apr,1,-1,unknown,married,secondary,1
6280,43,management,11891,no,no,cellular,dec,5,242,success,single,tertiary,1
6584,35,admin.,321,no,no,cellular,jul,1,412,other,single,secondary,1
5775,37,admin.,245,yes,yes,unknown,may,2,-1,unknown,single,secondary,1
7165,36,technician,368,yes,yes,unknown,may,2,-1,unknown,married,secondary,1
6839,26,self-employed,551,no,no,cellular,jul,1,-1,unknown,single,secondary,1
2289,34,technician,47,no,no,cellular,aug,6,-1,unknown,married,secondary,0
1310,59,services,2965,yes,no,cellular,may,3,-1,unknown,married,secondary,1
2292,33,management,816,yes,no,cellular,oct,2,503,failure,single,tertiary,1
4854,41,admin.,1,yes,no,telephone,may,2,361,failure,married,tertiary,1
4995,72,retired,5715,no,no,cellular,may,1,181,success,married,secondary,1
151,49,technician,905,no,no,cellular,jun,1,-1,unknown,married,secondary,1
7203,31,admin.,-302,yes,yes,unknown,may,5,-1,unknown,single,secondary,0
4309,34,services,4062,yes,yes,cellular,may,1,-1,unknown,single,secondary,0
407,43,admin.,733,yes,no,cellular,may,1,187,success,single,secondary,1
7319,51,admin.,726,yes,no,cellular,apr,8,-1,unknown,single,secondary,1
5864,34,technician,174,no,no,telephone,may,4,-1,unknown,single,secondary,0
6206,35,admin.,11,yes,no,cellular,jul,4,-1,unknown,married,secondary,0
4368,50,admin.,1575,no,no,cellular,nov,1,-1,unknown,married,secondary,0
1079,37,admin.,529,yes,no,cellular,sep,1,149,other,married,secondary,0
5468,45,admin.,0,no,no,cellular,aug,2,-1,unknown,married,secondary,0
7308,42,technician,534,no,no,cellular,aug,1,-1,unknown,married,secondary,0
2711,47,admin.,3070,no,no,cellular,aug,4,-1,unknown,married,secondary,1
1807,33,services,7,yes,no,unknown,may,1,-1,unknown,married,secondary,0
1002,52,management,4,no,yes,cellular,jul,9,-1,unknown,single,tertiary,0
2767,49,technician,1071,no,no,cellular,sep,1,91,success,married,tertiary,1
2722,48,entrepreneur,104,yes,yes,cellular,nov,1,-1,unknown,married,secondary,0
4625,36,blue-collar,1925,yes,no,cellular,apr,2,-1,unknown,married,primary,1
3107,40,retired,1400,no,no,unknown,jun,7,-1,unknown,single,secondary,0
7031,34,services,1337,no,no,cellular,dec,2,127,success,married,secondary,1
4720,51,technician,337,yes,no,cellular,aug,4,-1,unknown,married,secondary,0
6795,36,entrepreneur,2700,no,no,cellular,feb,3,-1,unknown,married,tertiary,0
171,50,services,2376,yes,no,cellular,sep,1,-1,unknown,married,secondary,1
1527,46,blue-collar,874,no,no,cellular,aug,1,-1,unknown,married,primary,1
4923,35,services,1279,yes,no,unknown,jun,5,-1,unknown,married,secondary,0
7388,24,services,4500,yes,no,cellular,may,2,-1,unknown,married,secondary,1
3313,33,management,0,yes,no,cellular,mar,1,326,success,married,tertiary,1
4431,55,management,16786,no,no,cellular,nov,1,-1,unknown,married,tertiary,0
4627,34,admin.,557,no,no,cellular,nov,1,-1,unknown,single,secondary,1
1050,45,entrepreneur,781,no,yes,cellular,nov,2,126,failure,married,secondary,1
1968,33,services,387,yes,no,cellular,apr,2,138,failure,married,secondary,0
3366,38,technician,1019,yes,no,cellular,may,1,-1,unknown,single,secondary,0
203,54,management,300,yes,no,cellular,nov,2,-1,unknown,divorced,secondary,1
5466,49,blue-collar,247,no,yes,cellular,jul,1,-1,unknown,married,primary,0
2012,36,technician,664,no,no,cellular,aug,3,-1,unknown,single,secondary,0
6103,58,services,65,no,no,unknown,jun,1,-1,unknown,married,primary,0
459,35,services,167,no,yes,cellular,jul,2,-1,unknown,single,primary,1
6145,30,technician,6619,yes,no,cellular,aug,8,-1,unknown,single,tertiary,0
675,61,retired,1853,no,no,telephone,aug,1,181,success,married,secondary,1
1854,32,management,3,yes,no,cellular,may,1,-1,unknown,single,tertiary,1
3489,60,retired,-134,no,no,cellular,may,1,271,failure,divorced,tertiary,0
157,55,housemaid,2152,no,no,unknown,jun,2,-1,unknown,married,primary,1
4614,27,blue-collar,-330,yes,yes,cellular,may,1,353,failure,married,secondary,0
5909,31,management,256,yes,no,cellular,jul,24,-1,unknown,married,tertiary,0
886,53,blue-collar,2295,no,no,cellular,aug,10,-1,unknown,married,primary,0
6943,37,technician,375,no,no,unknown,jun,2,-1,unknown,single,secondary,0
4969,34,technician,2733,no,no,cellular,jul,1,-1,unknown,single,tertiary,1
4532,52,services,2993,no,no,cellular,mar,6,-1,unknown,married,secondary,0
3998,41,unknown,779,no,no,cellular,jul,10,-1,unknown,married,unknown,0
6224,55,management,2587,no,no,cellular,sep,2,94,success,married,primary,1
6825,55,blue-collar,512,no,no,cellular,aug,2,-1,unknown,married,primary,1
6347,60,retired,523,no,no,cellular,aug,3,-1,unknown,married,secondary,1
1368,69,retired,2144,no,no,cellular,jul,1,184,success,single,tertiary,1
4732,35,management,0,yes,no,cellular,feb,2,92,success,married,tertiary,1
851,32,management,2,yes,no,cellular,sep,2,-1,unknown,single,tertiary,1
4632,31,management,4148,yes,no,cellular,nov,3,99,other,married,tertiary,1
4922,35,technician,84,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,1
4953,51,technician,100,no,no,cellular,feb,2,-1,unknown,married,secondary,1
314,37,blue-collar,13849,yes,no,unknown,may,5,-1,unknown,married,secondary,0
5240,35,blue-collar,-701,yes,yes,cellular,may,3,-1,unknown,married,secondary,0
1609,36,services,528,no,no,cellular,feb,2,-1,unknown,single,secondary,0
5041,37,admin.,36,yes,no,unknown,may,1,-1,unknown,married,secondary,0
6271,37,admin.,1110,yes,no,telephone,jul,11,-1,unknown,married,secondary,1
3085,33,blue-collar,1402,no,no,cellular,nov,5,-1,unknown,married,secondary,0
2141,46,services,281,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,0
2533,26,management,1177,no,no,cellular,oct,1,-1,unknown,single,tertiary,0
536,28,blue-collar,455,yes,no,cellular,jul,1,-1,unknown,single,secondary,0
3289,48,blue-collar,0,no,no,unknown,jun,2,-1,unknown,divorced,primary,0
1486,31,technician,165,no,no,cellular,may,4,-1,unknown,married,tertiary,0
1339,54,management,2587,no,no,cellular,jun,2,-1,unknown,married,primary,1
1151,38,blue-collar,0,no,no,cellular,oct,1,75,failure,single,secondary,1
601,43,blue-collar,2952,no,no,cellular,aug,2,95,other,married,primary,1
6282,30,management,1235,yes,no,cellular,jul,3,-1,unknown,married,tertiary,0
1791,58,admin.,169,no,no,cellular,may,3,87,success,married,secondary,1
1366,44,services,2557,yes,no,cellular,apr,1,181,success,married,primary,1
5729,45,entrepreneur,5315,yes,yes,cellular,may,2,-1,unknown,married,primary,0
5550,29,self-employed,162,no,yes,cellular,jul,1,-1,unknown,single,tertiary,0
4593,33,services,207,yes,no,cellular,may,4,-1,unknown,married,secondary,1
6155,47,services,367,yes,no,cellular,may,1,306,success,married,secondary,1
6583,49,admin.,10250,yes,no,telephone,oct,1,-1,unknown,married,secondary,1
3991,42,blue-collar,443,yes,no,unknown,jun,5,-1,unknown,married,secondary,1
3175,30,blue-collar,49,no,no,cellular,jan,2,-1,unknown,single,secondary,1
2016,26,admin.,141,yes,no,cellular,may,4,349,other,single,secondary,0
5027,46,management,0,no,no,cellular,nov,1,-1,unknown,married,secondary,1
6778,58,management,2261,yes,no,cellular,jun,1,391,failure,married,tertiary,0
6354,42,technician,9324,no,no,cellular,aug,4,-1,unknown,married,secondary,0
6553,59,retired,0,no,no,cellular,jun,2,-1,unknown,married,primary,1
1036,36,management,255,no,no,cellular,may,2,92,other,married,tertiary,1
617,52,admin.,0,no,no,cellular,aug,4,-1,unknown,divorced,unknown,0
7155,48,blue-collar,750,no,no,cellular,feb,2,8,other,married,secondary,0
7070,38,management,1463,yes,no,cellular,aug,4,-1,unknown,married,tertiary,0
4870,36,services,297,yes,yes,cellular,jul,5,-1,unknown,married,secondary,0
359,27,management,2071,no,no,cellular,jun,1,-1,unknown,married,secondary,1
146,55,retired,2312,no,no,unknown,jun,1,-1,unknown,married,secondary,0
1647,29,technician,309,yes,no,unknown,may,1,-1,unknown,single,secondary,0
565,42,entrepreneur,233,no,no,cellular,feb,1,-1,unknown,married,tertiary,0
2146,24,admin.,1052,no,no,cellular,apr,1,-1,unknown,single,secondary,1
3751,58,retired,5092,no,no,unknown,jun,6,-1,unknown,married,primary,0
6935,42,management,687,no,no,cellular,aug,2,-1,unknown,married,tertiary,0
5602,45,admin.,5511,no,no,cellular,jul,1,-1,unknown,married,unknown,1
4412,47,management,2475,yes,no,cellular,nov,4,-1,unknown,married,tertiary,0
767,32,technician,62,yes,yes,unknown,may,1,-1,unknown,married,primary,0
6732,39,entrepreneur,0,no,no,cellular,nov,7,-1,unknown,married,secondary,0
1093,28,student,1925,no,no,cellular,feb,1,93,success,single,secondary,0
2363,47,technician,293,no,no,cellular,jun,1,90,success,married,secondary,1
2928,31,technician,13711,yes,no,cellular,nov,3,-1,unknown,single,tertiary,1
5735,26,management,222,no,no,cellular,oct,1,120,success,single,tertiary,1
6826,44,entrepreneur,887,yes,no,cellular,apr,1,14,failure,married,secondary,0
3450,23,technician,1587,yes,yes,cellular,may,2,-1,unknown,single,secondary,0
2842,36,technician,818,yes,yes,cellular,aug,4,-1,unknown,single,secondary,0
5023,32,services,983,yes,no,cellular,nov,2,133,failure,married,secondary,1
575,39,management,208,no,no,cellular,aug,4,-1,unknown,married,tertiary,0
5885,48,unemployed,817,no,no,cellular,jul,3,183,success,married,secondary,1
2981,29,technician,510,yes,no,unknown,jun,15,-1,unknown,single,secondary,0
7080,56,blue-collar,-9,yes,yes,cellular,may,1,-1,unknown,divorced,primary,1
975,54,management,8295,no,no,cellular,jun,1,-1,unknown,married,tertiary,1
2089,28,admin.,2290,yes,no,cellular,may,1,-1,unknown,single,secondary,1
5450,42,technician,11115,no,no,cellular,apr,1,-1,unknown,single,unknown,1
4214,36,technician,376,no,no,cellular,nov,1,92,success,single,secondary,1
1768,32,technician,1212,yes,no,unknown,may,2,-1,unknown,single,tertiary,0
5824,34,management,133,yes,no,unknown,may,1,-1,unknown,married,tertiary,0
4905,28,management,229,yes,no,cellular,apr,2,315,other,divorced,tertiary,1
5105,45,technician,144,yes,yes,cellular,jul,4,-1,unknown,married,secondary,0
1074,33,management,3301,yes,no,cellular,nov,2,171,failure,married,tertiary,0
101,45,unknown,356,no,no,cellular,aug,2,-1,unknown,married,unknown,0
85,33,blue-collar,19,yes,no,cellular,feb,1,271,other,married,secondary,0
6790,38,technician,1685,yes,no,unknown,may,1,-1,unknown,single,secondary,0
5648,28,admin.,4745,no,no,telephone,may,1,181,success,single,secondary,1
1602,55,blue-collar,660,no,no,unknown,jun,1,-1,unknown,married,secondary,0
2087,25,entrepreneur,347,no,no,cellular,aug,1,-1,unknown,single,tertiary,1
2637,30,technician,4,yes,no,cellular,may,5,-1,unknown,married,secondary,0
6846,40,services,1937,yes,no,unknown,jun,1,-1,unknown,divorced,primary,0
6634,46,services,-119,yes,no,cellular,jul,3,-1,unknown,married,secondary,0
1891,56,retired,-1206,yes,no,cellular,jun,2,-1,unknown,married,secondary,1
4383,42,blue-collar,413,yes,no,cellular,feb,2,184,success,married,secondary,1
4506,46,blue-collar,9328,yes,no,cellular,may,3,-1,unknown,married,unknown,1
924,33,technician,719,yes,no,cellular,apr,2,316,failure,single,secondary,1
366,50,admin.,1138,yes,yes,cellular,jul,8,-1,unknown,married,secondary,0
5631,35,management,687,yes,no,unknown,may,2,-1,unknown,single,tertiary,0
7071,35,self-employed,28,no,yes,unknown,jul,3,-1,unknown,married,secondary,0
5618,26,technician,181,no,no,cellular,apr,2,-1,unknown,single,secondary,1
3168,52,blue-collar,331,no,no,cellular,aug,4,-1,unknown,married,secondary,0
6860,28,self-employed,805,no,no,cellular,feb,1,-1,unknown,single,tertiary,1
2660,38,management,76,yes,no,cellular,apr,2,287,failure,married,tertiary,0
6287,20,student,2785,no,no,cellular,sep,2,-1,unknown,single,unknown,1
3437,39,management,3261,yes,no,unknown,jun,17,-1,unknown,divorced,tertiary,0
5922,26,blue-collar,2007,no,no,cellular,oct,1,92,success,single,secondary,1
5286,27,management,-713,yes,no,unknown,jun,2,-1,unknown,single,tertiary,1
948,49,management,735,yes,no,unknown,may,3,-1,unknown,married,tertiary,0
3483,35,blue-collar,4822,yes,no,unknown,may,2,-1,unknown,married,unknown,1
5592,43,services,130,yes,no,unknown,may,1,-1,unknown,divorced,secondary,0
5619,64,retired,43,no,no,cellular,dec,1,-1,unknown,married,primary,1
6973,29,management,841,no,no,cellular,feb,1,-1,unknown,single,tertiary,0
2964,33,management,20,no,no,cellular,aug,2,-1,unknown,single,tertiary,0
7315,46,self-employed,3262,no,no,cellular,aug,8,-1,unknown,married,primary,0
3410,29,admin.,-498,yes,no,cellular,feb,3,227,failure,single,secondary,0
809,39,management,517,yes,yes,unknown,may,1,-1,unknown,divorced,tertiary,1
4014,34,blue-collar,2308,yes,no,unknown,may,1,-1,unknown,married,secondary,0
3868,45,entrepreneur,488,yes,no,telephone,jul,11,-1,unknown,married,primary,0
6028,33,technician,6843,no,no,cellular,nov,1,100,other,married,tertiary,1
833,32,management,3387,yes,no,cellular,may,5,-1,unknown,married,tertiary,1
1611,69,retired,2398,no,no,cellular,apr,1,186,failure,married,primary,0
2347,28,student,5916,no,no,cellular,may,1,63,failure,single,secondary,0
1851,42,entrepreneur,324,yes,no,cellular,jul,3,-1,unknown,married,secondary,0
4372,47,management,761,yes,no,cellular,jul,2,-1,unknown,married,tertiary,0
2951,38,management,619,yes,no,unknown,jun,4,-1,unknown,single,tertiary,1
6748,30,management,314,no,no,cellular,nov,2,175,success,married,tertiary,0
2492,36,admin.,437,yes,no,cellular,may,2,344,success,divorced,secondary,1
7186,34,services,-538,yes,no,unknown,may,1,-1,unknown,married,secondary,1
5646,50,blue-collar,3558,no,no,cellular,aug,10,-1,unknown,married,secondary,0
6467,30,management,8089,yes,no,cellular,mar,2,294,failure,married,tertiary,1
1024,46,management,461,no,no,cellular,dec,2,-1,unknown,divorced,tertiary,1
6034,31,unemployed,582,yes,no,cellular,jun,2,-1,unknown,single,secondary,1
5649,32,self-employed,67,no,no,cellular,aug,1,-1,unknown,married,secondary,0
884,35,technician,300,yes,no,unknown,may,4,-1,unknown,single,secondary,0
4569,42,housemaid,16,no,no,unknown,jun,1,-1,unknown,married,primary,0
1179,24,self-employed,91,yes,no,cellular,may,2,-1,unknown,single,tertiary,0
1633,40,admin.,0,yes,no,unknown,may,2,-1,unknown,married,secondary,0
5463,42,blue-collar,165,yes,no,unknown,may,2,-1,unknown,married,secondary,0
1501,42,self-employed,1216,yes,no,cellular,apr,1,521,failure,married,secondary,1
6423,34,unemployed,309,no,no,cellular,feb,1,-1,unknown,married,primary,1
2418,58,unemployed,1625,no,no,cellular,feb,2,-1,unknown,married,secondary,1
