,job,balance,housing,loan,contact,campaign,poutcome,deposit
1474,blue-collar,-9,yes,yes,unknown,1,unknown,no
7374,blue-collar,7816,yes,no,unknown,2,unknown,no
1248,housemaid,1213,no,no,cellular,1,unknown,yes
3633,management,162,no,no,cellular,4,unknown,no
3890,technician,1462,no,no,unknown,2,unknown,no
5239,blue-collar,492,no,yes,cellular,2,unknown,no
5800,self-employed,0,yes,no,cellular,1,unknown,no
3702,blue-collar,911,yes,no,cellular,2,other,no
2825,admin.,451,yes,no,cellular,1,unknown,yes
2625,admin.,1417,yes,no,unknown,3,unknown,no
6419,blue-collar,5,no,no,cellular,2,unknown,yes
4088,technician,2034,yes,no,unknown,1,unknown,no
3717,admin.,903,no,no,cellular,1,unknown,no
6567,management,363,yes,yes,cellular,1,unknown,no
6459,services,1639,no,no,cellular,1,unknown,yes
2926,management,0,no,no,cellular,2,success,yes
4940,services,136,no,no,cellular,1,unknown,yes
4487,technician,11862,no,no,cellular,2,other,yes
5455,blue-collar,0,no,no,unknown,2,unknown,no
522,admin.,941,yes,no,cellular,4,unknown,no
2376,technician,-1701,yes,no,unknown,1,unknown,no
6647,technician,654,yes,no,cellular,4,unknown,yes
1992,admin.,7426,no,no,telephone,2,unknown,no
3493,blue-collar,249,yes,no,unknown,2,unknown,yes
3340,management,293,yes,no,unknown,2,unknown,no
1964,technician,4182,yes,no,cellular,2,unknown,yes
359,blue-collar,3430,yes,no,unknown,6,unknown,no
5774,blue-collar,1165,yes,no,unknown,4,unknown,yes
2382,admin.,459,no,no,cellular,1,unknown,yes
6489,technician,920,yes,no,cellular,1,failure,no
4115,technician,550,no,no,cellular,1,unknown,yes
2452,services,-96,yes,yes,telephone,6,unknown,no
1908,technician,2729,yes,no,cellular,1,unknown,yes
2904,management,600,yes,no,cellular,5,unknown,no
4073,management,234,no,no,cellular,6,unknown,no
5595,services,795,no,no,cellular,3,unknown,no
4660,admin.,0,no,no,cellular,10,unknown,no
6643,management,2367,no,no,cellular,1,success,yes
3067,blue-collar,137,no,yes,cellular,1,unknown,no
4728,housemaid,-238,no,no,cellular,4,unknown,no
357,management,2071,no,no,cellular,1,unknown,yes
65,retired,2661,no,no,cellular,5,unknown,yes
5222,blue-collar,888,no,yes,telephone,3,unknown,no
1841,blue-collar,514,yes,yes,cellular,2,unknown,no
6444,entrepreneur,135,yes,no,cellular,1,failure,no
3522,technician,58,yes,no,unknown,1,unknown,no
6465,services,981,no,no,cellular,2,success,yes
5344,admin.,170,yes,yes,unknown,1,unknown,no
6626,unemployed,576,no,no,cellular,2,success,yes
3711,housemaid,5774,yes,no,unknown,2,unknown,no
3911,technician,0,no,yes,cellular,14,unknown,no
6573,retired,995,no,no,cellular,2,unknown,yes
6699,entrepreneur,1110,yes,no,cellular,2,failure,yes
626,student,658,no,no,cellular,2,other,yes
5587,unemployed,4,no,no,cellular,3,unknown,no
5682,technician,2595,yes,no,cellular,2,unknown,no
3816,unemployed,1236,no,no,cellular,2,unknown,no
1204,technician,68,yes,yes,unknown,3,unknown,no
5108,technician,144,yes,yes,cellular,4,unknown,no
138,entrepreneur,1996,yes,no,cellular,1,unknown,no
7382,blue-collar,8163,no,no,cellular,4,unknown,yes
4345,admin.,3765,no,no,unknown,3,unknown,yes
2676,retired,997,no,no,cellular,1,success,yes
2829,blue-collar,226,no,no,telephone,2,failure,no
3329,blue-collar,3485,no,no,cellular,4,unknown,yes
6748,technician,141,yes,no,cellular,1,failure,yes
5358,services,363,yes,no,cellular,1,unknown,no
6115,admin.,318,yes,yes,cellular,1,unknown,no
1426,blue-collar,922,yes,no,telephone,1,unknown,yes
7000,management,0,no,no,cellular,7,unknown,yes
3415,technician,204,no,no,cellular,2,unknown,no
1308,technician,28,yes,no,cellular,1,failure,no
5169,management,1,no,no,cellular,5,unknown,yes
5347,technician,686,yes,no,unknown,2,unknown,no
4760,blue-collar,8403,no,no,unknown,11,unknown,no
2279,technician,1716,yes,no,cellular,8,unknown,no
5964,admin.,235,yes,no,cellular,1,unknown,yes
248,blue-collar,2591,yes,no,cellular,1,unknown,no
3471,technician,1358,no,no,cellular,3,unknown,yes
3400,blue-collar,-461,no,no,unknown,1,unknown,no
2796,blue-collar,820,no,no,cellular,1,unknown,yes
5363,student,655,no,no,cellular,1,unknown,yes
1138,management,1343,yes,yes,unknown,1,unknown,no
2673,blue-collar,1297,yes,no,cellular,2,unknown,no
1476,technician,0,yes,yes,cellular,2,unknown,yes
250,blue-collar,0,yes,no,cellular,1,unknown,no
5986,blue-collar,4660,no,no,cellular,3,unknown,no
185,technician,1710,yes,no,cellular,1,other,no
5579,blue-collar,263,yes,no,unknown,3,unknown,no
6871,management,23,no,no,cellular,3,unknown,no
2399,blue-collar,-119,no,no,unknown,6,unknown,no
1897,management,0,no,no,cellular,5,unknown,yes
960,management,369,no,no,cellular,3,failure,yes
7180,services,4216,no,no,cellular,2,success,yes
7177,technician,589,yes,no,cellular,3,success,yes
1313,management,22,yes,no,cellular,3,unknown,no
4051,management,2161,no,no,cellular,2,success,yes
1023,technician,2744,yes,no,cellular,2,unknown,no
2798,self-employed,1516,yes,yes,unknown,1,unknown,no
3452,blue-collar,0,no,no,unknown,2,unknown,no
4888,technician,1693,yes,no,cellular,1,success,no
312,blue-collar,13849,yes,no,unknown,5,unknown,no
913,blue-collar,661,yes,no,cellular,1,unknown,yes
851,student,2929,no,no,cellular,1,unknown,no
2745,blue-collar,217,no,no,cellular,2,unknown,yes
2810,technician,9001,no,no,cellular,1,unknown,yes
1605,admin.,-372,yes,no,unknown,1,unknown,no
925,technician,-1451,yes,yes,cellular,5,unknown,no
4749,management,637,yes,no,cellular,1,failure,yes
2646,management,266,no,yes,cellular,1,unknown,no
6323,retired,309,no,no,cellular,2,unknown,yes
4560,blue-collar,604,no,no,cellular,2,other,no
5448,blue-collar,301,yes,no,cellular,2,unknown,yes
4092,technician,1354,no,no,cellular,2,unknown,yes
2945,technician,157,yes,no,unknown,2,unknown,no
4119,entrepreneur,183,yes,no,unknown,9,unknown,no
6692,blue-collar,599,yes,no,unknown,2,unknown,yes
678,management,129,yes,no,unknown,1,unknown,no
4880,services,208,no,yes,cellular,2,unknown,no
5138,blue-collar,1308,no,yes,unknown,1,unknown,no
3367,admin.,2374,yes,no,cellular,1,failure,yes
3131,entrepreneur,0,no,yes,cellular,2,unknown,yes
5245,blue-collar,-701,yes,yes,cellular,3,unknown,no
4142,blue-collar,3,yes,no,cellular,1,unknown,no
1872,management,261,no,no,cellular,2,unknown,no
4696,technician,197,no,no,cellular,1,success,yes
6856,admin.,894,yes,no,unknown,1,unknown,no
7127,management,9,no,no,cellular,4,unknown,yes
2693,management,128,yes,no,cellular,3,unknown,no
708,entrepreneur,66,no,no,cellular,2,unknown,yes
849,management,1506,no,no,cellular,3,success,no
4169,blue-collar,-196,yes,no,unknown,2,unknown,no
823,management,671,yes,no,cellular,1,unknown,yes
5723,blue-collar,2548,yes,no,cellular,1,other,no
4155,management,588,no,no,cellular,1,unknown,no
3547,services,65,yes,no,cellular,3,unknown,no
6074,management,222,no,no,cellular,1,success,yes
1879,blue-collar,162,no,no,cellular,3,unknown,yes
4935,management,256,no,no,cellular,1,success,yes
7406,blue-collar,79,no,yes,cellular,1,unknown,no
6159,services,659,yes,no,cellular,6,unknown,no
4805,services,1227,yes,yes,cellular,5,failure,yes
2491,entrepreneur,-799,no,yes,cellular,3,unknown,yes
789,services,2378,no,no,cellular,2,unknown,yes
716,student,469,no,no,cellular,1,success,no
6925,services,6374,yes,no,unknown,2,unknown,no
1005,management,10,yes,no,cellular,7,unknown,no
1755,technician,1327,no,no,cellular,2,unknown,no
1223,management,1088,yes,no,cellular,1,success,yes
2521,management,5261,no,yes,cellular,3,unknown,no
4079,technician,1081,no,no,cellular,5,failure,yes
5277,management,13054,yes,no,cellular,2,other,no
966,admin.,0,no,no,cellular,3,unknown,yes
6675,blue-collar,3297,yes,yes,telephone,1,unknown,no
1828,admin.,-254,yes,no,cellular,2,unknown,yes
2,admin.,3025,no,no,cellular,1,other,yes
3439,blue-collar,526,yes,no,cellular,2,unknown,no
5149,management,1363,no,no,cellular,3,unknown,no
2082,self-employed,163,yes,no,cellular,1,success,no
612,management,854,no,no,cellular,4,failure,yes
591,management,558,no,no,cellular,5,unknown,yes
1300,technician,10596,no,no,cellular,1,other,yes
1268,management,3473,yes,no,cellular,2,unknown,no
3218,admin.,98,yes,no,cellular,5,unknown,no
2583,technician,1097,yes,no,unknown,2,unknown,no
3122,retired,-309,yes,no,unknown,2,unknown,yes
1018,technician,401,no,no,cellular,3,success,yes
5353,blue-collar,0,yes,no,telephone,1,success,yes
2383,management,427,no,no,cellular,1,unknown,no
2779,unemployed,2424,no,no,cellular,1,unknown,no
846,services,244,yes,no,cellular,1,unknown,no
6670,blue-collar,159,yes,yes,cellular,1,unknown,yes
6484,retired,1580,no,yes,unknown,1,unknown,yes
1659,blue-collar,0,yes,no,cellular,2,unknown,no
423,services,-675,yes,yes,cellular,4,unknown,yes
4817,admin.,346,no,no,cellular,1,unknown,yes
1119,services,355,yes,no,cellular,2,other,no
1774,management,874,no,no,cellular,6,unknown,yes
3107,technician,980,no,no,cellular,5,unknown,yes
3259,management,0,yes,no,unknown,1,unknown,no
2202,blue-collar,75,yes,no,unknown,9,unknown,yes
2497,services,279,yes,no,cellular,1,failure,yes
4291,services,0,yes,no,cellular,2,unknown,no
6796,blue-collar,2467,no,no,cellular,2,other,yes
7395,admin.,947,no,no,cellular,2,unknown,no
5154,self-employed,20,yes,no,cellular,2,unknown,no
6743,technician,190,yes,no,cellular,2,unknown,no
2276,blue-collar,509,no,no,cellular,1,unknown,yes
5562,technician,1079,no,no,cellular,2,unknown,no
2573,blue-collar,1558,yes,no,cellular,1,unknown,no
906,technician,635,no,no,cellular,8,unknown,yes
5088,management,957,no,no,cellular,2,unknown,yes
6756,blue-collar,217,yes,no,cellular,1,unknown,yes
5351,technician,0,yes,no,cellular,2,unknown,yes
4840,technician,28,yes,no,cellular,1,unknown,no
1760,technician,-770,yes,no,cellular,1,unknown,yes
3672,management,2183,yes,no,cellular,1,unknown,no
4254,technician,4513,yes,no,unknown,3,unknown,no
2747,admin.,1595,no,no,cellular,2,success,yes
422,services,0,yes,yes,cellular,1,failure,no
707,technician,23,no,no,cellular,3,unknown,yes
610,technician,462,no,no,cellular,2,unknown,no
3398,student,100,no,no,cellular,1,unknown,yes
1786,student,0,no,no,cellular,1,failure,yes
7101,management,204,yes,no,cellular,2,unknown,yes
4235,blue-collar,1636,no,no,telephone,2,unknown,yes
1447,student,2488,no,no,cellular,6,success,yes
5512,management,4095,yes,no,cellular,1,unknown,no
2254,technician,2658,yes,no,cellular,1,failure,no
2460,retired,3334,no,no,cellular,4,unknown,yes
4517,retired,4112,no,no,telephone,1,success,yes
7230,technician,0,no,no,cellular,2,unknown,yes
2398,technician,0,yes,no,unknown,2,unknown,no
5505,management,4623,no,no,cellular,1,success,yes
4860,services,2597,yes,no,unknown,1,unknown,no
1733,management,9407,no,no,cellular,6,unknown,yes
2327,management,7747,no,no,unknown,2,unknown,no
5709,blue-collar,3986,yes,no,cellular,2,unknown,no
571,management,402,yes,no,unknown,3,unknown,no
4156,technician,25,yes,no,cellular,1,success,yes
3068,management,-272,no,no,cellular,1,unknown,no
1015,admin.,732,no,no,cellular,1,success,no
4791,management,1498,no,no,cellular,5,unknown,no
4771,admin.,0,yes,yes,cellular,1,failure,yes
5257,unemployed,1151,yes,no,unknown,2,unknown,no
1959,management,-337,no,yes,cellular,2,unknown,no
215,management,2485,yes,no,cellular,2,unknown,no
618,entrepreneur,121,no,no,cellular,1,unknown,yes
3504,admin.,368,no,no,cellular,2,success,yes
424,unemployed,1026,yes,no,cellular,1,unknown,yes
26,technician,1684,no,yes,cellular,2,unknown,yes
2518,management,6138,no,no,cellular,2,failure,yes
2818,technician,511,no,yes,cellular,4,unknown,no
410,blue-collar,3064,yes,no,cellular,2,unknown,yes
327,technician,183,no,no,cellular,1,failure,yes
4332,management,763,yes,no,cellular,7,other,yes
5758,blue-collar,201,yes,no,cellular,1,failure,yes
6291,blue-collar,4287,no,no,cellular,1,unknown,no
3295,management,1633,no,no,cellular,1,unknown,yes
6664,housemaid,198,yes,no,unknown,3,unknown,no
3568,admin.,865,yes,no,cellular,1,unknown,no
6986,entrepreneur,0,no,no,unknown,3,unknown,no
421,student,2162,no,no,telephone,1,unknown,no
658,technician,1693,yes,no,cellular,1,unknown,yes
2912,self-employed,168,no,no,cellular,1,success,yes
1988,technician,2144,yes,no,unknown,2,unknown,no
3770,management,580,yes,no,cellular,1,unknown,no
3445,blue-collar,117,no,yes,cellular,2,unknown,no
7035,services,1337,no,no,cellular,2,success,yes
3971,blue-collar,366,yes,no,cellular,1,failure,yes
4357,retired,935,no,no,cellular,1,failure,yes
1285,technician,3850,yes,no,cellular,4,unknown,no
5675,blue-collar,1128,yes,no,unknown,4,unknown,no
3671,retired,1843,no,no,cellular,2,success,yes
5835,management,1101,yes,no,telephone,1,unknown,no
486,blue-collar,573,yes,no,telephone,1,failure,no
5440,retired,2223,no,no,telephone,2,success,no
6188,management,0,yes,no,cellular,2,unknown,yes
3685,management,4063,yes,no,cellular,5,failure,no
4247,services,5806,yes,no,cellular,2,unknown,yes
5166,retired,315,no,no,cellular,1,unknown,yes
4336,retired,86,no,no,cellular,1,unknown,yes
6082,admin.,445,yes,no,unknown,2,unknown,no
2302,technician,5115,yes,no,cellular,1,success,yes
1389,blue-collar,892,yes,no,cellular,22,unknown,no
3396,admin.,61,no,no,cellular,4,unknown,no
2903,management,3737,no,no,cellular,1,unknown,yes
2823,management,648,no,no,cellular,2,unknown,no
1606,blue-collar,602,yes,no,unknown,12,unknown,no
5429,unemployed,759,no,no,cellular,3,unknown,no
5621,management,71,yes,no,cellular,2,unknown,no
2168,retired,2628,no,no,telephone,2,unknown,no
6639,blue-collar,665,no,no,cellular,3,unknown,no
760,technician,778,no,no,cellular,1,unknown,no
4893,management,828,no,yes,cellular,3,unknown,yes
6343,housemaid,78,yes,no,telephone,9,unknown,yes
3339,services,54,yes,no,unknown,2,unknown,yes
355,management,361,no,no,cellular,2,unknown,yes
2900,blue-collar,327,yes,no,unknown,2,unknown,no
6789,management,362,yes,no,unknown,3,unknown,no
3583,retired,0,no,no,cellular,2,unknown,no
205,management,413,no,no,cellular,2,success,yes
2338,management,1594,yes,no,cellular,1,failure,no
556,unemployed,415,no,no,cellular,1,success,yes
3419,blue-collar,158,yes,no,unknown,18,unknown,no
6015,retired,0,no,no,unknown,1,unknown,yes
1510,services,-110,no,yes,unknown,2,unknown,no
4285,blue-collar,2146,yes,no,cellular,2,other,yes
5629,technician,3255,no,no,cellular,2,unknown,yes
6321,management,0,yes,no,cellular,3,unknown,yes
930,technician,1270,yes,no,unknown,4,unknown,no
1600,management,849,yes,yes,unknown,2,unknown,yes
1319,technician,6746,no,no,cellular,1,unknown,yes
5736,entrepreneur,5315,yes,yes,cellular,2,unknown,no
1804,self-employed,120,yes,yes,unknown,3,unknown,no
6262,student,565,no,no,cellular,7,unknown,no
1360,management,-139,no,no,cellular,1,unknown,no
22,entrepreneur,1438,no,no,cellular,5,unknown,no
3001,blue-collar,947,yes,no,cellular,2,unknown,no
7276,admin.,0,yes,no,telephone,8,unknown,no
1566,technician,2682,no,no,unknown,1,unknown,no
3748,retired,5092,no,no,unknown,6,unknown,no
221,blue-collar,8,yes,no,unknown,2,unknown,no
2351,admin.,607,yes,no,cellular,2,failure,yes
1805,services,7,yes,no,unknown,1,unknown,no
3247,technician,0,no,no,cellular,2,unknown,no
5398,management,212,no,no,cellular,8,unknown,yes
2316,admin.,-97,yes,no,unknown,2,unknown,yes
4122,blue-collar,2791,no,no,unknown,1,unknown,no
7181,technician,1120,yes,no,unknown,5,unknown,no
5642,blue-collar,0,no,yes,unknown,1,unknown,no
6293,management,2406,no,no,cellular,2,unknown,no
1247,services,223,yes,yes,cellular,2,unknown,no
1062,technician,2118,yes,no,cellular,2,unknown,no
46,management,2599,no,no,cellular,2,unknown,yes
984,retired,2801,yes,yes,cellular,1,success,yes
4006,unemployed,3430,yes,no,cellular,3,unknown,no
7393,admin.,602,no,no,cellular,3,success,yes
3458,management,256,no,no,cellular,2,success,yes
6171,management,224,no,no,cellular,2,success,yes
5798,technician,3278,no,no,cellular,14,unknown,yes
5428,technician,1393,yes,yes,telephone,5,unknown,no
5561,services,0,yes,no,cellular,4,unknown,no
3537,self-employed,192,no,no,cellular,1,unknown,no
2690,management,3463,no,yes,cellular,2,other,yes
785,management,613,no,no,cellular,1,unknown,yes
7095,blue-collar,3585,no,no,telephone,1,unknown,yes
5127,retired,316,no,no,cellular,2,unknown,no
5535,admin.,3834,yes,no,cellular,2,failure,no
6672,management,577,yes,no,cellular,2,failure,no
7387,admin.,127,yes,yes,cellular,1,unknown,no
115,entrepreneur,1153,yes,yes,unknown,6,unknown,no
2205,technician,-123,no,yes,cellular,1,unknown,yes
1331,student,1608,no,no,cellular,2,unknown,yes
6496,blue-collar,246,yes,no,cellular,2,failure,no
3189,technician,1345,yes,no,cellular,1,failure,no
3095,admin.,-11,yes,no,cellular,1,unknown,no
5568,blue-collar,855,yes,no,cellular,1,success,yes
1156,retired,-341,no,yes,cellular,3,unknown,no
3232,student,107,no,no,cellular,1,unknown,yes
4428,management,16786,no,no,cellular,1,unknown,no
4598,student,2321,no,no,cellular,2,failure,no
2093,retired,653,no,no,telephone,1,success,yes
1907,blue-collar,449,yes,no,cellular,6,unknown,no
797,management,-240,no,yes,unknown,3,unknown,no
2233,blue-collar,92,yes,no,unknown,3,unknown,no
6518,management,991,yes,no,cellular,3,unknown,yes
5213,technician,194,no,yes,cellular,3,unknown,no
275,management,265,yes,no,unknown,4,unknown,no
7145,services,146,yes,no,unknown,2,unknown,no
766,student,5827,no,no,cellular,2,unknown,no
5826,management,75,no,no,cellular,2,unknown,no
6735,entrepreneur,0,no,no,cellular,7,unknown,no
761,self-employed,396,no,no,cellular,1,unknown,no
3352,management,656,yes,no,cellular,2,unknown,no
5601,services,3413,no,no,cellular,7,unknown,no
1736,blue-collar,197,no,no,telephone,1,unknown,no
5640,management,2220,yes,no,cellular,2,unknown,no
3674,blue-collar,316,yes,no,cellular,1,unknown,no
870,blue-collar,180,no,no,cellular,2,unknown,yes
3083,management,312,no,no,cellular,2,success,yes
344,housemaid,2518,no,no,cellular,3,unknown,yes
4830,admin.,1228,yes,yes,cellular,1,unknown,yes
2822,services,775,no,no,cellular,3,success,yes
6006,admin.,4855,no,no,cellular,2,unknown,yes
2390,admin.,3415,no,no,cellular,1,unknown,yes
5672,management,595,yes,no,cellular,1,unknown,no
1429,management,10583,no,no,cellular,1,success,yes
5674,blue-collar,138,yes,no,cellular,3,unknown,yes
4432,services,-389,yes,yes,unknown,1,unknown,no
4968,unemployed,587,no,no,cellular,1,unknown,yes
7076,blue-collar,673,yes,no,unknown,2,unknown,no
2620,management,9827,yes,no,cellular,4,unknown,yes
5449,technician,7102,yes,no,unknown,9,unknown,no
2870,management,1257,no,no,cellular,1,unknown,yes
6467,technician,158,no,no,unknown,2,unknown,yes
7082,unemployed,1974,no,no,cellular,1,success,yes
3024,services,94,yes,no,unknown,2,unknown,no
1899,technician,325,no,no,cellular,3,unknown,yes
6555,entrepreneur,975,yes,yes,cellular,4,unknown,no
11,services,341,no,no,cellular,2,unknown,yes
360,management,0,no,no,cellular,2,unknown,no
4768,management,2383,no,no,cellular,6,unknown,yes
1569,blue-collar,244,yes,no,cellular,2,unknown,no
1032,management,92,no,no,cellular,1,success,no
5450,management,201,yes,no,cellular,1,unknown,no
6433,housemaid,0,no,yes,cellular,2,unknown,no
6659,services,-344,no,yes,cellular,1,unknown,no
