,age,balance,contact,campaign,pdays,poutcome,deposit
5328,60,316,cellular,2,263,failure,yes
6065,37,122,cellular,2,318,other,yes
6215,40,57,cellular,9,-1,unknown,yes
2952,34,88,unknown,2,-1,unknown,no
5213,64,588,cellular,1,91,failure,yes
6983,55,570,cellular,6,-1,unknown,no
3398,30,98,cellular,5,-1,unknown,no
4765,48,308,cellular,5,-1,unknown,no
7336,35,1471,cellular,3,-1,unknown,no
5130,80,1610,cellular,1,-1,unknown,no
7518,31,354,cellular,2,-1,unknown,no
4172,34,2427,telephone,3,70,failure,no
1134,41,5037,cellular,9,185,other,yes
3675,40,990,cellular,3,-1,unknown,no
5390,32,-1,cellular,2,-1,unknown,no
80,39,8,cellular,2,96,failure,no
3046,26,2786,cellular,1,-1,unknown,yes
595,48,926,cellular,4,185,success,yes
2556,35,2918,cellular,2,407,success,yes
1761,51,658,unknown,1,-1,unknown,no
4832,54,1134,cellular,3,-1,unknown,yes
799,49,361,unknown,2,-1,unknown,yes
7460,56,-9,cellular,1,-1,unknown,yes
2196,27,13,cellular,3,-1,unknown,yes
4331,26,111,cellular,1,-1,unknown,yes
5419,45,2388,cellular,2,-1,unknown,no
4650,40,1060,cellular,3,-1,unknown,no
2140,55,8304,cellular,1,92,success,yes
473,29,3466,cellular,1,-1,unknown,yes
1285,53,9072,cellular,2,-1,unknown,no
723,41,1020,unknown,1,-1,unknown,yes
2777,32,634,cellular,1,-1,unknown,yes
6047,53,5603,cellular,6,-1,unknown,yes
5700,54,395,cellular,1,183,success,yes
7610,33,599,cellular,2,-1,unknown,no
2044,55,496,cellular,4,-1,unknown,no
7005,58,1697,unknown,2,-1,unknown,no
1626,46,922,telephone,2,-1,unknown,no
4874,36,1925,cellular,2,-1,unknown,yes
6511,47,225,cellular,4,-1,unknown,yes
390,50,156,cellular,3,-1,unknown,yes
1100,53,367,cellular,1,261,failure,no
53,31,533,cellular,3,93,success,yes
1954,32,3,cellular,1,-1,unknown,yes
1459,92,775,cellular,4,96,success,yes
4190,30,7845,unknown,1,-1,unknown,no
3947,56,3498,cellular,2,-1,unknown,yes
1834,39,1107,telephone,4,-1,unknown,no
6325,50,4855,cellular,2,-1,unknown,yes
5784,52,230,cellular,2,-1,unknown,yes
5137,28,75,unknown,1,-1,unknown,no
668,39,1836,cellular,3,-1,unknown,yes
5345,25,303,cellular,1,-1,unknown,yes
4019,52,94,cellular,1,92,success,yes
5539,30,2539,telephone,5,-1,unknown,yes
6509,37,49,unknown,2,-1,unknown,yes
6015,34,458,unknown,1,-1,unknown,no
1479,27,0,cellular,13,-1,unknown,no
4458,34,417,cellular,1,174,failure,yes
7093,59,27,unknown,3,-1,unknown,no
128,59,416,unknown,3,-1,unknown,no
569,48,86,cellular,3,186,other,yes
6345,35,1368,cellular,1,41,other,yes
3866,35,415,cellular,1,176,failure,yes
4613,39,1756,cellular,1,-1,unknown,yes
7713,31,4888,telephone,4,166,failure,no
6451,42,410,cellular,2,-1,unknown,no
2183,52,1524,cellular,6,-1,unknown,yes
5208,42,1022,unknown,2,-1,unknown,no
1015,32,833,telephone,5,164,other,no
6272,43,1311,unknown,1,-1,unknown,no
766,55,1821,cellular,2,-1,unknown,no
4253,35,80,cellular,2,94,other,yes
2909,29,258,unknown,1,-1,unknown,no
7597,35,73,unknown,2,-1,unknown,no
1534,41,4910,cellular,1,-1,unknown,no
3690,35,1227,cellular,5,134,success,yes
7362,51,1937,cellular,4,152,other,no
5453,29,316,cellular,1,-1,unknown,yes
3024,37,1085,cellular,4,-1,unknown,no
6729,36,-15,unknown,3,-1,unknown,no
2414,55,46,cellular,4,-1,unknown,no
5293,33,390,cellular,2,-1,unknown,no
139,54,2761,cellular,1,-1,unknown,no
6028,25,3,cellular,1,-1,unknown,yes
6333,54,2156,cellular,1,86,success,yes
5333,59,222,cellular,1,-1,unknown,no
6082,58,688,cellular,2,-1,unknown,no
6525,39,172,cellular,2,183,failure,yes
4736,35,634,cellular,2,-1,unknown,no
213,59,1,cellular,1,-1,unknown,yes
5417,27,221,cellular,1,-1,unknown,no
830,34,171,cellular,1,294,failure,no
7595,31,12857,cellular,1,92,success,yes
5781,29,57,telephone,9,-1,unknown,no
6435,60,1099,cellular,2,-1,unknown,yes
7106,50,1595,unknown,1,-1,unknown,yes
6437,59,1541,cellular,1,-1,unknown,no
310,36,409,unknown,3,-1,unknown,no
7607,61,6481,cellular,1,-1,unknown,yes
2499,54,4736,telephone,6,307,failure,yes
2323,35,644,unknown,2,-1,unknown,no
6294,31,131,cellular,1,-1,unknown,yes
6656,31,141,cellular,2,238,other,yes
4513,58,0,telephone,3,264,failure,no
5791,51,1330,unknown,8,-1,unknown,no
1490,33,-14,cellular,2,-1,unknown,no
3966,34,355,cellular,3,-1,unknown,no
1440,40,-35,cellular,3,-1,unknown,no
3525,21,360,cellular,2,-1,unknown,yes
3399,35,3443,cellular,4,-1,unknown,no
2018,30,2046,telephone,3,254,failure,yes
1145,32,102,unknown,11,-1,unknown,no
6957,59,315,cellular,1,176,failure,yes
5096,46,0,cellular,2,-1,unknown,yes
5342,33,17,cellular,1,351,failure,no
3976,26,338,cellular,1,188,unknown,yes
685,31,1166,unknown,1,-1,unknown,no
1114,33,2780,cellular,1,-1,unknown,yes
2208,38,64,cellular,1,-1,unknown,no
2368,42,0,cellular,1,140,failure,yes
5317,37,6714,unknown,1,-1,unknown,no
1993,35,1330,cellular,1,-1,unknown,yes
3533,31,533,telephone,1,90,success,yes
4576,49,85,cellular,5,359,other,yes
5958,26,0,unknown,2,-1,unknown,no
4274,35,3160,cellular,2,95,failure,yes
7508,39,2939,cellular,2,-1,unknown,yes
1171,33,3770,cellular,2,-1,unknown,no
1715,36,-487,cellular,1,-1,unknown,yes
7598,34,1504,unknown,3,-1,unknown,no
7404,59,9676,telephone,2,-1,unknown,yes
1872,57,9103,unknown,2,-1,unknown,yes
2385,54,0,cellular,2,-1,unknown,no
6268,26,1140,cellular,2,-1,unknown,yes
7792,72,1129,cellular,1,-1,unknown,yes
3601,26,255,cellular,2,106,success,yes
2816,37,393,cellular,1,357,failure,no
5221,51,100,cellular,2,-1,unknown,yes
1706,36,4721,cellular,2,90,success,yes
6316,36,79,unknown,3,-1,unknown,no
6332,33,272,cellular,2,92,success,yes
707,31,596,cellular,4,-1,unknown,no
3946,51,2007,cellular,3,-1,unknown,yes
312,34,101,cellular,5,-1,unknown,no
4144,31,7369,cellular,4,-1,unknown,no
6812,40,257,cellular,1,209,failure,no
4122,73,739,cellular,1,-1,unknown,yes
4043,68,695,cellular,1,-1,unknown,yes
6771,57,589,cellular,1,190,failure,yes
3010,39,937,cellular,4,-1,unknown,yes
5227,31,-6,cellular,6,-1,unknown,no
6889,47,2500,cellular,1,-1,unknown,no
6331,32,287,unknown,8,-1,unknown,no
6085,34,568,cellular,1,-1,unknown,no
3217,31,879,cellular,1,-1,unknown,yes
3225,27,145,cellular,4,89,failure,no
4304,47,829,unknown,1,-1,unknown,no
2089,39,2990,telephone,4,-1,unknown,no
3799,45,2433,cellular,2,-1,unknown,no
2269,36,11462,cellular,1,-1,unknown,yes
4719,24,230,cellular,1,-1,unknown,no
2897,36,649,cellular,2,91,failure,no
1887,36,-811,cellular,2,-1,unknown,yes
4028,30,971,cellular,1,317,other,no
6412,28,0,cellular,3,196,failure,yes
249,35,0,cellular,5,-1,unknown,no
2642,31,1205,cellular,1,328,other,no
6376,45,1723,cellular,2,-1,unknown,yes
1002,57,402,unknown,3,-1,unknown,no
3938,26,-454,cellular,2,-1,unknown,no
4729,31,89,unknown,3,-1,unknown,no
2721,30,778,cellular,2,346,failure,no
7485,20,423,cellular,1,-1,unknown,yes
1895,32,2093,cellular,2,444,failure,yes
5806,41,4418,cellular,3,-1,unknown,no
2598,56,654,cellular,1,-1,unknown,yes
180,25,483,cellular,1,-1,unknown,yes
6017,38,930,cellular,1,-1,unknown,no
6178,30,185,unknown,1,-1,unknown,no
4949,25,101,cellular,3,-1,unknown,yes
6848,57,808,cellular,3,-1,unknown,no
2325,30,10,cellular,2,-1,unknown,yes
3201,85,12114,telephone,2,-1,unknown,yes
7418,56,63,cellular,2,-1,unknown,no
1485,43,14646,cellular,1,-1,unknown,yes
7458,34,1974,cellular,1,342,success,yes
6107,54,548,cellular,7,-1,unknown,yes
2835,51,3463,cellular,2,166,other,yes
6081,30,1681,cellular,1,106,success,yes
6654,39,4646,cellular,1,-1,unknown,yes
5416,31,208,cellular,7,-1,unknown,yes
4237,44,-1636,cellular,1,-1,unknown,no
4227,40,1395,cellular,2,-1,unknown,no
5771,41,121,cellular,1,287,failure,no
2943,47,820,cellular,1,-1,unknown,yes
3392,53,104,unknown,1,-1,unknown,yes
5611,36,746,cellular,3,-1,unknown,no
3749,49,102,cellular,2,-1,unknown,no
7663,44,1139,cellular,1,-1,unknown,no
6565,26,10086,cellular,2,-1,unknown,yes
3035,87,2190,telephone,2,-1,unknown,yes
4151,61,477,cellular,1,520,other,yes
3353,19,608,cellular,1,180,success,yes
5079,31,877,cellular,1,92,success,yes
4710,58,145,telephone,13,-1,unknown,yes
4884,35,154,unknown,4,-1,unknown,no
381,38,8876,cellular,1,75,failure,no
7449,35,28,unknown,3,-1,unknown,no
5932,64,43,cellular,1,-1,unknown,yes
4644,46,333,cellular,4,-1,unknown,no
2445,60,0,unknown,4,-1,unknown,no
2850,47,3070,cellular,4,-1,unknown,yes
1924,38,0,unknown,2,-1,unknown,no
708,59,25947,cellular,2,-1,unknown,no
4716,30,3779,cellular,1,-1,unknown,yes
5337,26,44,cellular,1,-1,unknown,yes
1818,28,187,cellular,1,93,success,yes
2344,25,1734,cellular,1,-1,unknown,no
6632,45,2406,cellular,2,-1,unknown,no
3234,27,390,cellular,2,104,failure,yes
254,40,37,unknown,1,-1,unknown,no
643,58,119,cellular,1,-1,unknown,yes
1408,57,-12,cellular,8,-1,unknown,no
5304,36,38,unknown,4,-1,unknown,no
5484,48,-244,unknown,1,-1,unknown,no
4365,57,215,cellular,2,-1,unknown,no
2297,25,628,cellular,1,-1,unknown,no
4049,37,443,cellular,1,-1,unknown,yes
7682,56,1150,cellular,1,117,failure,no
5524,56,4266,unknown,4,-1,unknown,yes
4538,45,205,cellular,1,92,success,yes
1441,44,2557,cellular,1,181,success,yes
2751,52,1291,cellular,1,169,failure,no
754,50,3240,cellular,2,-1,unknown,no
2925,25,130,cellular,1,-1,unknown,no
3685,55,6958,unknown,2,-1,unknown,no
735,47,324,cellular,2,-1,unknown,yes
7379,55,171,cellular,6,-1,unknown,no
3352,57,739,cellular,2,364,failure,no
690,35,1693,cellular,1,-1,unknown,yes
4104,53,10185,cellular,1,-1,unknown,yes
3779,29,428,cellular,2,-1,unknown,yes
4630,30,424,cellular,4,-1,unknown,yes
2027,27,15,cellular,1,-1,unknown,no
3756,47,1536,cellular,1,301,other,no
1052,52,4,cellular,9,-1,unknown,no
2640,66,1230,cellular,3,-1,unknown,yes
3232,56,29,cellular,2,227,failure,no
430,43,3064,cellular,2,-1,unknown,yes
1099,25,703,cellular,3,-1,unknown,no
5344,60,8837,unknown,4,-1,unknown,no
6775,31,2544,cellular,1,279,success,yes
7599,53,2152,cellular,3,-1,unknown,yes
608,35,196,cellular,1,-1,unknown,no
3843,58,407,cellular,2,-1,unknown,no
6735,47,293,cellular,1,-1,unknown,yes
4877,30,6392,cellular,1,-1,unknown,no
4905,54,0,telephone,2,-1,unknown,no
6743,77,3324,cellular,1,91,success,yes
5007,38,-175,telephone,9,-1,unknown,no
792,56,3120,cellular,2,-1,unknown,no
2116,57,168,cellular,1,-1,unknown,yes
209,31,120,cellular,1,-1,unknown,yes
1826,27,-151,cellular,2,-1,unknown,no
4658,35,-32,cellular,4,182,failure,yes
395,44,58,cellular,3,-1,unknown,no
3013,31,792,cellular,14,-1,unknown,yes
3661,39,1,unknown,2,-1,unknown,no
7100,49,20,cellular,1,-1,unknown,no
832,36,12264,cellular,1,182,success,yes
4254,44,-972,unknown,2,-1,unknown,no
3445,48,606,cellular,4,-1,unknown,no
225,30,255,cellular,1,-1,unknown,yes
3368,54,496,cellular,3,-1,unknown,yes
2619,48,318,cellular,4,-1,unknown,yes
5314,36,432,cellular,3,255,failure,no
2812,35,397,cellular,1,-1,unknown,yes
2046,59,0,cellular,8,-1,unknown,no
4050,47,113,unknown,1,-1,unknown,no
3044,40,334,cellular,1,91,other,yes
6880,45,1348,cellular,2,-1,unknown,yes
6363,40,0,cellular,4,-1,unknown,no
4539,27,339,cellular,1,-1,unknown,yes
1296,42,807,cellular,1,-1,unknown,yes
2283,58,999,cellular,6,-1,unknown,no
7037,50,5260,cellular,2,-1,unknown,no
3202,35,182,unknown,1,-1,unknown,no
3997,26,267,cellular,2,-1,unknown,yes
4701,37,347,cellular,1,-1,unknown,no
449,60,367,cellular,2,-1,unknown,yes
4334,32,57,cellular,2,-1,unknown,no
2391,36,54,cellular,3,-1,unknown,yes
3483,59,893,cellular,4,-1,unknown,no
1068,47,61,cellular,5,-1,unknown,no
7708,37,1291,cellular,1,97,success,yes
4306,30,925,cellular,1,-1,unknown,no
3085,48,700,cellular,2,-1,unknown,no
3049,43,43,cellular,1,-1,unknown,no
1941,33,561,cellular,1,-1,unknown,no
7280,62,1495,cellular,1,-1,unknown,yes
3133,50,2564,cellular,4,113,failure,no
7779,37,775,cellular,2,-1,unknown,yes
2605,31,373,cellular,5,-1,unknown,no
5273,40,0,cellular,5,-1,unknown,no
2995,44,285,cellular,3,-1,unknown,no
4210,36,3,cellular,4,-1,unknown,no
837,40,-240,unknown,3,-1,unknown,no
4154,38,427,cellular,3,169,failure,no
2981,52,0,unknown,3,-1,unknown,no
1409,49,167,cellular,1,-1,unknown,no
4640,37,175,unknown,6,-1,unknown,yes
3310,30,536,cellular,1,105,success,yes
5625,27,-588,unknown,2,-1,unknown,no
2206,33,2044,cellular,3,-1,unknown,yes
1205,36,0,telephone,3,-1,unknown,no
1401,33,658,cellular,1,208,success,yes
258,30,12737,cellular,2,-1,unknown,yes
1016,37,1978,cellular,1,-1,unknown,yes
5290,63,18016,cellular,1,-1,unknown,yes
4411,36,324,cellular,1,-1,unknown,yes
4421,57,1318,cellular,1,185,failure,yes
5794,42,1547,unknown,3,-1,unknown,no
7140,36,866,cellular,1,173,failure,yes
6609,35,80,cellular,5,-1,unknown,no
1207,31,3283,cellular,1,73,failure,yes
5610,49,687,cellular,1,-1,unknown,yes
1048,36,546,cellular,3,-1,unknown,no
1416,32,138,cellular,2,-1,unknown,no
3610,70,2575,telephone,2,-1,unknown,yes
248,35,503,unknown,2,-1,unknown,no
5822,30,655,cellular,4,184,success,yes
3327,27,1,cellular,4,-1,unknown,yes
7612,25,42,cellular,1,94,success,yes
1604,30,46,cellular,3,-1,unknown,no
2666,26,-29,cellular,4,-1,unknown,yes
7215,36,218,cellular,6,-1,unknown,yes
4369,25,139,cellular,1,-1,unknown,yes
4611,38,630,cellular,1,388,other,yes
1947,60,3401,cellular,1,270,failure,yes
1139,35,76,unknown,1,-1,unknown,no
19,46,242,cellular,2,96,success,yes
5634,34,757,cellular,4,-1,unknown,no
7455,58,1947,telephone,1,-1,unknown,yes
6940,34,1682,cellular,3,-1,unknown,no
6788,37,1580,cellular,12,-1,unknown,no
6036,42,419,unknown,4,-1,unknown,no
4809,41,5291,unknown,3,-1,unknown,yes
3443,40,0,cellular,2,98,success,yes
1033,42,402,cellular,7,330,failure,no
3275,57,-663,cellular,1,351,failure,no
3393,42,36,cellular,3,-1,unknown,yes
5312,49,3608,unknown,1,-1,unknown,yes
1163,23,897,cellular,2,280,failure,yes
3211,58,879,unknown,7,-1,unknown,no
3912,30,271,unknown,1,-1,unknown,no
6603,32,562,unknown,3,-1,unknown,yes
5969,26,641,cellular,1,368,failure,no
1901,33,1323,cellular,1,-1,unknown,yes
2511,48,427,cellular,1,-1,unknown,no
5818,27,-413,unknown,6,-1,unknown,yes
1820,43,18,cellular,2,370,other,no
7242,48,48,unknown,1,-1,unknown,no
1762,25,0,cellular,4,-1,unknown,yes
2144,30,315,cellular,3,346,failure,yes
2322,28,-123,cellular,1,-1,unknown,yes
5062,36,1227,cellular,5,341,failure,yes
624,29,100,cellular,4,344,failure,no
5327,49,230,unknown,1,-1,unknown,no
3321,43,483,cellular,6,-1,unknown,yes
6445,52,1306,cellular,1,-1,unknown,yes
4491,28,631,cellular,7,-1,unknown,no
6514,57,2681,cellular,2,-1,unknown,yes
1729,31,-463,unknown,1,-1,unknown,no
1504,33,700,cellular,1,80,success,yes
4256,28,1720,cellular,1,91,success,yes
5691,34,66,cellular,1,170,failure,no
5116,33,920,cellular,1,105,success,no
5338,38,304,cellular,2,-1,unknown,no
2849,53,223,cellular,1,-1,unknown,no
5789,34,275,cellular,2,455,other,yes
4418,25,1141,cellular,1,347,failure,no
3553,34,2374,cellular,1,209,failure,yes
1943,38,217,unknown,6,-1,unknown,yes
1076,31,-218,unknown,15,-1,unknown,no
2130,52,189,cellular,2,-1,unknown,no
3646,43,699,cellular,2,122,other,yes
7156,38,1685,unknown,1,-1,unknown,no
600,32,759,cellular,5,-1,unknown,yes
7426,57,1044,telephone,1,192,success,yes
3012,35,147,cellular,1,337,failure,no
7306,53,50,cellular,1,337,failure,yes
4185,47,973,cellular,1,479,failure,yes
3926,67,3810,cellular,1,-1,unknown,no
6671,47,0,telephone,2,-1,unknown,no
3880,45,-243,cellular,2,-1,unknown,no
6911,59,0,cellular,2,-1,unknown,yes
1299,29,-20,cellular,1,-1,unknown,yes
6899,34,7279,cellular,1,-1,unknown,yes
3568,65,20806,telephone,2,-1,unknown,yes
4004,35,0,cellular,1,-1,unknown,no
4893,30,523,cellular,3,101,success,no
7060,30,1221,telephone,4,-1,unknown,yes
5141,39,208,cellular,2,-1,unknown,no
4544,36,-508,cellular,2,-1,unknown,no
438,57,3109,cellular,2,-1,unknown,yes
3500,36,760,unknown,13,-1,unknown,no
3040,77,1780,cellular,2,182,success,yes
2882,25,-191,unknown,7,-1,unknown,yes
2451,39,326,unknown,1,-1,unknown,no
5313,37,36,unknown,1,-1,unknown,no
2739,51,4917,cellular,1,-1,unknown,yes
5926,35,71,cellular,2,-1,unknown,no
5363,22,-1,unknown,1,-1,unknown,no
6319,26,710,unknown,2,-1,unknown,yes
493,26,6840,unknown,2,-1,unknown,yes
1744,33,315,cellular,3,-1,unknown,yes
5037,31,816,cellular,2,-1,unknown,no
6694,53,6839,cellular,1,-1,unknown,no
3493,33,30,telephone,2,-1,unknown,no
3621,39,3261,unknown,17,-1,unknown,no
151,55,2312,unknown,1,-1,unknown,no
5863,39,1403,cellular,8,326,failure,no
3140,35,-1489,unknown,1,-1,unknown,no
3407,35,2201,telephone,1,-1,unknown,yes
7800,62,2,cellular,1,-1,unknown,yes
1732,36,911,cellular,3,-1,unknown,no
7421,33,2,unknown,1,-1,unknown,no
778,36,125,cellular,3,-1,unknown,yes
399,48,313,cellular,1,-1,unknown,no
3410,36,3954,unknown,1,-1,unknown,no
2239,54,876,cellular,3,541,success,yes
1552,28,203,cellular,2,-1,unknown,no
6024,32,127,cellular,17,-1,unknown,no
3647,44,3091,unknown,4,-1,unknown,no
2780,39,18508,cellular,4,-1,unknown,yes
5841,52,306,cellular,1,-1,unknown,yes
6395,54,-1415,cellular,1,-1,unknown,no
6716,39,2245,cellular,2,-1,unknown,yes
1757,52,3923,unknown,3,-1,unknown,yes
1838,33,-191,cellular,4,-1,unknown,yes
917,45,44,unknown,4,-1,unknown,no
7366,56,13094,cellular,1,-1,unknown,yes
7206,39,462,cellular,1,-1,unknown,yes
1032,32,2458,cellular,2,-1,unknown,no
1816,36,1133,cellular,1,181,other,yes
1874,40,2129,cellular,3,-1,unknown,no
2538,46,149,cellular,2,-1,unknown,yes
5246,29,2891,cellular,1,-1,unknown,no
2770,31,2666,telephone,2,148,other,yes
60,45,154,unknown,1,-1,unknown,yes
3282,51,95,cellular,4,-1,unknown,yes
1154,27,501,telephone,4,-1,unknown,no
3653,23,105,unknown,2,-1,unknown,no
3017,34,0,unknown,1,-1,unknown,no
4044,45,640,cellular,1,-1,unknown,yes
3832,29,84,cellular,2,-1,unknown,yes
411,42,994,cellular,3,93,success,yes
1247,47,236,cellular,4,-1,unknown,no
436,24,2573,cellular,2,-1,unknown,yes
6191,36,0,cellular,1,244,failure,no
3480,44,643,cellular,1,143,failure,yes
1313,54,1213,cellular,1,-1,unknown,yes
5904,43,130,unknown,1,-1,unknown,no
5902,38,362,unknown,5,-1,unknown,no
3589,35,331,cellular,2,-1,unknown,yes
1489,37,9,cellular,1,-1,unknown,no
6961,39,141,cellular,2,331,other,no
5466,26,2509,cellular,3,97,success,yes
5899,29,313,cellular,2,343,other,no
3319,32,567,cellular,2,342,other,no
1802,34,63,cellular,1,-1,unknown,yes
2210,43,664,cellular,1,-1,unknown,no
5255,46,1167,cellular,2,-1,unknown,yes
7118,43,56,cellular,2,-1,unknown,no
3240,65,2331,telephone,1,92,success,yes
3576,40,4736,cellular,2,-1,unknown,yes
7036,34,440,cellular,2,345,failure,no
5732,34,3031,cellular,6,-1,unknown,no
4067,27,0,cellular,1,-1,unknown,no
3440,29,9,cellular,3,-1,unknown,no
605,55,0,cellular,3,187,failure,no
6687,21,1333,cellular,1,-1,unknown,no
4508,52,361,cellular,1,-1,unknown,no
1847,61,8729,cellular,1,-1,unknown,yes
5775,37,-261,cellular,1,-1,unknown,no
2744,48,7408,cellular,2,-1,unknown,no
4582,57,1623,cellular,1,-1,unknown,no
7783,42,947,cellular,2,-1,unknown,no
1894,67,1146,cellular,1,92,failure,yes
4170,55,139,cellular,1,-1,unknown,yes
3762,34,89,cellular,4,-1,unknown,yes
3994,33,114,unknown,1,-1,unknown,yes
3574,46,1544,unknown,1,-1,unknown,no
1396,21,2077,cellular,1,-1,unknown,yes
3856,26,294,cellular,2,-1,unknown,yes
5010,34,5,cellular,2,-1,unknown,yes
6972,39,2460,cellular,3,-1,unknown,no
655,55,86,telephone,1,-1,unknown,no
3089,63,-39,cellular,2,-1,unknown,yes
1800,27,1840,cellular,1,28,other,yes
7008,37,3665,cellular,3,-1,unknown,yes
2288,21,137,unknown,3,-1,unknown,no
7146,59,0,cellular,4,-1,unknown,no
5562,31,2616,cellular,1,185,other,yes
3987,34,-312,unknown,1,-1,unknown,no
2040,38,-56,unknown,2,-1,unknown,no
26,28,3733,cellular,5,91,success,no
2537,34,258,unknown,2,-1,unknown,no
3973,50,2794,cellular,2,-1,unknown,yes
6697,44,0,unknown,1,-1,unknown,no
3126,31,2,unknown,2,-1,unknown,yes
4031,26,800,cellular,2,-1,unknown,no
6038,43,210,unknown,5,-1,unknown,no
5735,35,2047,cellular,1,-1,unknown,no
1412,28,1636,cellular,1,355,failure,no
103,45,356,cellular,2,-1,unknown,no
6351,60,366,cellular,1,-1,unknown,yes
219,27,0,cellular,1,-1,unknown,yes
1931,38,0,cellular,1,-1,unknown,yes
1673,35,2200,cellular,1,-1,unknown,no
5779,31,1384,cellular,2,2,other,no
4785,31,78,cellular,2,-1,unknown,no
6305,36,565,cellular,1,-1,unknown,yes
1704,27,-195,cellular,1,-1,unknown,yes
2857,50,78,telephone,1,-1,unknown,no
1088,36,255,cellular,2,92,other,yes
6536,25,507,cellular,1,367,failure,yes
7569,34,-538,unknown,1,-1,unknown,yes
7301,57,3196,cellular,4,-1,unknown,no
6311,52,7192,cellular,1,-1,unknown,yes
2718,34,1011,cellular,1,-1,unknown,yes
3242,48,660,cellular,1,561,success,yes
4429,38,-239,unknown,2,-1,unknown,no
7356,49,1350,cellular,1,-1,unknown,no
3111,35,22,cellular,1,-1,unknown,no
3673,28,1628,cellular,2,-1,unknown,yes
3022,52,6,telephone,1,-1,unknown,no
1365,26,-84,cellular,5,-1,unknown,no
2475,33,312,unknown,2,-1,unknown,no
5757,58,5701,cellular,1,87,success,yes
5578,43,132,cellular,1,-1,unknown,yes
5336,40,1841,cellular,4,-1,unknown,yes
1465,42,-78,cellular,23,-1,unknown,no
7469,55,10,cellular,3,-1,unknown,no
6053,50,103,unknown,6,-1,unknown,no
5331,36,1989,unknown,2,-1,unknown,no
3776,51,2337,cellular,2,266,other,yes
6232,51,730,unknown,2,-1,unknown,no
7649,48,3756,cellular,10,-1,unknown,no
2058,59,574,cellular,6,-1,unknown,no
2794,31,3,cellular,1,-1,unknown,yes
4741,32,540,cellular,1,-1,unknown,yes
4131,41,732,unknown,1,-1,unknown,no
5884,33,263,unknown,3,-1,unknown,no
7480,41,456,cellular,4,-1,unknown,yes
6527,32,3695,cellular,1,353,other,no
413,55,781,cellular,3,270,failure,no
4584,31,212,cellular,3,-1,unknown,no
362,48,559,unknown,2,-1,unknown,no
1708,36,219,cellular,2,347,failure,no
5259,59,3400,cellular,3,-1,unknown,yes
3940,28,61,cellular,2,319,success,yes
5271,53,7067,unknown,3,-1,unknown,no
6255,32,1536,cellular,2,-1,unknown,yes
1053,67,405,cellular,2,95,success,yes
6809,47,1639,cellular,1,-1,unknown,yes
1870,46,4,cellular,4,-1,unknown,yes
6749,55,0,cellular,5,-1,unknown,yes
