,age,job,balance,contact,month,campaign,pdays,poutcome,education,day,duration,previous,deposit
6150,26,student,198,cellular,feb,1,-1,unknown,unknown,5,161,0,0
298,59,retired,514,cellular,may,6,90,success,secondary,4,673,1,1
2547,38,admin.,1839,unknown,may,2,-1,unknown,secondary,23,63,0,0
4865,32,blue-collar,700,unknown,nov,1,-1,unknown,tertiary,13,90,0,1
82,25,student,469,cellular,aug,1,86,other,secondary,21,273,1,1
6107,49,blue-collar,23,unknown,may,1,-1,unknown,primary,23,247,0,0
2170,46,technician,0,cellular,nov,1,167,failure,tertiary,20,531,1,1
5263,44,management,13054,cellular,may,2,174,other,secondary,11,471,12,0
1010,49,technician,5,cellular,aug,2,-1,unknown,secondary,19,131,0,0
5884,26,student,1134,cellular,apr,4,-1,unknown,tertiary,21,464,0,1
6010,47,blue-collar,863,unknown,may,2,-1,unknown,secondary,19,943,0,1
2732,32,technician,1855,cellular,sep,2,134,other,tertiary,15,126,1,1
1280,52,management,1453,telephone,jul,21,-1,unknown,tertiary,29,254,0,0
1943,49,blue-collar,408,cellular,aug,4,-1,unknown,primary,12,559,0,1
2116,39,services,0,cellular,may,1,-1,unknown,secondary,8,503,0,0
6977,35,admin.,855,unknown,may,3,-1,unknown,secondary,12,241,0,0
6852,46,management,3984,cellular,aug,2,-1,unknown,tertiary,13,77,0,0
3367,34,technician,2085,cellular,aug,3,182,success,secondary,10,356,2,1
1212,38,management,547,unknown,may,4,-1,unknown,tertiary,14,137,0,0
2869,34,management,0,unknown,may,1,-1,unknown,tertiary,20,150,0,0
5205,49,unemployed,769,unknown,may,1,-1,unknown,secondary,14,257,0,0
4746,39,admin.,0,cellular,jan,1,436,failure,secondary,27,366,10,1
3674,53,management,2578,cellular,nov,4,107,failure,tertiary,19,299,2,0
1950,27,technician,3933,cellular,jul,3,-1,unknown,secondary,28,837,0,1
6713,30,services,1881,unknown,jun,1,-1,unknown,secondary,26,29,0,0
5698,34,blue-collar,3986,cellular,apr,2,-1,unknown,primary,17,345,0,0
5740,30,technician,178,cellular,jul,3,-1,unknown,tertiary,17,656,0,1
4703,51,technician,337,cellular,aug,4,-1,unknown,secondary,20,687,0,0
3298,57,retired,1841,telephone,jun,1,-1,unknown,secondary,5,302,0,1
803,40,technician,311,cellular,aug,2,-1,unknown,secondary,6,738,0,1
1844,33,management,561,cellular,apr,1,-1,unknown,tertiary,7,104,0,0
3138,36,services,0,unknown,jun,1,-1,unknown,primary,2,1036,0,1
5101,32,admin.,-1,cellular,jul,2,-1,unknown,secondary,8,228,0,0
7276,50,admin.,0,unknown,jun,1,-1,unknown,secondary,20,174,0,0
5449,38,admin.,4874,unknown,jun,3,-1,unknown,secondary,6,1291,0,0
679,29,blue-collar,7,cellular,may,3,-1,unknown,primary,12,69,0,0
4348,74,retired,935,cellular,may,1,99,failure,secondary,5,226,2,1
1732,43,blue-collar,18,cellular,may,2,370,other,primary,14,131,3,0
2685,34,services,2918,cellular,jun,1,196,success,secondary,4,246,2,1
1717,57,housemaid,8278,cellular,nov,3,-1,unknown,primary,17,408,0,0
3191,31,management,2983,cellular,jul,1,-1,unknown,tertiary,2,153,0,0
5477,59,technician,7766,cellular,feb,1,461,failure,secondary,25,1422,1,1
7275,44,technician,1139,cellular,jan,1,-1,unknown,secondary,30,64,0,0
3460,36,blue-collar,0,cellular,jul,1,-1,unknown,secondary,15,794,0,0
6091,32,technician,2556,cellular,aug,3,-1,unknown,secondary,6,269,0,0
4920,45,blue-collar,5461,cellular,nov,2,-1,unknown,primary,20,841,0,1
4206,41,entrepreneur,39,cellular,nov,2,-1,unknown,primary,21,549,0,1
3089,44,blue-collar,103,cellular,may,1,329,failure,primary,12,79,2,0
1971,59,technician,316,cellular,aug,4,-1,unknown,secondary,14,200,0,0
3837,29,housemaid,2196,cellular,aug,1,-1,unknown,tertiary,5,215,0,1
2683,37,blue-collar,1322,cellular,nov,8,185,other,primary,21,14,1,0
3504,48,admin.,368,cellular,oct,2,140,success,secondary,8,363,7,1
3360,38,technician,1019,cellular,may,1,-1,unknown,secondary,6,249,0,0
6231,50,blue-collar,388,cellular,feb,1,-1,unknown,primary,5,701,0,0
7278,75,retired,1413,cellular,sep,2,188,success,primary,1,532,2,1
5891,47,management,0,cellular,aug,2,-1,unknown,tertiary,19,213,0,0
5142,36,management,2987,cellular,aug,1,-1,unknown,tertiary,12,307,0,1
2483,35,technician,670,cellular,oct,2,-1,unknown,tertiary,13,301,0,1
5681,51,self-employed,2094,cellular,jun,6,-1,unknown,unknown,8,458,0,1
6953,37,blue-collar,168,cellular,apr,2,-1,unknown,secondary,17,266,0,0
4949,41,admin.,0,cellular,nov,2,-1,unknown,secondary,17,595,0,0
3699,55,management,1504,cellular,may,2,-1,unknown,unknown,22,338,0,1
2363,47,technician,293,cellular,jun,1,90,success,secondary,1,251,1,1
2163,40,services,-116,unknown,may,3,-1,unknown,secondary,29,176,0,0
3752,32,blue-collar,1036,unknown,may,2,-1,unknown,secondary,30,62,0,0
1464,23,student,486,cellular,mar,1,-1,unknown,secondary,3,87,0,0
6235,33,management,3935,cellular,may,1,342,failure,secondary,6,765,2,1
5183,26,management,390,cellular,aug,1,-1,unknown,tertiary,7,325,0,1
4223,38,management,1722,cellular,jul,1,-1,unknown,tertiary,10,500,0,1
3221,40,admin.,1248,unknown,jun,2,-1,unknown,tertiary,11,1290,0,1
3770,26,admin.,338,cellular,oct,1,188,unknown,secondary,29,209,2,1
3708,30,services,271,unknown,may,1,-1,unknown,secondary,15,365,0,0
1299,28,blue-collar,708,unknown,jun,5,-1,unknown,secondary,6,339,0,0
5035,34,management,73,cellular,feb,2,-1,unknown,tertiary,4,426,0,1
7214,53,management,2152,cellular,feb,3,-1,unknown,tertiary,13,75,0,1
2218,53,blue-collar,1388,cellular,aug,4,-1,unknown,primary,7,139,0,0
6222,55,management,2587,cellular,sep,2,94,success,primary,4,328,2,1
235,37,management,3236,cellular,may,2,202,other,tertiary,20,291,5,1
5383,25,student,108,cellular,apr,3,-1,unknown,secondary,29,305,0,1
2794,43,management,1696,cellular,aug,1,474,failure,tertiary,26,257,3,1
6290,30,services,292,cellular,apr,4,-1,unknown,secondary,15,651,0,0
6346,60,retired,194,cellular,jul,5,-1,unknown,secondary,30,61,0,0
6743,39,management,4692,telephone,nov,2,174,success,tertiary,19,214,2,0
4610,58,management,3342,cellular,feb,5,-1,unknown,tertiary,5,344,0,1
2045,48,admin.,3644,telephone,jul,9,-1,unknown,primary,31,1039,0,1
5679,71,retired,2600,cellular,aug,1,-1,unknown,primary,7,212,0,1
962,44,management,-600,cellular,aug,1,-1,unknown,tertiary,18,360,0,0
1068,27,blue-collar,567,cellular,nov,2,184,success,tertiary,25,238,1,1
607,40,blue-collar,1451,cellular,jun,1,-1,unknown,secondary,1,314,0,1
5936,37,admin.,3954,cellular,aug,1,117,failure,tertiary,12,87,2,0
3518,29,technician,2178,cellular,oct,2,139,other,tertiary,22,260,1,1
1226,27,services,504,cellular,may,5,362,other,secondary,18,106,8,0
1821,55,management,9756,cellular,jun,2,95,other,tertiary,5,103,1,1
3693,32,technician,491,cellular,jul,7,-1,unknown,unknown,9,474,0,1
1677,25,blue-collar,0,cellular,jul,4,-1,unknown,secondary,15,1424,0,1
7261,24,technician,598,cellular,may,1,182,success,secondary,12,762,2,1
3357,23,services,31,cellular,jun,1,-1,unknown,secondary,1,192,0,1
489,39,unemployed,7005,cellular,jul,2,184,success,primary,28,429,3,1
6495,37,management,0,cellular,apr,5,153,failure,tertiary,23,242,7,1
5647,42,admin.,-1386,cellular,jul,4,-1,unknown,secondary,15,56,0,0
4486,47,blue-collar,4840,unknown,jun,1,-1,unknown,secondary,16,53,0,0
1990,34,management,1310,cellular,nov,3,-1,unknown,tertiary,20,90,0,0
7315,40,management,-63,cellular,jul,1,-1,unknown,tertiary,2,196,0,0
6447,26,blue-collar,246,unknown,may,3,-1,unknown,secondary,16,1143,0,1
6027,33,management,250,cellular,mar,6,-1,unknown,tertiary,4,377,0,1
1351,31,technician,106,unknown,may,13,-1,unknown,secondary,13,101,0,0
5171,78,retired,2787,telephone,jul,1,-1,unknown,primary,1,372,0,1
4349,78,retired,1204,telephone,nov,1,-1,unknown,tertiary,17,135,0,1
1000,52,management,4,cellular,jul,9,-1,unknown,tertiary,28,30,0,0
6609,43,unknown,1517,unknown,jun,1,-1,unknown,unknown,20,45,0,0
3506,36,technician,-179,cellular,jul,1,-1,unknown,secondary,17,144,0,0
5873,25,services,50,unknown,may,1,-1,unknown,secondary,5,342,0,0
5566,49,technician,9131,cellular,aug,1,461,failure,secondary,18,532,5,1
5052,37,technician,1458,cellular,apr,1,-1,unknown,secondary,30,281,0,1
4017,32,blue-collar,1426,cellular,nov,1,-1,unknown,primary,20,114,0,0
1727,26,student,132,cellular,oct,1,119,success,secondary,1,194,1,1
6804,49,technician,596,telephone,sep,1,-1,unknown,tertiary,15,722,0,1
5092,54,technician,827,unknown,jun,2,-1,unknown,secondary,20,294,0,0
4103,32,admin.,57,cellular,jul,2,-1,unknown,secondary,22,50,0,0
809,80,retired,173,cellular,aug,3,-1,unknown,secondary,2,87,0,0
6508,39,housemaid,1444,cellular,nov,1,117,success,secondary,19,100,8,0
1492,31,technician,165,cellular,may,4,-1,unknown,tertiary,15,218,0,0
4675,73,retired,542,telephone,apr,5,-1,unknown,primary,29,107,0,0
7407,47,management,159,telephone,oct,3,155,other,tertiary,29,220,3,1
6949,31,blue-collar,754,unknown,may,4,-1,unknown,secondary,19,1022,0,1
1442,55,admin.,602,cellular,sep,1,98,success,secondary,7,350,5,1
4642,35,blue-collar,142,cellular,may,2,168,failure,secondary,7,266,1,0
2544,35,management,451,cellular,apr,6,-1,unknown,tertiary,17,220,0,0
338,33,blue-collar,697,cellular,feb,2,-1,unknown,secondary,6,860,0,1
4456,34,management,747,cellular,aug,2,98,failure,tertiary,31,72,1,0
5069,58,self-employed,327,cellular,jul,2,-1,unknown,tertiary,14,145,0,0
618,44,entrepreneur,121,cellular,aug,1,-1,unknown,tertiary,10,412,0,1
709,31,management,98,cellular,aug,2,-1,unknown,tertiary,11,69,0,0
3465,70,retired,2064,cellular,oct,1,-1,unknown,secondary,22,334,0,0
7088,57,blue-collar,3585,telephone,nov,1,-1,unknown,unknown,14,172,0,1
7064,32,management,1812,cellular,aug,1,182,other,tertiary,4,296,4,1
4932,36,blue-collar,537,cellular,jul,6,-1,unknown,secondary,7,206,0,0
3571,40,management,290,unknown,may,1,-1,unknown,tertiary,27,184,0,0
1162,46,technician,4023,cellular,aug,2,-1,unknown,secondary,7,131,0,0
2498,30,technician,0,cellular,jul,1,424,success,tertiary,5,140,8,1
7105,33,technician,151,cellular,apr,3,236,failure,secondary,20,104,6,0
3729,28,technician,100,cellular,may,5,-1,unknown,secondary,13,70,0,0
5317,31,unemployed,86,unknown,jun,2,-1,unknown,secondary,3,963,0,1
2964,35,management,2885,cellular,aug,3,43,other,tertiary,13,199,8,1
5859,34,technician,174,telephone,may,4,-1,unknown,secondary,11,259,0,0
6549,57,technician,254,cellular,oct,1,-1,unknown,secondary,27,207,0,1
6511,35,admin.,404,unknown,may,1,-1,unknown,secondary,29,539,0,1
5062,32,management,62,cellular,may,1,-1,unknown,tertiary,14,166,0,0
1949,65,retired,1973,telephone,apr,3,-1,unknown,tertiary,21,396,0,1
2802,30,blue-collar,35,cellular,jul,2,-1,unknown,primary,11,366,0,0
6551,37,management,22125,cellular,nov,2,-1,unknown,tertiary,21,331,0,1
2849,32,technician,317,unknown,may,2,-1,unknown,unknown,21,394,0,0
3380,47,management,12026,telephone,oct,1,-1,unknown,tertiary,27,251,0,1
755,51,management,0,unknown,may,5,-1,unknown,tertiary,29,410,0,0
927,59,technician,1,cellular,oct,1,182,success,secondary,14,585,5,1
2633,24,blue-collar,272,cellular,nov,2,94,success,secondary,16,105,2,1
1344,31,management,0,cellular,may,3,352,failure,tertiary,14,117,3,0
175,25,admin.,483,cellular,feb,1,-1,unknown,secondary,3,189,0,1
576,56,services,191,cellular,jul,3,-1,unknown,secondary,23,335,0,0
1709,30,technician,2371,cellular,jun,1,384,other,secondary,14,661,2,1
5264,53,management,1624,cellular,nov,3,97,success,tertiary,11,166,7,1
2730,49,services,1830,cellular,feb,1,-1,unknown,primary,15,136,0,1
4022,60,retired,514,cellular,oct,2,213,success,secondary,15,187,10,1
7031,56,management,505,cellular,may,1,169,failure,tertiary,5,221,3,0
6947,41,services,1583,cellular,jul,1,-1,unknown,tertiary,9,662,0,1
2130,54,management,602,cellular,jul,2,-1,unknown,secondary,30,101,0,0
727,55,retired,1821,cellular,aug,2,-1,unknown,primary,8,224,0,0
4049,31,blue-collar,-277,telephone,jul,2,-1,unknown,secondary,17,1008,0,1
5509,40,unemployed,1694,cellular,aug,6,-1,unknown,secondary,12,473,0,1
4698,35,technician,3549,cellular,aug,4,-1,unknown,secondary,13,250,0,0
5677,45,entrepreneur,20138,cellular,nov,5,-1,unknown,tertiary,20,871,0,1
1327,21,entrepreneur,2077,cellular,aug,1,-1,unknown,tertiary,5,323,0,1
6851,33,blue-collar,498,cellular,apr,1,-1,unknown,secondary,30,301,0,1
2112,31,technician,589,unknown,may,1,-1,unknown,secondary,21,151,0,0
7194,40,management,143,cellular,aug,6,-1,unknown,tertiary,13,832,0,0
5991,41,management,-556,unknown,may,3,-1,unknown,tertiary,26,127,0,0
5131,33,services,2411,cellular,oct,1,161,failure,secondary,23,130,1,1
4280,31,management,81,cellular,oct,2,-1,unknown,tertiary,29,164,0,1
6293,36,blue-collar,0,unknown,jun,1,-1,unknown,secondary,19,238,0,0
6957,24,blue-collar,-398,cellular,may,3,355,other,secondary,18,14,4,0
46,32,services,3993,cellular,may,2,-1,unknown,secondary,22,148,0,1
3127,52,retired,-309,unknown,jun,2,-1,unknown,tertiary,19,500,0,1
4205,36,technician,376,cellular,nov,1,92,success,secondary,13,193,1,1
1903,41,technician,1631,cellular,aug,2,-1,unknown,secondary,12,173,0,0
3773,41,self-employed,20,unknown,jun,1,-1,unknown,secondary,5,333,0,0
664,27,technician,337,unknown,jul,1,-1,unknown,secondary,9,23,0,1
5767,48,blue-collar,183,unknown,jun,1,-1,unknown,primary,9,940,0,1
3344,35,technician,354,cellular,aug,3,-1,unknown,secondary,11,444,0,1
2203,39,management,2454,cellular,may,3,263,failure,tertiary,4,716,2,1
6121,51,management,0,cellular,aug,1,84,other,tertiary,19,263,1,0
6837,47,blue-collar,1568,cellular,may,3,91,success,secondary,21,226,8,1
4573,40,admin.,260,cellular,may,1,181,success,secondary,13,306,5,1
4821,32,technician,28,cellular,nov,1,-1,unknown,secondary,18,368,0,0
5856,57,retired,842,cellular,aug,3,-1,unknown,tertiary,13,284,0,1
4411,36,admin.,787,unknown,jun,1,-1,unknown,secondary,17,92,0,0
2169,43,management,5172,unknown,may,3,-1,unknown,unknown,29,57,0,0
5015,40,blue-collar,13,unknown,jul,1,-1,unknown,primary,4,178,0,0
3985,42,blue-collar,443,unknown,jun,5,-1,unknown,secondary,2,671,0,1
1358,29,student,163,cellular,aug,1,-1,unknown,tertiary,3,249,0,1
3018,21,student,357,cellular,sep,3,-1,unknown,secondary,2,115,0,0
4018,26,technician,11862,cellular,feb,1,-1,unknown,tertiary,13,119,0,1
4241,33,technician,161,cellular,aug,9,-1,unknown,secondary,25,66,0,0
5874,33,blue-collar,1387,cellular,feb,1,-1,unknown,secondary,5,185,0,0
857,26,management,170,cellular,jun,1,-1,unknown,tertiary,15,129,0,1
846,47,management,682,cellular,aug,6,-1,unknown,tertiary,18,638,0,1
3736,31,management,3,cellular,feb,2,-1,unknown,tertiary,4,406,0,0
6253,53,management,583,cellular,nov,1,184,success,tertiary,17,226,4,1
5763,34,blue-collar,568,cellular,jul,1,-1,unknown,unknown,25,256,0,0
424,45,services,0,cellular,nov,1,192,failure,secondary,21,173,1,0
3999,34,admin.,869,unknown,may,1,-1,unknown,secondary,6,1677,0,1
6307,39,blue-collar,621,cellular,apr,5,-1,unknown,unknown,20,1333,0,1
7220,28,management,223,telephone,aug,2,119,other,tertiary,27,157,1,1
4760,35,management,8,cellular,apr,3,-1,unknown,tertiary,23,93,0,1
3385,38,management,690,unknown,may,1,-1,unknown,tertiary,20,34,0,0
2538,35,entrepreneur,2971,cellular,may,4,164,failure,secondary,4,429,2,1
3830,85,retired,7613,cellular,feb,3,-1,unknown,primary,18,355,0,1
4432,39,blue-collar,398,cellular,may,1,-1,unknown,primary,12,256,0,0
4261,49,management,1093,cellular,sep,1,246,success,tertiary,15,316,4,1
883,53,blue-collar,2295,cellular,aug,10,-1,unknown,primary,21,65,0,0
793,44,admin.,497,cellular,feb,3,270,other,secondary,3,321,2,0
7199,40,management,1598,cellular,may,4,344,failure,tertiary,6,1074,3,1
4328,51,housemaid,108,unknown,jun,2,-1,unknown,primary,16,278,0,0
7136,42,blue-collar,790,unknown,may,2,-1,unknown,secondary,29,356,0,0
2825,35,management,648,cellular,jul,2,-1,unknown,tertiary,30,674,0,0
2972,33,technician,8097,cellular,aug,2,-1,unknown,tertiary,21,500,0,0
598,41,admin.,338,unknown,may,1,-1,unknown,secondary,16,121,0,0
4882,30,management,697,cellular,apr,2,181,success,tertiary,28,545,8,1
1446,26,student,97,cellular,aug,1,-1,unknown,tertiary,27,382,0,0
2656,31,management,3,cellular,feb,1,-1,unknown,tertiary,11,331,0,1
714,35,blue-collar,885,cellular,jul,6,-1,unknown,secondary,15,632,0,1
1699,47,blue-collar,116,unknown,may,2,-1,unknown,secondary,8,376,0,0
4320,30,management,102,cellular,apr,7,426,other,tertiary,5,470,3,1
3440,29,technician,-722,unknown,jun,4,-1,unknown,tertiary,27,121,0,0
1391,42,technician,-78,cellular,jul,23,-1,unknown,secondary,29,10,0,0
5687,30,technician,455,cellular,nov,1,-1,unknown,secondary,21,758,0,1
6641,37,technician,3665,cellular,aug,3,-1,unknown,secondary,12,664,0,1
1972,49,management,3842,cellular,apr,1,186,failure,tertiary,5,163,3,0
4312,32,blue-collar,12198,cellular,may,1,-1,unknown,primary,18,178,0,1
560,59,blue-collar,2605,cellular,jan,2,-1,unknown,secondary,30,85,0,0
3084,30,services,1256,cellular,may,3,-1,unknown,secondary,18,123,0,0
5778,36,management,203,cellular,oct,1,-1,unknown,tertiary,29,139,0,1
1205,46,technician,68,unknown,jun,3,-1,unknown,secondary,16,87,0,0
3008,45,blue-collar,61,cellular,apr,1,-1,unknown,primary,17,108,0,0
2248,35,management,3168,cellular,aug,30,-1,unknown,tertiary,22,24,0,0
6675,63,retired,1490,cellular,jun,1,-1,unknown,secondary,8,506,0,1
3301,44,technician,643,cellular,oct,1,143,failure,tertiary,16,324,3,1
5568,29,unemployed,550,cellular,jan,1,-1,unknown,primary,29,801,0,1
5781,23,student,1234,cellular,nov,1,-1,unknown,secondary,16,250,0,1
204,54,management,300,cellular,nov,2,-1,unknown,secondary,20,562,0,1
3522,39,entrepreneur,2644,unknown,may,1,-1,unknown,tertiary,20,253,0,0
1787,39,blue-collar,39,unknown,jun,6,-1,unknown,secondary,18,34,0,0
6177,59,admin.,106,cellular,may,1,-1,unknown,secondary,22,186,0,1
1965,31,technician,4182,cellular,may,2,-1,unknown,secondary,4,347,0,1
2231,59,blue-collar,-546,cellular,aug,6,-1,unknown,primary,25,1152,0,1
6158,52,technician,851,unknown,jun,2,-1,unknown,secondary,17,87,0,0
1213,43,management,1133,cellular,may,1,-1,unknown,tertiary,5,131,0,0
6608,57,blue-collar,2887,cellular,aug,10,-1,unknown,secondary,21,819,0,1
2289,40,self-employed,-94,cellular,jul,1,-1,unknown,tertiary,16,90,0,0
7045,57,retired,1044,telephone,jan,1,192,success,secondary,11,585,2,1
1963,59,retired,217,unknown,may,3,-1,unknown,primary,26,574,0,0
5623,33,management,71,cellular,feb,3,102,failure,tertiary,26,335,2,1
3339,25,admin.,3730,cellular,feb,1,-1,unknown,tertiary,27,353,0,1
1088,32,technician,102,unknown,may,11,-1,unknown,unknown,21,12,0,0
6171,38,management,1223,cellular,aug,5,-1,unknown,tertiary,12,1092,0,1
53,45,unemployed,8725,cellular,jul,2,-1,unknown,primary,8,286,0,0
4583,43,technician,0,cellular,aug,3,-1,unknown,secondary,19,313,0,0
2322,38,blue-collar,172,cellular,apr,1,-1,unknown,tertiary,1,1176,0,1
1638,31,blue-collar,953,cellular,may,1,346,success,secondary,14,479,2,1
6151,37,admin.,192,unknown,may,2,-1,unknown,secondary,23,105,0,0
5312,49,entrepreneur,687,cellular,apr,1,-1,unknown,secondary,17,772,0,1
1071,46,technician,1,unknown,may,3,-1,unknown,secondary,26,200,0,0
723,32,management,597,cellular,jul,1,-1,unknown,tertiary,24,869,0,0
3629,52,entrepreneur,-104,cellular,jul,1,-1,unknown,primary,10,124,0,0
3149,43,blue-collar,232,cellular,may,1,-1,unknown,primary,15,45,0,0
1188,40,services,1038,unknown,jun,1,-1,unknown,secondary,5,741,0,0
4454,29,technician,2326,cellular,mar,1,-1,unknown,secondary,6,195,0,1
4541,56,admin.,105,telephone,jul,2,-1,unknown,secondary,15,80,0,0
2304,33,technician,3572,cellular,nov,2,-1,unknown,secondary,18,85,0,0
6624,83,retired,1097,telephone,mar,1,-1,unknown,primary,5,181,0,1
975,38,management,238,cellular,aug,1,92,failure,tertiary,4,139,3,1
2238,29,blue-collar,694,cellular,jul,4,-1,unknown,unknown,16,1806,0,1
4109,61,self-employed,6,cellular,oct,1,182,success,tertiary,13,210,2,1
2982,35,blue-collar,-1489,unknown,may,1,-1,unknown,primary,29,177,0,0
1899,30,blue-collar,2850,unknown,may,2,-1,unknown,secondary,8,181,0,0
1611,50,entrepreneur,223,cellular,jul,5,-1,unknown,tertiary,7,264,0,0
6803,56,blue-collar,982,cellular,may,2,-1,unknown,unknown,7,135,0,0
2567,75,retired,6027,cellular,nov,2,94,failure,tertiary,16,1248,2,1
2460,40,blue-collar,1938,cellular,may,1,-1,unknown,secondary,7,228,0,0
2500,50,blue-collar,15,cellular,may,2,350,failure,primary,12,173,7,0
3313,54,technician,114,cellular,jul,3,-1,unknown,secondary,30,458,0,1
6278,43,management,11891,cellular,dec,5,242,success,tertiary,4,821,1,1
4371,44,management,792,cellular,aug,7,-1,unknown,tertiary,25,630,0,1
7027,32,technician,791,unknown,may,2,-1,unknown,secondary,21,783,0,1
6159,39,management,224,cellular,jul,2,88,success,tertiary,2,194,1,1
