,job,balance,housing,loan,contact,month,campaign,poutcome,deposit
4545,retired,3444,no,no,cellular,aug,1,success,yes
7037,technician,0,no,no,cellular,aug,4,unknown,yes
3253,blue-collar,1401,yes,no,unknown,may,2,unknown,no
3389,technician,4736,yes,no,cellular,feb,2,unknown,yes
752,admin.,40,no,yes,unknown,may,2,unknown,no
7076,blue-collar,673,yes,no,unknown,may,2,unknown,no
1412,technician,1938,no,yes,cellular,jul,3,unknown,yes
3268,admin.,3480,no,no,cellular,apr,1,unknown,yes
351,admin.,2232,no,no,cellular,may,1,success,yes
2163,services,-116,yes,no,unknown,may,3,unknown,no
2713,blue-collar,34,yes,no,cellular,may,2,failure,no
2856,technician,5110,no,no,cellular,apr,2,unknown,yes
1027,admin.,314,no,yes,cellular,apr,4,unknown,yes
7128,admin.,5231,no,yes,cellular,jul,2,unknown,no
6629,blue-collar,106,yes,no,cellular,aug,1,failure,yes
5719,management,8103,no,no,cellular,may,3,unknown,yes
5749,admin.,27,no,no,cellular,aug,2,unknown,yes
6512,technician,124,yes,no,unknown,may,8,unknown,no
1437,admin.,602,no,no,cellular,sep,1,success,yes
5171,management,613,no,no,cellular,apr,1,success,yes
6845,blue-collar,1568,yes,no,cellular,may,3,success,yes
366,retired,275,no,no,cellular,apr,1,unknown,yes
7200,management,143,no,no,cellular,aug,6,unknown,no
3963,technician,-215,no,no,unknown,jun,5,unknown,yes
7351,retired,1690,no,no,unknown,jun,4,unknown,yes
5177,technician,1856,yes,yes,cellular,may,1,unknown,no
100,entrepreneur,-124,yes,no,unknown,may,5,unknown,no
6036,self-employed,3396,no,no,cellular,aug,6,unknown,no
3475,technician,185,no,yes,cellular,aug,16,unknown,no
573,unemployed,94,no,no,cellular,aug,1,success,yes
4686,management,284,yes,yes,cellular,jul,5,unknown,no
3658,technician,7138,no,no,cellular,aug,2,unknown,yes
4619,technician,0,no,no,telephone,feb,3,unknown,yes
2520,management,544,no,no,cellular,dec,3,success,yes
2842,blue-collar,1324,yes,no,telephone,may,5,unknown,no
3102,management,351,yes,no,unknown,may,3,unknown,no
1516,blue-collar,-207,no,no,cellular,jul,2,unknown,yes
5069,technician,1458,no,no,cellular,apr,1,unknown,yes
7110,unknown,526,no,no,cellular,aug,13,unknown,no
5103,entrepreneur,83,yes,no,cellular,jul,2,unknown,no
7357,admin.,377,no,no,cellular,apr,1,unknown,yes
6444,entrepreneur,135,yes,no,cellular,apr,1,failure,no
28,blue-collar,55,yes,yes,cellular,apr,2,unknown,no
1510,services,-110,no,yes,unknown,jun,2,unknown,no
1866,self-employed,916,no,no,cellular,mar,2,success,yes
866,technician,221,yes,no,cellular,may,1,failure,yes
1217,technician,356,yes,no,unknown,may,2,unknown,no
4113,admin.,1451,yes,no,cellular,may,4,unknown,yes
2351,admin.,607,yes,no,cellular,may,2,failure,yes
5740,blue-collar,682,no,no,cellular,jun,2,success,yes
1074,technician,371,yes,yes,cellular,apr,2,success,yes
6609,admin.,920,no,no,cellular,may,3,success,yes
182,management,0,no,no,cellular,jan,2,other,yes
293,technician,786,yes,no,unknown,may,3,unknown,no
6944,blue-collar,115,yes,no,unknown,may,4,unknown,no
6025,technician,1368,no,no,cellular,may,1,other,yes
5931,blue-collar,2007,no,no,cellular,oct,1,success,yes
1873,technician,822,yes,yes,cellular,jan,2,failure,no
3307,blue-collar,0,yes,yes,unknown,may,1,unknown,no
3101,blue-collar,6718,no,no,cellular,jan,4,other,no
6808,retired,3783,yes,no,unknown,jun,3,unknown,no
777,management,1506,no,no,cellular,mar,4,unknown,yes
2741,blue-collar,-289,yes,no,telephone,may,2,unknown,no
4896,technician,169,no,yes,cellular,aug,2,unknown,yes
7024,technician,431,no,no,cellular,jul,2,unknown,yes
1088,self-employed,137,yes,yes,unknown,may,1,unknown,no
4466,services,2145,no,no,cellular,aug,2,success,yes
1759,services,2050,yes,no,cellular,nov,5,unknown,no
320,unemployed,70,no,no,cellular,may,1,unknown,yes
5144,student,549,no,no,cellular,sep,1,unknown,no
2419,management,1909,no,no,cellular,aug,2,unknown,no
6732,unknown,27,no,no,unknown,may,3,unknown,no
6500,student,1527,no,no,cellular,mar,1,unknown,yes
4072,admin.,1235,yes,yes,unknown,may,3,unknown,no
2302,technician,5115,yes,no,cellular,feb,1,success,yes
2985,blue-collar,1147,yes,yes,telephone,may,1,unknown,no
3953,admin.,202,yes,no,unknown,may,2,unknown,no
254,management,693,yes,no,unknown,may,3,unknown,no
1099,services,92,yes,no,cellular,jun,7,unknown,yes
3140,student,4468,no,no,cellular,feb,1,unknown,yes
6129,admin.,5,yes,no,cellular,jul,2,unknown,no
1002,management,405,no,no,cellular,nov,2,success,yes
790,technician,4596,yes,no,cellular,oct,2,success,yes
5850,technician,15,no,no,unknown,jun,1,unknown,no
2618,admin.,12980,no,no,cellular,mar,1,unknown,yes
4892,admin.,658,no,no,cellular,jul,1,unknown,yes
2762,technician,1071,no,no,cellular,sep,1,success,yes
4927,blue-collar,1946,no,no,cellular,jul,1,unknown,yes
364,admin.,1138,yes,yes,cellular,jul,8,unknown,no
694,services,51,yes,yes,unknown,may,2,unknown,yes
2130,technician,2585,no,no,unknown,jun,1,unknown,no
1403,technician,310,yes,no,unknown,may,1,unknown,no
4409,management,2475,yes,no,cellular,nov,4,unknown,no
4014,technician,1539,yes,no,cellular,jun,1,other,yes
4699,management,136,no,no,cellular,aug,2,unknown,no
132,technician,0,no,yes,cellular,aug,1,unknown,no
5290,admin.,900,yes,no,unknown,may,1,unknown,no
2506,blue-collar,89,yes,no,cellular,jul,2,unknown,yes
1344,blue-collar,1,yes,no,cellular,apr,1,unknown,no
5035,services,38,no,no,unknown,jun,4,unknown,no
6055,unemployed,7968,no,no,cellular,jun,1,unknown,yes
6973,management,-861,yes,yes,cellular,jul,2,unknown,no
6415,management,322,yes,no,cellular,apr,3,unknown,no
2654,management,76,yes,no,cellular,apr,2,failure,no
1119,services,355,yes,no,cellular,may,2,other,no
5530,technician,3234,no,no,cellular,nov,2,unknown,yes
6458,management,4412,no,no,cellular,nov,2,unknown,yes
4771,admin.,0,yes,yes,cellular,aug,1,failure,yes
2597,management,487,yes,no,unknown,may,4,unknown,yes
6624,retired,3,no,no,cellular,aug,1,unknown,no
5938,self-employed,1249,yes,no,cellular,nov,1,unknown,yes
2413,unemployed,1625,no,no,cellular,feb,2,unknown,yes
6003,retired,12067,no,no,telephone,jul,2,success,yes
689,admin.,1020,yes,no,unknown,may,1,unknown,yes
5028,admin.,465,yes,no,unknown,may,1,unknown,no
583,management,0,yes,yes,cellular,jul,1,unknown,no
2013,blue-collar,2787,no,no,cellular,aug,1,unknown,yes
7289,retired,2970,no,no,cellular,aug,1,unknown,yes
7188,blue-collar,953,yes,no,unknown,may,1,unknown,no
894,management,538,no,no,cellular,jun,1,success,yes
5605,admin.,1535,yes,no,unknown,may,1,unknown,yes
6540,student,279,no,no,cellular,oct,1,unknown,yes
6114,admin.,0,no,no,cellular,jul,1,success,yes
7341,management,644,yes,yes,cellular,feb,2,failure,no
1967,technician,581,yes,no,unknown,may,1,unknown,no
6488,management,6016,no,no,cellular,feb,3,unknown,yes
3103,retired,-663,yes,no,cellular,may,1,failure,no
6825,entrepreneur,131,yes,no,cellular,jul,1,unknown,no
3562,technician,40,yes,no,cellular,nov,1,unknown,no
784,technician,204,no,no,cellular,jul,2,unknown,yes
3410,technician,863,yes,no,unknown,may,5,unknown,yes
3720,technician,2047,yes,no,cellular,jul,5,unknown,no
3984,blue-collar,1513,no,yes,cellular,jul,1,unknown,no
1337,management,2587,no,no,cellular,jun,2,unknown,yes
77,services,0,no,no,unknown,jun,6,unknown,no
5844,blue-collar,2994,yes,no,cellular,may,1,failure,no
3819,management,502,no,no,cellular,jul,1,failure,yes
6536,unemployed,2500,no,no,cellular,jan,1,unknown,no
2590,technician,720,no,no,cellular,aug,4,unknown,no
2978,blue-collar,-1489,yes,yes,unknown,may,1,unknown,no
5732,services,443,no,no,telephone,jul,1,unknown,no
1288,management,2786,no,no,cellular,jun,2,success,yes
1509,retired,404,no,no,cellular,mar,2,failure,yes
4144,services,-27,yes,no,unknown,may,1,unknown,no
5590,management,76,no,no,cellular,mar,1,unknown,yes
3630,entrepreneur,-104,no,yes,cellular,jul,1,unknown,no
1200,retired,55,no,no,cellular,jun,1,unknown,no
6879,technician,0,yes,yes,cellular,jul,3,unknown,no
6875,blue-collar,48,yes,yes,unknown,may,1,unknown,no
580,management,1496,yes,no,cellular,aug,4,unknown,no
903,admin.,2452,yes,no,unknown,jun,2,unknown,no
4199,technician,2823,yes,no,cellular,jun,1,failure,yes
4738,management,191,no,yes,cellular,feb,4,failure,no
2936,admin.,80,no,no,cellular,nov,1,unknown,no
6267,student,722,no,no,telephone,apr,2,unknown,yes
1822,management,0,no,no,cellular,feb,3,other,yes
1901,blue-collar,-221,yes,no,unknown,may,1,unknown,no
1491,admin.,2889,yes,no,cellular,may,1,unknown,yes
6466,admin.,747,yes,no,unknown,may,2,unknown,yes
1354,student,163,no,no,cellular,aug,1,unknown,yes
1410,blue-collar,890,no,no,cellular,aug,2,unknown,yes
357,management,2071,no,no,cellular,jun,1,unknown,yes
2514,technician,83,no,yes,cellular,aug,6,unknown,no
4697,blue-collar,910,yes,no,cellular,apr,1,unknown,no
6321,management,0,yes,no,cellular,may,3,unknown,yes
7308,management,1077,no,no,cellular,aug,1,failure,no
5436,services,1045,no,no,cellular,mar,2,failure,yes
3651,student,1819,no,no,cellular,apr,3,unknown,yes
948,management,735,yes,no,unknown,may,3,unknown,no
4939,management,3150,yes,no,cellular,nov,2,unknown,no
4859,admin.,2682,no,no,cellular,jul,8,unknown,no
2910,blue-collar,435,yes,no,unknown,may,1,unknown,no
4714,management,354,no,no,cellular,apr,2,unknown,yes
2634,blue-collar,634,no,no,cellular,jan,1,unknown,yes
1799,technician,2396,no,no,cellular,nov,1,unknown,yes
7231,self-employed,42,yes,no,cellular,jun,1,success,yes
85,technician,655,yes,no,unknown,may,2,unknown,no
367,retired,439,no,yes,cellular,may,1,failure,yes
2852,technician,5763,no,yes,cellular,mar,2,unknown,yes
6723,blue-collar,2095,yes,yes,cellular,feb,4,unknown,no
4337,housemaid,108,no,no,unknown,jun,2,unknown,no
1181,management,1227,no,no,cellular,jun,1,unknown,yes
203,retired,2223,no,no,telephone,feb,1,unknown,yes
4906,admin.,2033,no,no,cellular,may,4,unknown,no
1537,blue-collar,125,no,no,cellular,jul,2,unknown,no
2510,management,1573,no,no,cellular,aug,18,unknown,no
5596,technician,505,no,yes,cellular,nov,2,unknown,yes
6107,blue-collar,214,yes,yes,cellular,may,1,failure,yes
2599,management,4917,no,no,cellular,apr,1,unknown,yes
1004,blue-collar,16,no,no,unknown,may,3,unknown,no
6553,blue-collar,24,yes,no,unknown,may,1,unknown,no
6947,technician,-28,yes,yes,unknown,may,2,unknown,no
3613,services,819,yes,no,telephone,jul,14,unknown,no
24,student,3733,yes,no,cellular,aug,5,success,no
4121,services,-72,yes,no,unknown,jun,9,unknown,no
3390,retired,-492,no,yes,unknown,jul,1,unknown,no
141,management,175,yes,no,cellular,apr,4,other,no
22,entrepreneur,1438,no,no,cellular,nov,5,unknown,no
4238,admin.,429,yes,no,telephone,oct,1,unknown,yes
383,technician,127,no,no,cellular,jun,1,unknown,yes
3839,unemployed,7,no,no,cellular,may,1,failure,no
3224,services,246,no,no,cellular,jun,2,unknown,yes
3296,management,1321,no,no,unknown,jun,3,unknown,yes
5114,admin.,3636,no,yes,cellular,nov,2,unknown,yes
2219,student,67,no,no,cellular,feb,1,success,yes
3899,services,508,yes,no,unknown,may,1,unknown,no
4835,blue-collar,2800,no,no,unknown,jun,1,unknown,no
6416,retired,482,no,no,cellular,jul,2,unknown,yes
3801,blue-collar,-37,yes,no,unknown,may,3,unknown,no
4578,blue-collar,1127,yes,no,telephone,may,1,failure,no
6666,self-employed,6,yes,no,cellular,apr,1,success,yes
1128,management,4189,yes,no,cellular,nov,3,unknown,yes
1112,admin.,2568,no,no,cellular,sep,1,other,yes
4370,management,761,yes,no,cellular,jul,2,unknown,no
4446,technician,1191,no,no,cellular,may,4,unknown,yes
5333,management,854,no,yes,cellular,jul,1,unknown,yes
5706,admin.,458,yes,no,unknown,may,1,unknown,no
711,retired,1296,yes,no,unknown,jun,1,unknown,no
2177,admin.,50,no,no,cellular,may,1,unknown,yes
1381,retired,775,no,no,cellular,jan,4,success,yes
6413,housemaid,417,no,no,cellular,jul,2,unknown,no
2375,blue-collar,1461,yes,no,cellular,may,2,failure,yes
133,retired,2761,no,no,cellular,jul,1,unknown,no
56,management,0,yes,no,unknown,may,1,unknown,no
4451,admin.,56,yes,no,cellular,feb,1,other,no
6650,management,11891,no,no,cellular,apr,1,unknown,yes
4077,blue-collar,495,yes,no,unknown,may,1,unknown,no
5836,management,1,no,no,telephone,may,3,success,yes
1402,blue-collar,1127,yes,no,cellular,jul,1,unknown,no
1424,management,657,yes,no,telephone,may,5,unknown,no
6072,blue-collar,288,yes,no,cellular,may,6,unknown,no
2594,admin.,596,yes,no,cellular,apr,3,unknown,no
3609,services,1315,no,no,cellular,nov,4,unknown,yes
4469,technician,113,no,no,cellular,feb,2,success,yes
4247,services,5806,yes,no,cellular,nov,2,unknown,yes
4427,admin.,106,no,no,cellular,aug,3,success,yes
2674,technician,4056,no,no,cellular,may,6,failure,no
2319,management,562,no,no,cellular,sep,2,unknown,no
3968,technician,6822,no,no,cellular,aug,2,unknown,yes
2275,management,756,yes,no,unknown,jun,1,unknown,no
4564,admin.,4448,no,no,cellular,feb,8,unknown,yes
7210,technician,834,yes,yes,cellular,apr,1,unknown,no
3522,technician,58,yes,no,unknown,may,1,unknown,no
2300,housemaid,317,yes,no,cellular,apr,2,unknown,no
4435,admin.,914,yes,no,cellular,oct,3,failure,yes
3039,admin.,524,no,no,cellular,may,1,unknown,yes
6197,management,1601,no,no,cellular,jul,5,unknown,no
1372,technician,2544,no,no,cellular,apr,2,unknown,yes
3767,self-employed,1184,yes,no,cellular,apr,1,unknown,yes
3361,technician,-74,yes,no,cellular,jul,4,unknown,no
94,admin.,22,yes,no,cellular,may,2,failure,no
3529,self-employed,2032,no,no,cellular,jul,2,unknown,no
1959,management,-337,no,yes,cellular,aug,2,unknown,no
5840,self-employed,386,yes,no,cellular,nov,1,unknown,yes
6452,blue-collar,1918,yes,no,cellular,may,1,failure,no
5540,technician,295,no,no,cellular,aug,11,unknown,no
1827,blue-collar,17672,no,no,cellular,nov,1,unknown,no
6564,self-employed,2666,no,no,cellular,feb,1,unknown,yes
4190,admin.,1141,yes,no,cellular,may,1,failure,no
6314,management,141,yes,no,cellular,feb,2,other,yes
1655,admin.,315,yes,yes,cellular,may,3,unknown,yes
4353,blue-collar,1243,no,yes,cellular,jul,7,unknown,yes
3405,admin.,-498,yes,no,cellular,feb,3,failure,no
1198,admin.,132,no,no,cellular,may,2,success,yes
748,blue-collar,455,no,no,cellular,oct,4,success,yes
3087,services,0,yes,no,telephone,jul,1,unknown,no
2651,management,3,yes,yes,cellular,feb,1,unknown,yes
4569,management,1514,no,no,cellular,aug,2,unknown,no
2150,services,324,yes,no,cellular,may,2,failure,no
4066,unemployed,3511,no,no,cellular,apr,2,unknown,yes
4105,management,2764,no,no,cellular,feb,1,failure,no
3096,retired,1400,no,no,unknown,jun,7,unknown,no
5411,technician,395,no,no,cellular,apr,1,success,yes
655,services,-9,yes,no,unknown,may,2,unknown,yes
3983,blue-collar,530,yes,no,cellular,apr,3,unknown,no
1389,blue-collar,892,yes,no,cellular,jul,22,unknown,no
6621,technician,127,yes,no,cellular,apr,2,failure,yes
2562,retired,6027,no,no,cellular,nov,2,failure,yes
2418,self-employed,5312,no,no,cellular,jul,3,unknown,no
5669,technician,0,no,no,cellular,jul,1,unknown,yes
1218,admin.,752,yes,no,cellular,may,2,failure,yes
3058,management,145,yes,no,cellular,may,4,failure,no
1047,admin.,4344,yes,no,cellular,nov,2,failure,no
1292,technician,151,no,no,cellular,feb,2,unknown,no
6162,student,198,no,no,cellular,feb,1,unknown,no
5871,management,5474,no,no,cellular,jul,5,unknown,yes
860,blue-collar,360,yes,no,unknown,may,2,unknown,no
5565,technician,15161,no,no,cellular,feb,1,unknown,yes
975,management,8295,no,no,cellular,jun,1,unknown,yes
523,blue-collar,6337,yes,no,cellular,nov,2,unknown,no
2084,management,13,no,no,cellular,jan,3,unknown,yes
5444,technician,2047,yes,no,cellular,oct,1,unknown,no
6801,technician,2088,no,no,cellular,feb,14,unknown,no
2669,blue-collar,-27,no,no,unknown,jun,2,unknown,yes
3670,services,2669,yes,no,cellular,apr,2,unknown,no
1966,blue-collar,1869,no,no,unknown,jun,3,unknown,no
2821,management,2793,yes,no,telephone,jul,4,unknown,no
4872,technician,428,no,no,cellular,jul,4,unknown,no
2361,retired,648,no,no,telephone,sep,1,unknown,no
4452,housemaid,2054,no,no,cellular,aug,6,unknown,yes
6213,management,870,no,no,cellular,may,1,success,yes
2254,technician,2658,yes,no,cellular,mar,1,failure,no
1997,admin.,0,yes,no,cellular,may,1,unknown,no
3133,management,0,no,no,cellular,mar,1,unknown,no
6537,management,7668,no,no,cellular,aug,1,unknown,no
4286,admin.,19,yes,no,unknown,may,2,unknown,yes
3496,services,0,no,no,cellular,aug,4,unknown,no
1300,technician,10596,no,no,cellular,aug,1,other,yes
6881,management,1445,no,no,cellular,apr,2,success,yes
805,management,3,yes,no,cellular,sep,2,other,no
1360,management,-139,no,no,cellular,jul,1,unknown,no
231,admin.,1412,no,no,cellular,jul,3,unknown,no
2915,technician,-92,yes,no,cellular,feb,1,unknown,yes
64,self-employed,235,yes,no,cellular,apr,4,failure,no
6781,management,2261,yes,no,cellular,jun,1,failure,no
3508,management,587,no,no,cellular,may,2,success,yes
4526,self-employed,766,yes,no,cellular,may,2,failure,no
1069,management,517,yes,no,cellular,nov,3,failure,no
3424,management,294,no,no,cellular,apr,3,unknown,yes
3735,technician,-454,no,yes,cellular,jul,2,unknown,no
3739,blue-collar,4996,yes,no,unknown,may,2,unknown,no
1937,blue-collar,-56,yes,yes,unknown,jun,2,unknown,no
6194,blue-collar,93,no,yes,cellular,jan,1,unknown,no
5286,management,928,yes,no,cellular,apr,1,unknown,no
5244,retired,0,no,no,telephone,aug,1,unknown,no
6172,technician,11766,yes,no,cellular,apr,2,failure,yes
6838,blue-collar,3817,yes,no,cellular,may,3,unknown,no
922,admin.,112,no,no,cellular,aug,5,unknown,no
6294,admin.,861,no,no,cellular,jun,4,unknown,yes
2766,technician,2266,no,no,cellular,oct,1,failure,yes
3452,blue-collar,0,no,no,unknown,jun,2,unknown,no
1591,management,346,no,no,cellular,feb,1,unknown,yes
4550,management,3143,no,no,cellular,jun,2,unknown,yes
6154,technician,940,no,no,cellular,aug,7,unknown,no
2473,services,344,yes,no,cellular,may,1,unknown,yes
3506,technician,-179,yes,no,cellular,jul,1,unknown,no
3541,management,1331,no,no,cellular,nov,1,failure,yes
2576,management,4152,yes,no,telephone,nov,1,unknown,yes
3231,retired,2139,no,no,cellular,oct,2,unknown,no
5099,management,-410,no,yes,cellular,jul,1,unknown,no
2866,management,0,yes,no,unknown,may,1,unknown,no
3108,technician,598,no,no,cellular,apr,1,unknown,no
2567,technician,2033,no,no,cellular,sep,1,failure,yes
3446,self-employed,385,no,yes,cellular,aug,4,unknown,no
490,admin.,176,no,no,cellular,jan,1,failure,no
2996,admin.,372,no,no,cellular,oct,1,unknown,yes
2803,retired,-152,yes,yes,unknown,may,11,unknown,no
1191,services,5,yes,yes,cellular,jan,2,unknown,no
3121,management,448,no,no,cellular,apr,1,unknown,yes
3871,management,6739,yes,no,cellular,jul,3,unknown,no
7104,management,456,yes,no,cellular,aug,4,unknown,yes
6505,management,-411,yes,no,unknown,jun,4,unknown,yes
6551,retired,3648,no,no,telephone,oct,2,success,yes
3677,management,2384,yes,no,cellular,apr,2,unknown,no
2123,student,689,no,no,cellular,may,2,unknown,yes
4660,admin.,0,no,no,cellular,aug,10,unknown,no
6931,management,0,yes,no,cellular,apr,2,unknown,no
6259,student,108,no,no,cellular,sep,1,unknown,yes
3060,blue-collar,61,yes,no,unknown,may,4,unknown,yes
1663,self-employed,168,no,no,cellular,feb,2,unknown,yes
2102,retired,542,no,no,cellular,oct,1,failure,yes
2779,unemployed,2424,no,no,cellular,feb,1,unknown,no
7240,student,1776,no,no,cellular,jun,1,other,yes
2641,services,295,yes,yes,cellular,jul,1,unknown,no
3800,technician,2571,no,no,unknown,jun,2,unknown,no
228,technician,75,no,no,unknown,jun,1,unknown,no
1660,technician,-259,yes,no,unknown,may,2,unknown,no
